"","offset","location","condition","realism","response"
"1091",400,0.5,4,"unreal",4
"1092",200,0,17,"real",4
"1093",400,0,17,"real",3
"1094",200,0.5,17,"real",5
"1095",0,0,4,"unreal",7
"1096",300,0.5,4,"unreal",5
"1097",100,0,4,"unreal",7
"1098",100,0.5,17,"real",7
"1099",400,1,17,"real",3
"1100",200,1,17,"real",3
"1101",100,0,17,"real",7
"1102",400,1,4,"unreal",3
"1103",0,0.5,4,"unreal",7
"1104",300,0,17,"real",5
"1105",200,0.5,4,"unreal",5
"1106",300,1,4,"unreal",5
"1107",100,1,4,"unreal",6
"1108",300,1,17,"real",4
"1109",0,0.5,17,"real",8
"1110",100,1,17,"real",7
"1111",0,0,4,"unreal",8
"1112",200,0.5,17,"real",6
"1113",200,0,17,"real",6
"1114",100,1,4,"unreal",6
"1115",300,1,17,"real",5
"1116",400,1,4,"unreal",4
"1117",100,0,4,"unreal",6
"1118",400,0,4,"unreal",5
"1119",300,0.5,17,"real",6
"1120",300,1,4,"unreal",5
"1121",400,1,17,"real",4
"1122",200,1,17,"real",4
"1123",0,0.5,4,"unreal",7
"1124",300,0,4,"unreal",6
"1125",300,0.5,4,"unreal",6
"1126",200,1,4,"unreal",5
"1127",300,0,17,"real",5
"1128",400,0.5,17,"real",5
"1129",0,0,17,"real",8
"1130",0,1,17,"real",9
"1131",200,0.5,4,"unreal",6
"1132",200,0,4,"unreal",5
"1133",100,1,17,"real",6
"1134",100,0.5,4,"unreal",6
"1135",100,0,17,"real",7
"1136",0,0.5,17,"real",8
"1137",400,0,17,"real",5
"1138",400,0.5,4,"unreal",4
"1139",0,1,4,"unreal",7
"1140",100,0.5,17,"real",7
"1141",400,0,17,"real",4
"1142",0,1,4,"unreal",7
"1143",0,0,17,"real",7
"1144",400,0,4,"unreal",4
"1145",300,0.5,17,"real",4
"1146",0,0,4,"unreal",7
"1147",300,1,17,"real",4
"1148",200,1,4,"unreal",4
"1149",100,1,17,"real",5
"1150",300,1,4,"unreal",3
"1151",400,1,4,"unreal",3
"1152",100,0,4,"unreal",5
"1153",100,0.5,17,"real",6
"1154",0,0.5,4,"unreal",7
"1155",200,0,17,"real",5
"1156",0,1,17,"real",8
"1157",0,0.5,17,"real",8
"1158",100,0,17,"real",7
"1159",200,0.5,4,"unreal",5
"1160",300,0,4,"unreal",4
"1161",300,0.5,4,"unreal",3
"1162",400,0.5,4,"unreal",3
"1163",300,0,17,"real",4
"1164",400,0.5,17,"real",4
"1165",400,1,17,"real",3
"1166",200,1,17,"real",4
"1167",200,0.5,17,"real",4
"1168",100,0.5,4,"unreal",6
"1169",100,1,4,"unreal",6
"1170",200,0,4,"unreal",6
"1171",400,0,17,"real",4
"1172",100,1,4,"unreal",6
"1173",300,1,17,"real",3
"1174",400,0,4,"unreal",4
"1175",200,1,4,"unreal",5
"1176",400,0.5,4,"unreal",4
"1177",0,0.5,17,"real",8
"1178",100,1,17,"real",7
"1179",200,1,17,"real",6
"1180",200,0,17,"real",5
"1181",400,1,4,"unreal",3
"1182",300,0.5,4,"unreal",3
"1183",300,0,4,"unreal",4
"1184",0,0.5,4,"unreal",7
"1185",400,1,17,"real",3
"1186",0,0,4,"unreal",7
"1187",100,0.5,4,"unreal",6
"1188",0,0,17,"real",7
"1189",0,1,4,"unreal",7
"1190",400,0.5,17,"real",5
"1191",0,1,17,"real",8
"1192",300,1,4,"unreal",5
"1193",300,0,17,"real",5
"1194",100,0.5,17,"real",6
"1195",200,0.5,17,"real",6
"1196",100,0,17,"real",6
"1197",100,0,4,"unreal",7
"1198",200,0,4,"unreal",6
"1199",300,0.5,17,"real",6
"1200",200,0.5,4,"unreal",5
"1201",0,0.5,17,"real",8
"1202",200,1,4,"unreal",4
"1203",300,1,4,"unreal",2
"1204",100,1,4,"unreal",5
"1205",300,1,17,"real",3
"1206",0,1,4,"unreal",7
"1207",200,0.5,17,"real",6
"1208",0,1,17,"real",8
"1209",200,0,4,"unreal",4
"1210",400,0.5,17,"real",5
"1211",300,0.5,17,"real",5
"1212",100,0.5,4,"unreal",4
"1213",300,0,4,"unreal",4
"1214",100,1,17,"real",6
"1215",0,0,17,"real",9
"1216",100,0.5,17,"real",8
"1217",100,0,4,"unreal",4
"1218",400,0.5,4,"unreal",2
"1219",400,1,4,"unreal",2
"1220",0,0.5,4,"unreal",6
"1221",200,0,17,"real",6
"1222",400,0,4,"unreal",2
"1223",200,0.5,4,"unreal",2
"1224",400,1,17,"real",3
"1225",200,1,17,"real",4
"1226",0,0,4,"unreal",6
"1227",300,0,17,"real",5
"1228",300,0.5,4,"unreal",3
"1229",100,0,17,"real",6
"1230",400,0,17,"real",4
"1231",300,0,4,"unreal",2
"1232",100,0.5,4,"unreal",5
"1233",400,0,4,"unreal",2
"1234",100,0,17,"real",6
"1235",200,0,17,"real",5
"1236",100,1,17,"real",7
"1237",200,0.5,17,"real",6
"1238",300,0,17,"real",5
"1239",400,1,17,"real",3
"1240",300,1,4,"unreal",2
"1241",100,1,4,"unreal",4
"1242",400,0.5,4,"unreal",2
"1243",200,0.5,4,"unreal",3
"1244",100,0,4,"unreal",5
"1245",0,0.5,17,"real",9
"1246",0,1,4,"unreal",5
"1247",200,1,4,"unreal",3
"1248",400,0,17,"real",4
"1249",0,0,4,"unreal",6
"1250",100,0.5,17,"real",7
"1251",300,1,17,"real",4
"1252",0,1,17,"real",9
"1253",0,0.5,4,"unreal",8
"1254",0,0,17,"real",9
"1255",200,1,17,"real",6
"1256",200,0,4,"unreal",3
"1257",300,0.5,17,"real",5
"1258",400,0.5,17,"real",4
"1259",300,0.5,4,"unreal",3
"1260",400,1,4,"unreal",2
"1261",0,0,17,"real",8
"1262",400,0,4,"unreal",3
"1263",100,0.5,17,"real",6
"1264",0,0.5,17,"real",9
"1265",0,0.5,4,"unreal",6
"1266",200,0,17,"real",6
"1267",400,1,4,"unreal",2
"1268",100,0,17,"real",7
"1269",100,0.5,4,"unreal",4
"1270",300,0.5,17,"real",6
"1271",0,1,4,"unreal",7
"1272",200,0.5,4,"unreal",4
"1273",200,0.5,17,"real",6
"1274",400,1,17,"real",5
"1275",100,1,4,"unreal",5
"1276",400,0.5,17,"real",5
"1277",0,1,17,"real",8
"1278",300,1,17,"real",3
"1279",200,1,4,"unreal",3
"1280",200,0,4,"unreal",3
"1281",0,0,4,"unreal",8
"1282",400,0,17,"real",6
"1283",300,0,17,"real",5
"1284",100,0,4,"unreal",6
"1285",300,0,4,"unreal",4
"1286",300,0.5,4,"unreal",2
"1287",200,1,17,"real",5
"1288",100,1,17,"real",6
"1289",300,1,4,"unreal",2
"1290",400,0.5,4,"unreal",2
"1291",200,0.5,17,"real",6
"1292",200,0,17,"real",6
"1293",400,1,4,"unreal",1
"1294",0,0.5,4,"unreal",8
"1295",400,0,17,"real",5
"1296",200,0.5,4,"unreal",3
"1297",400,1,17,"real",5
"1298",400,0,4,"unreal",2
"1299",200,1,4,"unreal",2
"1300",100,0.5,17,"real",9
"1301",0,0.5,17,"real",9
"1302",300,0,4,"unreal",3
"1303",0,1,17,"real",9
"1304",400,0.5,4,"unreal",2
"1305",200,1,17,"real",6
"1306",400,0.5,17,"real",4
"1307",100,1,17,"real",7
"1308",300,0.5,17,"real",5
"1309",300,1,17,"real",4
"1310",0,1,4,"unreal",8
"1311",0,0,4,"unreal",8
"1312",0,0,17,"real",9
"1313",300,0.5,4,"unreal",2
"1314",300,1,4,"unreal",2
"1315",300,0,17,"real",4
"1316",100,0,17,"real",6
"1317",200,0,4,"unreal",3
"1318",100,1,4,"unreal",5
"1319",100,0,4,"unreal",5
"1320",100,0.5,4,"unreal",5
"1321",0,0,4,"unreal",8
"1322",100,1,4,"unreal",4
"1323",200,0,17,"real",3
"1324",0,0.5,17,"real",9
"1325",200,1,17,"real",2
"1326",400,0.5,17,"real",1
"1327",300,1,17,"real",1
"1328",300,0,17,"real",1
"1329",100,0.5,17,"real",8
"1330",300,1,4,"unreal",1
"1331",0,0.5,4,"unreal",7
"1332",200,1,4,"unreal",2
"1333",400,0,17,"real",6
"1334",400,0.5,4,"unreal",2
"1335",200,0.5,4,"unreal",2
"1336",300,0.5,4,"unreal",2
"1337",0,0,17,"real",9
"1338",100,0.5,4,"unreal",6
"1339",300,0.5,17,"real",3
"1340",300,0,4,"unreal",2
"1341",100,0,4,"unreal",6
"1342",200,0.5,17,"real",6
"1343",0,1,17,"real",9
"1344",400,1,17,"real",1
"1345",100,0,17,"real",7
"1346",100,1,17,"real",6
"1347",200,0,4,"unreal",2
"1348",400,1,4,"unreal",2
"1349",400,0,4,"unreal",2
"1350",0,1,4,"unreal",7
"1351",100,0.5,4,"unreal",6
"1352",200,0.5,17,"real",4
"1353",300,1,4,"unreal",1
"1354",300,1,17,"real",2
"1355",400,1,17,"real",1
"1356",400,0.5,4,"unreal",1
"1357",100,1,17,"real",8
"1358",400,1,4,"unreal",1
"1359",200,0,17,"real",3
"1360",300,0,17,"real",2
"1361",300,0,4,"unreal",1
"1362",100,0,17,"real",8
"1363",100,0.5,17,"real",9
"1364",0,1,4,"unreal",7
"1365",300,0.5,17,"real",2
"1366",200,0,4,"unreal",2
"1367",0,0,4,"unreal",8
"1368",0,1,17,"real",9
"1369",0,0,17,"real",9
"1370",400,0,4,"unreal",4
"1371",100,0,4,"unreal",6
"1372",200,0.5,4,"unreal",2
"1373",200,1,4,"unreal",1
"1374",100,1,4,"unreal",2
"1375",300,0.5,4,"unreal",1
"1376",0,0.5,17,"real",9
"1377",400,0,17,"real",4
"1378",400,0.5,17,"real",2
"1379",0,0.5,4,"unreal",6
"1380",200,1,17,"real",5
"1381",200,1,17,"real",6
"1382",0,0,17,"real",9
"1383",200,0,17,"real",6
"1384",200,0.5,4,"unreal",3
"1385",400,1,17,"real",3
"1386",300,0,4,"unreal",2
"1387",200,0,4,"unreal",1
"1388",300,1,17,"real",2
"1389",0,0.5,4,"unreal",7
"1390",100,1,4,"unreal",3
"1391",0,1,17,"real",9
"1392",0,0.5,17,"real",9
"1393",400,0,17,"real",6
"1394",100,0.5,17,"real",9
"1395",100,0,4,"unreal",5
"1396",0,0,4,"unreal",7
"1397",100,0.5,4,"unreal",4
"1398",200,0.5,17,"real",7
"1399",400,0,4,"unreal",2
"1400",100,0,17,"real",8
"1401",400,1,4,"unreal",2
"1402",200,1,4,"unreal",1
"1403",0,1,4,"unreal",6
"1404",300,1,4,"unreal",3
"1405",100,1,17,"real",8
"1406",400,0.5,4,"unreal",3
"1407",300,0,17,"real",6
"1408",300,0.5,4,"unreal",2
"1409",400,0.5,17,"real",3
"1410",300,0.5,17,"real",2
"1411",200,1,17,"real",3
"1412",300,1,17,"real",4
"1413",400,1,4,"unreal",2
"1414",100,0,4,"unreal",2
"1415",200,0,17,"real",3
"1416",300,0,4,"unreal",1
"1417",200,0.5,17,"real",3
"1418",200,0,4,"unreal",2
"1419",400,0,17,"real",3
"1420",300,1,4,"unreal",4
"1421",200,1,4,"unreal",3
"1422",0,0,17,"real",9
"1423",0,1,4,"unreal",6
"1424",100,1,17,"real",8
"1425",300,0.5,4,"unreal",4
"1426",200,0.5,4,"unreal",2
"1427",100,0,17,"real",8
"1428",0,0,4,"unreal",7
"1429",400,1,17,"real",2
"1430",300,0.5,17,"real",2
"1431",400,0.5,17,"real",2
"1432",100,0.5,17,"real",8
"1433",0,1,17,"real",9
"1434",400,0.5,4,"unreal",2
"1435",400,0,4,"unreal",2
"1436",100,0.5,4,"unreal",3
"1437",300,0,17,"real",6
"1438",0,0.5,4,"unreal",6
"1439",100,1,4,"unreal",6
"1440",0,0.5,17,"real",9
"1441",200,0,17,"real",9
"1442",0,0.5,17,"real",9
"1443",100,0,17,"real",8
"1444",300,0,17,"real",6
"1445",300,0,4,"unreal",3
"1446",400,0.5,4,"unreal",4
"1447",100,0.5,17,"real",5
"1448",200,0,4,"unreal",4
"1449",300,0.5,4,"unreal",5
"1450",0,1,17,"real",7
"1451",400,0.5,17,"real",6
"1452",200,1,4,"unreal",4
"1453",300,1,4,"unreal",3
"1454",0,1,4,"unreal",4
"1455",200,1,17,"real",8
"1456",200,0.5,17,"real",6
"1457",100,0,4,"unreal",4
"1458",100,0.5,4,"unreal",5
"1459",0,0,17,"real",8
"1460",400,0,17,"real",6
"1461",300,1,17,"real",6
"1462",300,0.5,17,"real",6
"1463",100,1,17,"real",7
"1464",400,1,17,"real",7
"1465",200,0.5,4,"unreal",4
"1466",100,1,4,"unreal",4
"1467",400,0,4,"unreal",3
"1468",0,0,4,"unreal",4
"1469",400,1,4,"unreal",3
"1470",0,0.5,4,"unreal",5
"1471",0,1,4,"unreal",5
"1472",100,1,4,"unreal",4
"1473",300,0,4,"unreal",4
"1474",100,0.5,4,"unreal",4
"1475",200,0.5,4,"unreal",3
"1476",400,0,4,"unreal",4
"1477",100,0,17,"real",7
"1478",0,0,17,"real",9
"1479",0,1,17,"real",9
"1480",200,1,4,"unreal",2
"1481",300,1,4,"unreal",3
"1482",400,0.5,17,"real",6
"1483",0,0.5,4,"unreal",4
"1484",300,1,17,"real",7
"1485",400,1,4,"unreal",3
"1486",200,0.5,17,"real",8
"1487",100,1,17,"real",8
"1488",400,0.5,4,"unreal",2
"1489",200,1,17,"real",6
"1490",0,0.5,17,"real",8
"1491",300,0.5,4,"unreal",3
"1492",300,0.5,17,"real",6
"1493",0,0,4,"unreal",4
"1494",400,0,17,"real",7
"1495",100,0.5,17,"real",6
"1496",100,0,4,"unreal",4
"1497",200,0,4,"unreal",3
"1498",400,1,17,"real",6
"1499",200,0,17,"real",7
"1500",300,0,17,"real",8
"1501",300,1,17,"real",6
"1502",0,0,17,"real",8
"1503",300,0,4,"unreal",3
"1504",100,0.5,4,"unreal",2
"1505",100,0,17,"real",6
"1506",400,0.5,4,"unreal",2
"1507",100,0,4,"unreal",3
"1508",100,0.5,17,"real",7
"1509",0,0.5,4,"unreal",4
"1510",300,0.5,4,"unreal",4
"1511",200,0.5,17,"real",7
"1512",200,0,4,"unreal",3
"1513",0,0.5,17,"real",8
"1514",200,1,17,"real",6
"1515",400,0.5,17,"real",5
"1516",400,1,17,"real",6
"1517",200,0.5,4,"unreal",4
"1518",0,1,17,"real",5
"1519",100,1,4,"unreal",4
"1520",300,0,17,"real",5
"1521",0,0,4,"unreal",4
"1522",100,1,17,"real",6
"1523",300,0.5,17,"real",7
"1524",200,1,4,"unreal",3
"1525",200,0,17,"real",6
"1526",400,1,4,"unreal",4
"1527",400,0,4,"unreal",3
"1528",0,1,4,"unreal",4
"1529",300,1,4,"unreal",2
"1530",400,0,17,"real",5
"1531",0,0,4,"unreal",3
"1532",300,0,4,"unreal",4
"1533",300,0,17,"real",4
"1534",0,0.5,17,"real",6
"1535",100,1,4,"unreal",3
"1536",200,0.5,4,"unreal",4
"1537",200,0,17,"real",6
"1538",100,0,17,"real",4
"1539",400,0.5,4,"unreal",3
"1540",100,0.5,4,"unreal",4
"1541",100,0,4,"unreal",4
"1542",0,1,4,"unreal",5
"1543",0,1,17,"real",5
"1544",300,0.5,17,"real",6
"1545",400,1,17,"real",4
"1546",200,0,4,"unreal",2
"1547",200,1,4,"unreal",3
"1548",0,0,17,"real",4
"1549",300,0.5,4,"unreal",3
"1550",400,0,4,"unreal",4
"1551",200,0.5,17,"real",5
"1552",100,1,17,"real",6
"1553",100,0.5,17,"real",7
"1554",400,0.5,17,"real",5
"1555",0,0.5,4,"unreal",2
"1556",400,0,17,"real",4
"1557",300,1,4,"unreal",4
"1558",200,1,17,"real",6
"1559",300,1,17,"real",7
"1560",400,1,4,"unreal",3
"1561",0,0.5,17,"real",9
"1562",100,0.5,4,"unreal",6
"1563",100,0.5,17,"real",9
"1564",100,0,17,"real",9
"1565",100,1,17,"real",8
"1566",300,1,17,"real",7
"1567",400,0,4,"unreal",5
"1568",0,0,4,"unreal",5
"1569",300,1,4,"unreal",3
"1570",400,1,4,"unreal",3
"1571",300,0,4,"unreal",3
"1572",200,0,4,"unreal",4
"1573",400,0.5,17,"real",7
"1574",100,1,4,"unreal",4
"1575",100,0,4,"unreal",5
"1576",200,1,17,"real",8
"1577",0,1,4,"unreal",4
"1578",0,0.5,4,"unreal",2
"1579",300,0,17,"real",6
"1580",400,1,17,"real",6
"1581",400,0.5,4,"unreal",1
"1582",0,0,17,"real",6
"1583",200,0.5,4,"unreal",5
"1584",200,1,4,"unreal",5
"1585",400,0,17,"real",8
"1586",200,0.5,17,"real",7
"1587",300,0.5,4,"unreal",4
"1588",0,1,17,"real",6
"1589",300,0.5,17,"real",8
"1590",200,0,17,"real",8
"1591",400,0,4,"unreal",3
"1592",100,1,4,"unreal",2
"1593",0,1,17,"real",7
"1594",100,1,17,"real",9
"1595",200,1,4,"unreal",4
"1596",0,1,4,"unreal",5
"1597",300,1,17,"real",8
"1598",400,0.5,17,"real",7
"1599",0,0.5,4,"unreal",5
"1600",300,0.5,17,"real",7
"1601",400,0,17,"real",6
"1602",0,0,17,"real",8
"1603",400,0.5,4,"unreal",3
"1604",100,0.5,17,"real",5
"1605",200,0,4,"unreal",2
"1606",0,0,4,"unreal",1
"1607",200,0,17,"real",8
"1608",200,0.5,4,"unreal",4
"1609",300,0.5,4,"unreal",3
"1610",100,0.5,4,"unreal",3
"1611",400,1,17,"real",8
"1612",100,0,17,"real",9
"1613",200,1,17,"real",7
"1614",400,1,4,"unreal",1
"1615",300,1,4,"unreal",2
"1616",0,0.5,17,"real",9
"1617",300,0,17,"real",8
"1618",100,0,4,"unreal",5
"1619",200,0.5,17,"real",6
"1620",300,0,4,"unreal",4
"1621",0,0,17,"real",9
"1622",200,0,4,"unreal",2
"1623",100,0,17,"real",7
"1624",400,1,4,"unreal",4
"1625",0,0,4,"unreal",3
"1626",300,1,4,"unreal",2
"1627",100,0.5,4,"unreal",1
"1628",0,0.5,4,"unreal",1
"1629",300,0,17,"real",7
"1630",400,0,17,"real",6
"1631",0,1,4,"unreal",1
"1632",200,1,4,"unreal",1
"1633",200,0.5,4,"unreal",2
"1634",100,1,4,"unreal",1
"1635",400,0,4,"unreal",2
"1636",200,1,17,"real",7
"1637",300,1,17,"real",6
"1638",100,0,4,"unreal",6
"1639",300,0,4,"unreal",4
"1640",400,0.5,17,"real",7
"1641",200,0.5,17,"real",7
"1642",0,1,17,"real",9
"1643",300,0.5,17,"real",8
"1644",200,0,17,"real",8
"1645",100,0.5,17,"real",9
"1646",400,1,17,"real",7
"1647",400,0.5,4,"unreal",5
"1648",300,0.5,4,"unreal",5
"1649",0,0.5,17,"real",6
"1650",100,1,17,"real",7
"1651",0,0,4,"unreal",3
"1652",200,0,4,"unreal",4
"1653",400,0.5,17,"real",6
"1654",400,0,4,"unreal",2
"1655",200,0.5,4,"unreal",1
"1656",100,0,4,"unreal",1
"1657",300,0.5,4,"unreal",3
"1658",400,0.5,4,"unreal",4
"1659",200,0.5,17,"real",6
"1660",300,1,4,"unreal",4
"1661",100,0,17,"real",6
"1662",200,1,17,"real",6
"1663",0,1,4,"unreal",7
"1664",400,1,4,"unreal",4
"1665",0,1,17,"real",8
"1666",0,0.5,17,"real",8
"1667",400,0,17,"real",9
"1668",100,1,4,"unreal",7
"1669",100,0.5,4,"unreal",6
"1670",100,1,17,"real",7
"1671",200,1,4,"unreal",5
"1672",300,0,4,"unreal",4
"1673",200,0,17,"real",6
"1674",100,0.5,17,"real",6
"1675",0,0.5,4,"unreal",5
"1676",300,0,17,"real",7
"1677",400,1,17,"real",8
"1678",0,0,17,"real",9
"1679",300,1,17,"real",8
"1680",300,0.5,17,"real",7
"1681",0,0,4,"unreal",8
"1682",400,0.5,4,"unreal",1
"1683",400,0,17,"real",8
"1684",300,1,4,"unreal",1
"1685",200,0,17,"real",8
"1686",400,1,4,"unreal",1
"1687",0,0.5,17,"real",9
"1688",100,1,4,"unreal",1
"1689",100,0,17,"real",9
"1690",100,1,17,"real",9
"1691",400,0.5,17,"real",6
"1692",0,0.5,4,"unreal",9
"1693",200,0.5,4,"unreal",1
"1694",400,0,4,"unreal",3
"1695",0,1,17,"real",9
"1696",300,0.5,17,"real",6
"1697",200,1,4,"unreal",1
"1698",100,0.5,17,"real",9
"1699",0,1,4,"unreal",8
"1700",200,0,4,"unreal",2
"1701",300,0,17,"real",7
"1702",300,1,17,"real",6
"1703",400,1,17,"real",5
"1704",0,0,17,"real",9
"1705",200,1,17,"real",7
"1706",300,0,4,"unreal",1
"1707",100,0,4,"unreal",2
"1708",300,0.5,4,"unreal",1
"1709",100,0.5,4,"unreal",4
"1710",200,0.5,17,"real",8
"1711",300,0.5,17,"real",7
"1712",100,0,17,"real",9
"1713",100,0,4,"unreal",4
"1714",300,1,4,"unreal",1
"1715",200,0,4,"unreal",3
"1716",100,0.5,4,"unreal",2
"1717",400,0.5,17,"real",7
"1718",400,0,4,"unreal",1
"1719",300,0.5,4,"unreal",1
"1720",200,0.5,4,"unreal",2
"1721",300,0,4,"unreal",2
"1722",0,0,4,"unreal",8
"1723",400,0,17,"real",8
"1724",0,0.5,17,"real",9
"1725",0,0.5,4,"unreal",8
"1726",200,0,17,"real",8
"1727",400,1,4,"unreal",1
"1728",300,0,17,"real",8
"1729",200,1,4,"unreal",1
"1730",100,1,4,"unreal",6
"1731",200,1,17,"real",8
"1732",300,1,17,"real",7
"1733",100,0.5,17,"real",9
"1734",100,1,17,"real",9
"1735",400,0.5,4,"unreal",1
"1736",0,1,4,"unreal",9
"1737",0,1,17,"real",9
"1738",200,0.5,17,"real",8
"1739",400,1,17,"real",4
"1740",0,0,17,"real",9
"1741",300,0,17,"real",8
"1742",0,0,4,"unreal",8
"1743",200,1,4,"unreal",1
"1744",400,1,4,"unreal",1
"1745",100,0.5,4,"unreal",6
"1746",200,0,4,"unreal",4
"1747",400,1,17,"real",3
"1748",300,1,17,"real",5
"1749",300,1,4,"unreal",2
"1750",0,0.5,4,"unreal",9
"1751",200,0.5,4,"unreal",2
"1752",100,0,4,"unreal",5
"1753",100,1,17,"real",9
"1754",0,0.5,17,"real",9
"1755",200,0.5,17,"real",7
"1756",400,0,17,"real",7
"1757",0,0,17,"real",9
"1758",100,1,4,"unreal",1
"1759",400,0.5,4,"unreal",1
"1760",300,0,4,"unreal",3
"1761",300,0.5,17,"real",4
"1762",200,1,17,"real",7
"1763",0,1,17,"real",9
"1764",400,0,4,"unreal",1
"1765",100,0,17,"real",9
"1766",200,0,17,"real",8
"1767",0,1,4,"unreal",9
"1768",100,0.5,17,"real",8
"1769",300,0.5,4,"unreal",2
"1770",400,0.5,17,"real",3
"1771",200,0,17,"real",9
"1772",0,0,17,"real",9
"1773",300,0.5,4,"unreal",1
"1774",200,0.5,17,"real",9
"1775",0,0.5,4,"unreal",8
"1776",0,1,4,"unreal",8
"1777",400,0.5,4,"unreal",1
"1778",100,1,17,"real",9
"1779",300,0.5,17,"real",4
"1780",0,1,17,"real",9
"1781",400,1,4,"unreal",1
"1782",100,0.5,4,"unreal",2
"1783",0,0.5,17,"real",9
"1784",100,0.5,17,"real",8
"1785",200,0,4,"unreal",2
"1786",400,0,4,"unreal",1
"1787",400,0,17,"real",7
"1788",100,0,4,"unreal",8
"1789",0,0,4,"unreal",8
"1790",200,1,4,"unreal",3
"1791",100,1,4,"unreal",2
"1792",400,0.5,17,"real",3
"1793",300,0,17,"real",8
"1794",400,1,17,"real",3
"1795",300,1,4,"unreal",1
"1796",200,0.5,4,"unreal",2
"1797",300,1,17,"real",7
"1798",300,0,4,"unreal",1
"1799",100,0,17,"real",9
"1800",200,1,17,"real",6
"1801",0,0.5,4,"unreal",8
"1802",400,0.5,4,"unreal",6
"1803",400,0.5,17,"real",7
"1804",400,0,17,"real",3
"1805",100,0.5,17,"real",4
"1806",400,1,4,"unreal",2
"1807",200,0.5,17,"real",5
"1808",300,0.5,4,"unreal",4
"1809",200,0.5,4,"unreal",3
"1810",300,1,4,"unreal",3
"1811",400,1,17,"real",4
"1812",0,0.5,17,"real",9
"1813",200,1,17,"real",7
"1814",0,1,17,"real",9
"1815",100,1,4,"unreal",7
"1816",200,1,4,"unreal",6
"1817",200,0,17,"real",5
"1818",100,0,4,"unreal",7
"1819",300,0,4,"unreal",4
"1820",200,0,4,"unreal",5
"1821",300,0.5,17,"real",7
"1822",100,1,17,"real",8
"1823",0,0,17,"real",9
"1824",400,0,4,"unreal",6
"1825",100,0.5,4,"unreal",4
"1826",300,0,17,"real",4
"1827",100,0,17,"real",8
"1828",300,1,17,"real",7
"1829",0,0,4,"unreal",7
"1830",0,1,4,"unreal",7
"1831",400,1,4,"unreal",2
"1832",400,0,4,"unreal",5
"1833",200,1,17,"real",2
"1834",0,1,17,"real",8
"1835",200,0.5,4,"unreal",6
"1836",200,0,17,"real",3
"1837",100,0.5,4,"unreal",2
"1838",300,0,17,"real",4
"1839",0,0.5,4,"unreal",9
"1840",200,0.5,17,"real",8
"1841",300,0.5,4,"unreal",7
"1842",100,1,17,"real",6
"1843",400,0.5,17,"real",8
"1844",300,0,4,"unreal",5
"1845",100,1,4,"unreal",7
"1846",200,1,4,"unreal",6
"1847",100,0,4,"unreal",8
"1848",0,1,4,"unreal",8
"1849",300,0.5,17,"real",8
"1850",100,0,17,"real",9
"1851",400,0.5,4,"unreal",3
"1852",0,0,4,"unreal",6
"1853",300,1,17,"real",3
"1854",200,0,4,"unreal",4
"1855",100,0.5,17,"real",7
"1856",0,0.5,17,"real",8
"1857",400,0,17,"real",3
"1858",300,1,4,"unreal",1
"1859",400,1,17,"real",2
"1860",0,0,17,"real",9
"1861",200,1,17,"real",6
"1862",400,0.5,4,"unreal",5
"1863",300,0,4,"unreal",4
"1864",0,0.5,17,"real",9
"1865",400,1,4,"unreal",3
"1866",200,0.5,17,"real",4
"1867",400,0,17,"real",2
"1868",100,0.5,17,"real",7
"1869",200,0,4,"unreal",5
"1870",100,0,4,"unreal",6
"1871",200,0,17,"real",5
"1872",100,1,17,"real",6
"1873",400,1,17,"real",6
"1874",0,0,17,"real",6
"1875",300,0,17,"real",9
"1876",100,0,17,"real",8
"1877",200,1,4,"unreal",7
"1878",400,0.5,17,"real",6
"1879",300,0.5,4,"unreal",6
"1880",0,1,4,"unreal",8
"1881",0,0,4,"unreal",6
"1882",100,0.5,4,"unreal",5
"1883",200,0.5,4,"unreal",6
"1884",0,1,17,"real",9
"1885",300,1,4,"unreal",2
"1886",100,1,4,"unreal",2
"1887",400,0,4,"unreal",2
"1888",300,1,17,"real",4
"1889",0,0.5,4,"unreal",6
"1890",300,0.5,17,"real",2
"1891",400,0.5,17,"real",2
"1892",400,0,17,"real",2
"1893",400,0.5,4,"unreal",1
"1894",200,0,4,"unreal",3
"1895",200,0.5,4,"unreal",2
"1896",300,1,4,"unreal",2
"1897",200,0,17,"real",6
"1898",300,1,17,"real",5
"1899",100,0,4,"unreal",8
"1900",300,0.5,17,"real",5
"1901",100,0.5,4,"unreal",8
"1902",0,1,17,"real",9
"1903",100,1,4,"unreal",6
"1904",0,0,4,"unreal",7
"1905",400,0,4,"unreal",4
"1906",300,0,4,"unreal",4
"1907",0,0.5,4,"unreal",8
"1908",100,1,17,"real",7
"1909",300,0.5,4,"unreal",6
"1910",0,1,4,"unreal",4
"1911",0,0,17,"real",9
"1912",200,0.5,17,"real",7
"1913",400,1,4,"unreal",2
"1914",300,0,17,"real",6
"1915",200,1,17,"real",3
"1916",200,1,4,"unreal",3
"1917",100,0.5,17,"real",8
"1918",400,1,17,"real",4
"1919",100,0,17,"real",9
"1920",0,0.5,17,"real",9
"1921",400,1,4,"unreal",7
"1922",400,0,17,"real",7
"1923",300,0.5,4,"unreal",7
"1924",0,1,4,"unreal",9
"1925",300,1,4,"unreal",7
"1926",0,1,17,"real",9
"1927",300,0,4,"unreal",8
"1928",200,0.5,17,"real",8
