"","block","signals","offset","response"
"194","kinesthetic",2,0,1
"195","kinesthetic",2,400,0
"196","kinesthetic",2,400,0
"197","kinesthetic",2,500,0
"198","kinesthetic",2,500,0
"199","kinesthetic",2,300,0
"200","kinesthetic",2,0,0
"201","kinesthetic",2,500,0
"202","kinesthetic",2,0,1
"203","kinesthetic",2,0,1
"204","kinesthetic",2,200,0
"205","kinesthetic",2,200,0
"206","kinesthetic",2,200,0
"207","kinesthetic",2,100,0
"208","kinesthetic",2,300,0
"209","kinesthetic",2,300,0
"210","kinesthetic",2,500,0
"211","vibro",2,0,1
"212","vibro",2,600,0
"213","vibro",2,200,0
"214","vibro",2,600,0
"215","vibro",2,200,0
"216","vibro",2,100,0
"217","vibro",2,300,0
"218","vibro",2,500,0
"219","vibro",2,100,1
"220","vibro",2,600,0
"221","vibro",2,100,1
"222","vibro",2,100,1
"223","vibro",2,0,1
"224","vibro",2,400,0
"225","vibro",2,100,1
"226","vibro",2,400,0
"227","vibro",2,200,1
"228","vibro",2,500,0
"229","vibro",2,600,0
"230","vibro",2,500,0
"231","vibro",2,500,0
"232","vibro",2,0,1
"233","vibro",2,0,1
"234","vibro",2,300,0
"235","vibro",2,300,0
"236","vibro",2,500,0
"237","vibro",2,0,1
"238","vibro",2,500,0
"239","vibro",2,300,0
"240","vibro",2,600,0
"241","vibro",2,400,0
"242","vibro",2,400,0
"243","vibro",2,400,0
"244","vibro",2,300,0
"245","vibro",2,400,0
"246","vibro",2,200,0
"247","vibro",2,200,0
"248","vibro",2,600,0
"249","vibro",2,0,1
"250","vibro",2,300,0
"251","vibro",2,100,1
"252","vibro",2,200,0
"253","audioVibro",3,300,0
"254","audioVibro",3,400,0
"255","audioVibro",3,200,0
"256","audioVibro",3,100,1
"257","audioVibro",3,300,0
"258","audioVibro",3,500,0
"259","audioVibro",3,400,0
"260","audioVibro",3,100,1
"261","audioVibro",3,0,1
"262","audioVibro",3,500,0
"263","audioVibro",3,200,0
"264","audioVibro",3,500,0
"265","audioVibro",3,600,0
"266","audioVibro",3,0,1
"267","audioVibro",3,300,0
"268","audioVibro",3,400,0
"269","audioVibro",3,600,0
"270","audioVibro",3,400,0
"271","audioVibro",3,500,0
"272","audioVibro",3,300,0
"273","audioVibro",3,100,1
"274","audioVibro",3,200,0
"275","audioVibro",3,0,0
"276","audioVibro",3,200,0
"277","audioVibro",3,0,1
"278","audioVibro",3,100,1
"279","audioVibro",3,600,0
"280","audioVibro",3,600,0
"281","audioVibro",3,0,1
"282","audioVibro",3,600,0
"283","audioVibro",3,400,0
"284","audioVibro",3,300,0
"285","audioVibro",3,100,1
"286","audioVibro",3,200,0
"287","audioVibro",3,500,0
"288","audioVibro",3,500,0
"289","audioVibro",3,300,0
"290","audioVibro",3,600,0
"291","audioVibro",3,200,0
"292","audioVibro",3,100,1
"293","audioVibro",3,400,0
"294","audioVibro",3,0,1
"295","audioKines",3,200,0
"296","audioKines",3,0,1
"297","audioKines",3,400,0
"298","audioKines",3,600,0
"299","audioKines",3,0,1
"300","audioKines",3,400,0
"301","audioKines",3,0,1
"302","audioKines",3,600,0
"303","audioKines",3,500,0
"304","audioKines",3,200,1
"305","audioKines",3,400,0
"306","audioKines",3,400,0
"307","audioKines",3,500,0
"308","audioKines",3,0,1
"309","audioKines",3,400,0
"310","audioKines",3,100,0
"311","audioKines",3,200,0
"312","audioKines",3,300,0
"313","audioKines",3,200,0
"314","audioKines",3,500,0
"315","audioKines",3,100,1
"316","audioKines",3,100,1
"317","audioKines",3,500,0
"318","audioKines",3,400,0
"319","audioKines",3,200,1
"320","audioKines",3,500,0
"321","audioKines",3,600,0
"322","audioKines",3,300,0
"323","audioKines",3,100,0
"324","audioKines",3,500,0
"325","audioKines",3,600,0
"326","audioKines",3,300,0
"327","audioKines",3,200,0
"328","audioKines",3,0,1
"329","audioKines",3,100,1
"330","audioKines",3,300,0
"331","audioKines",3,0,1
"332","audioKines",3,600,0
"333","audioKines",3,100,1
"334","audioKines",3,300,0
"335","audioKines",3,300,0
"336","audioKines",3,600,0
"337","audioKinesVibro",4,600,0
"338","audioKinesVibro",4,0,1
"339","audioKinesVibro",4,400,0
"340","audioKinesVibro",4,300,0
"341","audioKinesVibro",4,200,0
"342","audioKinesVibro",4,0,1
"343","audioKinesVibro",4,200,1
"344","audioKinesVibro",4,500,0
"345","audioKinesVibro",4,200,1
"346","audioKinesVibro",4,400,1
"347","audioKinesVibro",4,600,0
"348","audioKinesVibro",4,100,1
"349","audioKinesVibro",4,100,1
"350","audioKinesVibro",4,500,1
"351","audioKinesVibro",4,200,0
"352","audioKinesVibro",4,200,0
"353","audioKinesVibro",4,0,1
"354","audioKinesVibro",4,400,0
"355","audioKinesVibro",4,200,0
"356","audioKinesVibro",4,100,1
"357","audioKinesVibro",4,300,0
"358","audioKinesVibro",4,300,0
"359","audioKinesVibro",4,600,0
"360","audioKinesVibro",4,600,0
"361","audioKinesVibro",4,400,0
"362","audioKinesVibro",4,300,1
"363","audioKinesVibro",4,500,0
"364","audioKinesVibro",4,500,0
"365","audioKinesVibro",4,400,0
"366","audioKinesVibro",4,400,0
"367","audioKinesVibro",4,100,1
"368","audioKinesVibro",4,0,1
"369","audioKinesVibro",4,0,1
"370","audioKinesVibro",4,0,1
"371","audioKinesVibro",4,600,0
"372","audioKinesVibro",4,100,1
"373","audioKinesVibro",4,500,0
"374","audioKinesVibro",4,100,1
"375","audioKinesVibro",4,300,0
"376","audioKinesVibro",4,600,0
"377","audioKinesVibro",4,300,0
"378","audioKinesVibro",4,500,0
"379","audioVibro",3,200,1
"380","audioVibro",3,400,0
"381","audioVibro",3,100,1
"382","audioVibro",3,500,0
"383","audioVibro",3,400,0
"384","audioVibro",3,400,0
"385","audioVibro",3,0,1
"386","audioVibro",3,100,1
"387","audioVibro",3,200,0
"388","audioVibro",3,0,1
"389","audioVibro",3,400,0
"390","audioVibro",3,200,0
"391","audioVibro",3,500,0
"392","audioVibro",3,300,0
"393","audioVibro",3,600,0
"394","audioVibro",3,400,0
"395","audioVibro",3,600,0
"396","audioVibro",3,0,1
"397","audioVibro",3,300,0
"398","audioVibro",3,100,1
"399","audioVibro",3,300,0
"400","audioVibro",3,100,1
"401","audioVibro",3,0,1
"402","audioVibro",3,500,0
"403","audioVibro",3,300,1
"404","audioVibro",3,400,0
"405","audioVibro",3,300,1
"406","audioVibro",3,500,0
"407","audioVibro",3,200,0
"408","audioVibro",3,600,0
"409","audioVibro",3,600,0
"410","audioVibro",3,500,0
"411","audioVibro",3,600,0
"412","audioVibro",3,500,0
"413","audioVibro",3,200,0
"414","audioVibro",3,200,0
"415","audioVibro",3,300,0
"416","audioVibro",3,0,1
"417","audioVibro",3,100,1
"418","audioVibro",3,100,1
"419","audioVibro",3,0,1
"420","audioVibro",3,600,0
"421","vibro",2,300,0
"422","vibro",2,500,0
"423","vibro",2,500,0
"424","vibro",2,600,0
"425","vibro",2,500,0
"426","vibro",2,100,1
"427","vibro",2,500,0
"428","vibro",2,300,0
"429","vibro",2,400,0
"430","vibro",2,0,1
"431","vibro",2,200,0
"432","vibro",2,400,0
"433","vibro",2,600,0
"434","vibro",2,500,0
"435","vibro",2,300,0
"436","vibro",2,100,1
"437","vibro",2,100,1
"438","vibro",2,600,0
"439","vibro",2,600,0
"440","vibro",2,0,1
"441","vibro",2,400,0
"442","vibro",2,400,0
"443","vibro",2,400,0
"444","vibro",2,0,1
"445","vibro",2,0,1
"446","vibro",2,200,0
"447","vibro",2,200,0
"448","vibro",2,500,0
"449","vibro",2,200,0
"450","vibro",2,100,1
"451","vibro",2,600,0
"452","vibro",2,200,1
"453","vibro",2,300,0
"454","vibro",2,200,0
"455","vibro",2,600,0
"456","vibro",2,400,0
"457","vibro",2,300,0
"458","vibro",2,100,1
"459","vibro",2,0,1
"460","vibro",2,100,0
"461","vibro",2,300,0
"462","vibro",2,0,1
"463","kinesthetic",2,600,0
"464","kinesthetic",2,100,1
"465","kinesthetic",2,200,0
"466","kinesthetic",2,400,0
"467","kinesthetic",2,200,1
"468","kinesthetic",2,500,0
"469","kinesthetic",2,300,0
"470","kinesthetic",2,300,0
"471","kinesthetic",2,300,0
"472","kinesthetic",2,100,0
"473","kinesthetic",2,500,0
"474","kinesthetic",2,0,1
"475","kinesthetic",2,0,1
"476","kinesthetic",2,100,0
"477","kinesthetic",2,400,0
"478","kinesthetic",2,0,1
"479","kinesthetic",2,400,0
"480","kinesthetic",2,0,1
"481","kinesthetic",2,200,0
"482","kinesthetic",2,600,0
"483","kinesthetic",2,600,0
"484","kinesthetic",2,400,0
"485","kinesthetic",2,0,1
"486","kinesthetic",2,500,0
"487","kinesthetic",2,100,1
"488","kinesthetic",2,200,0
"489","kinesthetic",2,300,0
"490","kinesthetic",2,600,0
"491","kinesthetic",2,100,1
"492","kinesthetic",2,400,0
"493","kinesthetic",2,500,0
"494","kinesthetic",2,200,1
"495","kinesthetic",2,600,0
"496","kinesthetic",2,300,0
"497","kinesthetic",2,400,0
"498","kinesthetic",2,500,0
"499","kinesthetic",2,0,1
"500","kinesthetic",2,600,0
"501","kinesthetic",2,300,0
"502","kinesthetic",2,100,1
"503","kinesthetic",2,200,0
"504","kinesthetic",2,500,0
"505","kinesVibro",3,400,0
"506","kinesVibro",3,200,1
"507","kinesVibro",3,500,0
"508","kinesVibro",3,500,0
"509","kinesVibro",3,100,1
"510","kinesVibro",3,500,0
"511","kinesVibro",3,0,1
"512","kinesVibro",3,300,0
"513","kinesVibro",3,0,1
"514","kinesVibro",3,400,0
"515","kinesVibro",3,600,0
"516","kinesVibro",3,600,0
"517","kinesVibro",3,300,0
"518","kinesVibro",3,300,0
"519","kinesVibro",3,600,0
"520","kinesVibro",3,400,0
"521","kinesVibro",3,100,1
"522","kinesVibro",3,200,0
"523","kinesVibro",3,0,1
"524","kinesVibro",3,500,0
"525","kinesVibro",3,100,1
"526","kinesVibro",3,100,1
"527","kinesVibro",3,300,0
"528","kinesVibro",3,600,0
"529","kinesVibro",3,100,1
"530","kinesVibro",3,200,0
"531","kinesVibro",3,600,0
"532","kinesVibro",3,200,0
"533","kinesVibro",3,400,0
"534","kinesVibro",3,300,0
"535","kinesVibro",3,500,0
"536","kinesVibro",3,100,1
"537","kinesVibro",3,400,0
"538","kinesVibro",3,200,0
"539","kinesVibro",3,400,0
"540","kinesVibro",3,0,1
"541","kinesVibro",3,0,1
"542","kinesVibro",3,600,0
"543","kinesVibro",3,300,0
"544","kinesVibro",3,0,1
"545","kinesVibro",3,200,0
"546","kinesVibro",3,500,0
"547","audio",2,400,1
"548","audio",2,500,0
"549","audio",2,100,1
"550","audio",2,200,0
"551","audio",2,500,0
"552","audio",2,600,0
"553","audio",2,500,0
"554","audio",2,400,0
"555","audio",2,0,1
"556","audio",2,600,0
"557","audio",2,600,0
"558","audio",2,0,1
"559","audio",2,0,1
"560","audio",2,300,0
"561","audio",2,200,0
"562","audio",2,300,0
"563","audio",2,500,0
"564","audio",2,100,1
"565","audio",2,0,1
"566","audio",2,400,0
"567","audio",2,100,1
"568","audio",2,100,0
"569","audio",2,600,0
"570","audio",2,100,1
"571","audio",2,200,0
"572","audio",2,400,0
"573","audio",2,0,1
"574","audio",2,100,1
"575","audio",2,200,0
"576","audio",2,500,0
"577","audio",2,300,0
"578","audio",2,500,0
"579","audio",2,0,1
"580","audio",2,300,0
"581","audio",2,200,0
"582","audio",2,200,0
"583","audio",2,400,0
"584","audio",2,600,0
"585","audio",2,400,0
"586","audio",2,300,0
"587","audio",2,600,0
"588","audio",2,300,0
"589","audioKines",3,100,1
"590","audioKines",3,400,0
"591","audioKines",3,400,0
"592","audioKines",3,400,0
"593","audioKines",3,0,1
"594","audioKines",3,300,0
"595","audioKines",3,100,1
"596","audioKines",3,100,0
"597","audioKines",3,500,1
"598","audioKines",3,200,0
"599","audioKines",3,0,1
"600","audioKines",3,300,0
"601","audioKines",3,300,0
"602","audioKines",3,400,0
"603","audioKines",3,100,1
"604","audioKines",3,600,0
"605","audioKines",3,200,0
"606","audioKines",3,0,1
"607","audioKines",3,200,0
"608","audioKines",3,200,1
"609","audioKines",3,500,0
"610","audioKines",3,500,0
"611","audioKines",3,0,1
"612","audioKines",3,300,0
"613","audioKines",3,500,0
"614","audioKines",3,600,0
"615","audioKines",3,300,0
"616","audioKines",3,0,1
"617","audioKines",3,200,0
"618","audioKines",3,100,0
"619","audioKines",3,400,0
"620","audioKines",3,500,0
"621","audioKines",3,300,0
"622","audioKines",3,600,0
"623","audioKines",3,0,0
"624","audioKines",3,100,0
"625","audioKines",3,600,0
"626","audioKines",3,400,0
"627","audioKines",3,200,0
"628","audioKines",3,600,0
"629","audioKines",3,500,0
"630","audioKines",3,600,0
"631","visual",1,0,1
"632","visual",1,500,0
"633","visual",1,500,0
"634","visual",1,600,0
"635","visual",1,0,1
"636","visual",1,400,0
"637","visual",1,0,1
"638","visual",1,200,0
"639","visual",1,0,1
"640","visual",1,400,0
"641","visual",1,100,0
"642","visual",1,200,0
"643","visual",1,300,0
"644","visual",1,100,0
"645","visual",1,400,0
"646","visual",1,300,0
"647","visual",1,200,0
"648","visual",1,100,0
"649","visual",1,100,0
"650","visual",1,100,0
"651","visual",1,0,1
"652","visual",1,600,0
"653","visual",1,600,0
"654","visual",1,300,0
"655","visual",1,500,0
"656","visual",1,200,0
"657","visual",1,400,0
"658","visual",1,500,0
"659","visual",1,400,0
"660","visual",1,600,0
"661","visual",1,200,0
"662","visual",1,0,1
"663","visual",1,300,0
"664","visual",1,300,0
"665","visual",1,500,0
"666","visual",1,200,0
"667","visual",1,500,0
"668","visual",1,600,0
"669","visual",1,300,0
"670","visual",1,100,1
"671","visual",1,400,0
"672","visual",1,600,0
"673","kinesthetic",2,500,0
"674","kinesthetic",2,400,1
"675","kinesthetic",2,0,1
"676","kinesthetic",2,600,0
"677","kinesthetic",2,600,0
"678","kinesthetic",2,600,0
"679","kinesthetic",2,300,0
"680","kinesthetic",2,300,0
"681","kinesthetic",2,400,0
"682","kinesthetic",2,200,1
"683","kinesthetic",2,600,0
"684","kinesthetic",2,500,0
"685","kinesthetic",2,500,0
"686","kinesthetic",2,100,1
"687","kinesthetic",2,200,1
"688","kinesthetic",2,200,1
"689","kinesthetic",2,100,1
"690","kinesthetic",2,0,1
"691","kinesthetic",2,600,0
"692","kinesthetic",2,500,0
"693","kinesthetic",2,100,1
"694","kinesthetic",2,0,1
"695","kinesthetic",2,300,0
"696","kinesthetic",2,200,0
"697","kinesthetic",2,200,0
"698","kinesthetic",2,100,1
"699","kinesthetic",2,300,1
"700","kinesthetic",2,100,1
"701","kinesthetic",2,300,1
"702","kinesthetic",2,500,0
"703","kinesthetic",2,300,0
"704","kinesthetic",2,0,1
"705","kinesthetic",2,500,0
"706","kinesthetic",2,600,0
"707","kinesthetic",2,400,0
"708","kinesthetic",2,400,0
"709","kinesthetic",2,400,0
"710","kinesthetic",2,200,1
"711","kinesthetic",2,0,1
"712","kinesthetic",2,100,1
"713","kinesthetic",2,0,1
"714","kinesthetic",2,400,0
"715","kinesVibro",3,0,1
"716","kinesVibro",3,200,0
"717","kinesVibro",3,0,1
"718","kinesVibro",3,400,0
"719","kinesVibro",3,100,1
"720","kinesVibro",3,500,0
"721","kinesVibro",3,100,1
"722","kinesVibro",3,200,1
"723","kinesVibro",3,500,0
"724","kinesVibro",3,200,1
"725","kinesVibro",3,300,0
"726","kinesVibro",3,300,0
"727","kinesVibro",3,400,0
"728","kinesVibro",3,300,0
"729","kinesVibro",3,300,0
"730","kinesVibro",3,400,0
"731","kinesVibro",3,400,0
"732","kinesVibro",3,500,0
"733","kinesVibro",3,600,0
"734","kinesVibro",3,400,0
"735","kinesVibro",3,600,0
"736","kinesVibro",3,500,0
"737","kinesVibro",3,500,0
"738","kinesVibro",3,600,0
"739","kinesVibro",3,400,0
"740","kinesVibro",3,200,0
"741","kinesVibro",3,100,0
"742","kinesVibro",3,600,0
"743","kinesVibro",3,200,1
"744","kinesVibro",3,0,1
"745","kinesVibro",3,0,1
"746","kinesVibro",3,100,0
"747","kinesVibro",3,600,0
"748","kinesVibro",3,200,1
"749","kinesVibro",3,600,0
"750","kinesVibro",3,300,0
"751","kinesVibro",3,0,1
"752","kinesVibro",3,100,1
"753","kinesVibro",3,300,1
"754","kinesVibro",3,500,1
"755","kinesVibro",3,100,1
"756","kinesVibro",3,0,1
"757","audioVibro",3,0,1
"758","audioVibro",3,600,0
"759","audioVibro",3,100,1
"760","audioVibro",3,500,0
"761","audioVibro",3,600,0
"762","audioVibro",3,0,1
"763","audioVibro",3,0,1
"764","audioVibro",3,300,0
"765","audioVibro",3,200,0
"766","audioVibro",3,300,1
"767","audioVibro",3,300,0
"768","audioVibro",3,200,0
"769","audioVibro",3,300,0
"770","audioVibro",3,500,0
"771","audioVibro",3,0,1
"772","audioVibro",3,400,0
"773","audioVibro",3,500,0
"774","audioVibro",3,400,1
"775","audioVibro",3,100,1
"776","audioVibro",3,600,0
"777","audioVibro",3,0,1
"778","audioVibro",3,200,1
"779","audioVibro",3,300,0
"780","audioVibro",3,400,1
"781","audioVibro",3,600,0
"782","audioVibro",3,500,0
"783","audioVibro",3,100,0
"784","audioVibro",3,200,1
"785","audioVibro",3,600,0
"786","audioVibro",3,400,0
"787","audioVibro",3,100,1
"788","audioVibro",3,100,1
"789","audioVibro",3,100,1
"790","audioVibro",3,300,1
"791","audioVibro",3,400,1
"792","audioVibro",3,600,1
"793","audioVibro",3,0,1
"794","audioVibro",3,200,1
"795","audioVibro",3,500,0
"796","audioVibro",3,500,0
"797","audioVibro",3,200,1
"798","audioVibro",3,400,1
"799","audioKinesVibro",4,0,1
"800","audioKinesVibro",4,600,0
"801","audioKinesVibro",4,500,0
"802","audioKinesVibro",4,100,0
"803","audioKinesVibro",4,400,0
"804","audioKinesVibro",4,600,0
"805","audioKinesVibro",4,600,0
"806","audioKinesVibro",4,300,0
"807","audioKinesVibro",4,600,0
"808","audioKinesVibro",4,0,1
"809","audioKinesVibro",4,0,1
"810","audioKinesVibro",4,300,1
"811","audioKinesVibro",4,600,0
"812","audioKinesVibro",4,500,0
"813","audioKinesVibro",4,100,1
"814","audioKinesVibro",4,400,1
"815","audioKinesVibro",4,400,0
"816","audioKinesVibro",4,100,1
"817","audioKinesVibro",4,500,0
"818","audioKinesVibro",4,600,0
"819","audioKinesVibro",4,400,0
"820","audioKinesVibro",4,0,1
"821","audioKinesVibro",4,200,0
"822","audioKinesVibro",4,200,1
"823","audioKinesVibro",4,0,1
"824","audioKinesVibro",4,500,0
"825","audioKinesVibro",4,300,1
"826","audioKinesVibro",4,200,0
"827","audioKinesVibro",4,100,1
"828","audioKinesVibro",4,200,0
"829","audioKinesVibro",4,500,0
"830","audioKinesVibro",4,100,0
"831","audioKinesVibro",4,300,0
"832","audioKinesVibro",4,300,0
"833","audioKinesVibro",4,300,0
"834","audioKinesVibro",4,200,0
"835","audioKinesVibro",4,400,0
"836","audioKinesVibro",4,200,1
"837","audioKinesVibro",4,0,1
"838","audioKinesVibro",4,400,0
"839","audioKinesVibro",4,500,0
"840","audioKinesVibro",4,100,1
"841","vibro",2,300,0
"842","vibro",2,100,1
"843","vibro",2,300,1
"844","vibro",2,400,0
"845","vibro",2,300,0
"846","vibro",2,100,1
"847","vibro",2,100,1
"848","vibro",2,0,1
"849","vibro",2,200,1
"850","vibro",2,600,0
"851","vibro",2,200,0
"852","vibro",2,0,1
"853","vibro",2,500,1
"854","vibro",2,0,1
"855","vibro",2,400,1
"856","vibro",2,600,1
"857","vibro",2,500,0
"858","vibro",2,500,0
"859","vibro",2,600,0
"860","vibro",2,100,1
"861","vibro",2,400,0
"862","vibro",2,400,0
"863","vibro",2,200,0
"864","vibro",2,200,0
"865","vibro",2,200,1
"866","vibro",2,0,1
"867","vibro",2,100,1
"868","vibro",2,600,0
"869","vibro",2,600,0
"870","vibro",2,500,0
"871","vibro",2,300,0
"872","vibro",2,0,0
"873","vibro",2,500,0
"874","vibro",2,300,1
"875","vibro",2,300,1
"876","vibro",2,0,1
"877","vibro",2,500,0
"878","vibro",2,600,0
"879","vibro",2,100,1
"880","vibro",2,400,0
"881","vibro",2,200,1
"882","vibro",2,400,0
"883","audio",2,600,0
"884","audio",2,100,1
"885","audio",2,200,0
"886","audio",2,200,0
"887","audio",2,500,0
"888","audio",2,500,0
"889","audio",2,200,0
"890","audio",2,400,0
"891","audio",2,0,0
"892","audio",2,400,0
"893","audio",2,500,0
"894","audio",2,200,0
"895","audio",2,300,0
"896","audio",2,200,1
"897","audio",2,500,0
"898","audio",2,300,0
"899","audio",2,0,0
"900","audio",2,100,1
"901","audio",2,400,0
"902","audio",2,600,1
"903","audio",2,400,1
"904","audio",2,300,0
"905","audio",2,300,1
"906","audio",2,100,1
"907","audio",2,300,0
"908","audio",2,600,1
"909","audio",2,0,1
"910","audio",2,500,0
"911","audio",2,100,1
"912","audio",2,300,1
"913","audio",2,600,1
"914","audio",2,400,1
"915","audio",2,200,1
"916","audio",2,500,0
"917","audio",2,0,0
"918","audio",2,100,1
"919","audio",2,400,1
"920","audio",2,600,0
"921","audio",2,100,0
"922","audio",2,600,0
"923","audio",2,0,1
"924","audio",2,0,1
"925","visual",1,300,0
"926","visual",1,100,0
"927","visual",1,300,0
"928","visual",1,200,0
"929","visual",1,400,0
"930","visual",1,100,1
"931","visual",1,0,1
"932","visual",1,100,1
"933","visual",1,100,0
"934","visual",1,600,0
"935","visual",1,200,0
"936","visual",1,200,0
"937","visual",1,200,0
"938","visual",1,0,1
"939","visual",1,600,0
"940","visual",1,200,0
"941","visual",1,300,0
"942","visual",1,500,0
"943","visual",1,600,0
"944","visual",1,0,1
"945","visual",1,100,1
"946","visual",1,500,0
"947","visual",1,300,1
"948","visual",1,600,0
"949","visual",1,500,0
"950","visual",1,500,0
"951","visual",1,0,1
"952","visual",1,100,1
"953","visual",1,200,0
"954","visual",1,600,1
"955","visual",1,600,1
"956","visual",1,300,1
"957","visual",1,300,0
"958","visual",1,0,1
"959","visual",1,400,1
"960","visual",1,0,1
"961","visual",1,500,0
"962","visual",1,400,0
"963","visual",1,400,0
"964","visual",1,400,0
"965","visual",1,400,0
"966","visual",1,500,0
"967","audioKines",3,600,1
"968","audioKines",3,500,0
"969","audioKines",3,600,0
"970","audioKines",3,300,0
"971","audioKines",3,100,1
"972","audioKines",3,300,0
"973","audioKines",3,200,1
"974","audioKines",3,200,1
"975","audioKines",3,500,0
"976","audioKines",3,400,0
"977","audioKines",3,100,1
"978","audioKines",3,200,1
"979","audioKines",3,300,0
"980","audioKines",3,500,0
"981","audioKines",3,100,1
"982","audioKines",3,400,0
"983","audioKines",3,200,1
"984","audioKines",3,400,0
"985","audioKines",3,300,1
"986","audioKines",3,400,0
"987","audioKines",3,0,1
"988","audioKines",3,200,0
"989","audioKines",3,0,1
"990","audioKines",3,300,0
"991","audioKines",3,200,0
"992","audioKines",3,600,0
"993","audioKines",3,100,0
"994","audioKines",3,0,1
"995","audioKines",3,500,0
"996","audioKines",3,100,1
"997","audioKines",3,600,0
"998","audioKines",3,500,0
"999","audioKines",3,600,0
"1000","audioKines",3,600,0
"1001","audioKines",3,400,0
"1002","audioKines",3,500,0
"1003","audioKines",3,0,0
"1004","audioKines",3,400,1
"1005","audioKines",3,100,1
"1006","audioKines",3,0,1
"1007","audioKines",3,300,0
"1008","audioKines",3,0,1
"1009","kinesVibro",3,600,0
"1010","kinesVibro",3,100,1
"1011","kinesVibro",3,400,0
"1012","kinesVibro",3,200,1
"1013","kinesVibro",3,400,0
"1014","kinesVibro",3,0,1
"1015","kinesVibro",3,500,0
"1016","kinesVibro",3,300,1
"1017","kinesVibro",3,400,0
"1018","kinesVibro",3,300,1
"1019","kinesVibro",3,0,1
"1020","kinesVibro",3,400,0
"1021","kinesVibro",3,200,0
"1022","kinesVibro",3,100,1
"1023","kinesVibro",3,300,0
"1024","kinesVibro",3,0,1
"1025","kinesVibro",3,0,1
"1026","kinesVibro",3,0,1
"1027","kinesVibro",3,500,0
"1028","kinesVibro",3,100,1
"1029","kinesVibro",3,600,0
"1030","kinesVibro",3,600,0
"1031","kinesVibro",3,200,1
"1032","kinesVibro",3,600,0
"1033","kinesVibro",3,400,0
"1034","kinesVibro",3,600,0
"1035","kinesVibro",3,600,0
"1036","kinesVibro",3,400,0
"1037","kinesVibro",3,500,0
"1038","kinesVibro",3,200,0
"1039","kinesVibro",3,300,0
"1040","kinesVibro",3,500,0
"1041","kinesVibro",3,300,0
"1042","kinesVibro",3,100,1
"1043","kinesVibro",3,100,1
"1044","kinesVibro",3,200,0
"1045","kinesVibro",3,500,0
"1046","kinesVibro",3,300,0
"1047","kinesVibro",3,200,0
"1048","kinesVibro",3,500,0
"1049","kinesVibro",3,100,1
"1050","kinesVibro",3,0,1
"1051","audioKinesVibro",4,0,1
"1052","audioKinesVibro",4,300,0
"1053","audioKinesVibro",4,200,0
"1054","audioKinesVibro",4,200,0
"1055","audioKinesVibro",4,600,0
"1056","audioKinesVibro",4,100,1
"1057","audioKinesVibro",4,100,1
"1058","audioKinesVibro",4,500,0
"1059","audioKinesVibro",4,200,0
"1060","audioKinesVibro",4,600,0
"1061","audioKinesVibro",4,400,0
"1062","audioKinesVibro",4,0,1
"1063","audioKinesVibro",4,300,0
"1064","audioKinesVibro",4,500,0
"1065","audioKinesVibro",4,500,0
"1066","audioKinesVibro",4,600,0
"1067","audioKinesVibro",4,500,0
"1068","audioKinesVibro",4,400,0
"1069","audioKinesVibro",4,300,0
"1070","audioKinesVibro",4,600,0
"1071","audioKinesVibro",4,200,1
"1072","audioKinesVibro",4,500,0
"1073","audioKinesVibro",4,200,1
"1074","audioKinesVibro",4,100,1
"1075","audioKinesVibro",4,0,1
"1076","audioKinesVibro",4,0,1
"1077","audioKinesVibro",4,500,0
"1078","audioKinesVibro",4,100,1
"1079","audioKinesVibro",4,600,0
"1080","audioKinesVibro",4,400,0
"1081","audioKinesVibro",4,0,1
"1082","audioKinesVibro",4,600,0
"1083","audioKinesVibro",4,0,1
"1084","audioKinesVibro",4,200,1
"1085","audioKinesVibro",4,100,1
"1086","audioKinesVibro",4,300,0
"1087","audioKinesVibro",4,400,1
"1088","audioKinesVibro",4,400,0
"1089","audioKinesVibro",4,400,0
"1090","audioKinesVibro",4,100,1
"1091","audioKinesVibro",4,300,0
"1092","audioKinesVibro",4,300,1
"1093","vibro",2,300,0
"1094","vibro",2,500,0
"1095","vibro",2,100,1
"1096","vibro",2,300,0
"1097","vibro",2,100,1
"1098","vibro",2,400,0
"1099","vibro",2,500,0
"1100","vibro",2,600,0
"1101","vibro",2,0,1
"1102","vibro",2,0,1
"1103","vibro",2,600,0
"1104","vibro",2,200,0
"1105","vibro",2,500,0
"1106","vibro",2,300,0
"1107","vibro",2,600,0
"1108","vibro",2,300,0
"1109","vibro",2,600,0
"1110","vibro",2,500,0
"1111","vibro",2,400,0
"1112","vibro",2,100,1
"1113","vibro",2,0,1
"1114","vibro",2,100,1
"1115","vibro",2,400,0
"1116","vibro",2,600,0
"1117","vibro",2,200,0
"1118","vibro",2,500,0
"1119","vibro",2,200,1
"1120","vibro",2,600,0
"1121","vibro",2,0,1
"1122","vibro",2,500,0
"1123","vibro",2,400,0
"1124","vibro",2,200,1
"1125","vibro",2,100,1
"1126","vibro",2,200,1
"1127","vibro",2,0,1
"1128","vibro",2,400,0
"1129","vibro",2,400,0
"1130","vibro",2,200,1
"1131","vibro",2,100,1
"1132","vibro",2,300,0
"1133","vibro",2,300,0
"1134","vibro",2,0,1
"1135","audioVibro",3,300,0
"1136","audioVibro",3,100,0
"1137","audioVibro",3,100,1
"1138","audioVibro",3,400,0
"1139","audioVibro",3,200,0
"1140","audioVibro",3,200,1
