"","offset","condition","response","vision","vibration","audio","signals","realism","cueInfo","cueInfoBasic"
"6150","400","6",8,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"6151","400","10",9,"1","1","0",2,"unreal","mix_realVision","mixed"
"6152","300","6",8,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"6153","100","17",9,"1","2","2",3,"real","real","real"
"6154","0","16",9,"1","1","2",3,"unreal","mix_realVision","mixed"
"6155","200","12",9,"1","0","1",2,"unreal","mix_realVision","mixed"
"6156","0","8",9,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"6157","300","9",7,"1","0","0",1,"real","real","real"
"6158","300","2",8,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"6159","300","11",8,"1","2","0",2,"real","real","real"
"6160","100","16",9,"1","1","2",3,"unreal","mix_realVision","mixed"
"6161","200","0",7,"0","0","0",1,"unreal","unreal","unreal"
"6162","200","10",8,"1","1","0",2,"unreal","mix_realVision","mixed"
"6163","0","10",8,"1","1","0",2,"unreal","mix_realVision","mixed"
"6164","400","0",6,"0","0","0",1,"unreal","unreal","unreal"
"6165","300","10",8,"1","1","0",2,"unreal","mix_realVision","mixed"
"6166","200","17",9,"1","2","2",3,"real","real","real"
"6167","200","9",7,"1","0","0",1,"real","real","real"
"6168","0","13",8,"1","1","1",3,"unreal","mix_realVision","mixed"
"6169","0","9",8,"1","0","0",1,"real","real","real"
"6170","400","15",8,"1","0","2",2,"real","real","real"
"6171","0","15",9,"1","0","2",2,"real","real","real"
"6172","200","15",9,"1","0","2",2,"real","real","real"
"6173","100","7",9,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"6174","0","14",9,"1","2","1",3,"unreal","mix_realVision","mixed"
"6175","400","17",9,"1","2","2",3,"real","real","real"
"6176","200","7",9,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"6177","400","9",6,"1","0","0",1,"real","real","real"
"6178","100","15",9,"1","0","2",2,"real","real","real"
"6179","300","3",7,"0","0","1",2,"unreal","unreal","unreal"
"6180","400","11",8,"1","2","0",2,"real","real","real"
"6181","400","12",8,"1","0","1",2,"unreal","mix_realVision","mixed"
"6182","0","3",8,"0","0","1",2,"unreal","unreal","unreal"
"6183","0","11",9,"1","2","0",2,"real","real","real"
"6184","100","2",9,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"6185","300","1",8,"0","1","0",2,"unreal","unreal","unreal"
"6186","100","0",8,"0","0","0",1,"unreal","unreal","unreal"
"6187","400","13",9,"1","1","1",3,"unreal","mix_realVision","mixed"
"6188","300","7",7,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"6189","200","11",9,"1","2","0",2,"real","real","real"
"6190","100","3",8,"0","0","1",2,"unreal","unreal","unreal"
"6191","100","4",8,"0","1","1",3,"unreal","unreal","unreal"
"6192","300","16",9,"1","1","2",3,"unreal","mix_realVision","mixed"
"6193","0","5",8,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"6194","0","7",9,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"6195","0","12",9,"1","0","1",2,"unreal","mix_realVision","mixed"
"6196","400","8",9,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"6197","400","16",7,"1","1","2",3,"unreal","mix_realVision","mixed"
"6198","0","0",9,"0","0","0",1,"unreal","unreal","unreal"
"6199","200","16",8,"1","1","2",3,"unreal","mix_realVision","mixed"
"6200","0","2",9,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"6201","100","1",8,"0","1","0",2,"unreal","unreal","unreal"
"6202","200","2",9,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"6203","400","5",7,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"6204","100","6",9,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"6205","200","13",9,"1","1","1",3,"unreal","mix_realVision","mixed"
"6206","400","14",8,"1","2","1",3,"unreal","mix_realVision","mixed"
"6207","100","12",8,"1","0","1",2,"unreal","mix_realVision","mixed"
"6208","400","7",9,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"6209","300","8",8,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"6210","100","14",8,"1","2","1",3,"unreal","mix_realVision","mixed"
"6211","200","8",8,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"6212","0","7",8,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"6213","200","4",8,"0","1","1",3,"unreal","unreal","unreal"
"6214","400","14",9,"1","2","1",3,"unreal","mix_realVision","mixed"
"6215","100","7",8,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"6216","400","2",8,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"6217","300","6",8,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"6218","400","0",7,"0","0","0",1,"unreal","unreal","unreal"
"6219","400","8",8,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"6220","200","17",9,"1","2","2",3,"real","real","real"
"6221","100","8",8,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"6222","100","15",9,"1","0","2",2,"real","real","real"
"6223","300","15",9,"1","0","2",2,"real","real","real"
"6224","0","8",9,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"6225","300","9",8,"1","0","0",1,"real","real","real"
"6226","100","6",9,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"6227","400","10",8,"1","1","0",2,"unreal","mix_realVision","mixed"
"6228","100","12",9,"1","0","1",2,"unreal","mix_realVision","mixed"
"6229","100","9",8,"1","0","0",1,"real","real","real"
"6230","100","4",8,"0","1","1",3,"unreal","unreal","unreal"
"6231","400","5",8,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"6232","300","11",8,"1","2","0",2,"real","real","real"
"6233","400","12",9,"1","0","1",2,"unreal","mix_realVision","mixed"
"6234","400","7",8,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"6235","100","13",9,"1","1","1",3,"unreal","mix_realVision","mixed"
"6236","400","6",9,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"6237","300","0",9,"0","0","0",1,"unreal","unreal","unreal"
"6238","0","6",8,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"6239","200","11",9,"1","2","0",2,"real","real","real"
"6240","200","14",9,"1","2","1",3,"unreal","mix_realVision","mixed"
"6241","300","4",9,"0","1","1",3,"unreal","unreal","unreal"
"6242","400","4",8,"0","1","1",3,"unreal","unreal","unreal"
"6243","0","17",9,"1","2","2",3,"real","real","real"
"6244","300","16",8,"1","1","2",3,"unreal","mix_realVision","mixed"
"6245","300","13",7,"1","1","1",3,"unreal","mix_realVision","mixed"
"6246","300","7",6,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"6247","0","10",8,"1","1","0",2,"unreal","mix_realVision","mixed"
"6248","300","12",8,"1","0","1",2,"unreal","mix_realVision","mixed"
"6249","0","1",8,"0","1","0",2,"unreal","unreal","unreal"
"6250","400","17",8,"1","2","2",3,"real","real","real"
"6251","200","2",8,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"6252","0","9",9,"1","0","0",1,"real","real","real"
"6253","200","13",9,"1","1","1",3,"unreal","mix_realVision","mixed"
"6254","200","1",7,"0","1","0",2,"unreal","unreal","unreal"
"6255","200","12",8,"1","0","1",2,"unreal","mix_realVision","mixed"
"6256","400","13",8,"1","1","1",3,"unreal","mix_realVision","mixed"
"6257","300","14",8,"1","2","1",3,"unreal","mix_realVision","mixed"
"6258","100","5",8,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"6259","300","2",7,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"6260","300","8",7,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"6261","200","10",8,"1","1","0",2,"unreal","mix_realVision","mixed"
"6262","100","17",9,"1","2","2",3,"real","real","real"
"6263","300","17",8,"1","2","2",3,"real","real","real"
"6264","400","3",7,"0","0","1",2,"unreal","unreal","unreal"
"6265","400","15",7,"1","0","2",2,"real","real","real"
"6266","0","15",9,"1","0","2",2,"real","real","real"
"6267","0","12",8,"1","0","1",2,"unreal","mix_realVision","mixed"
"6268","400","11",8,"1","2","0",2,"real","real","real"
"6269","0","14",9,"1","2","1",3,"unreal","mix_realVision","mixed"
"6270","300","5",8,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"6271","100","1",7,"0","1","0",2,"unreal","unreal","unreal"
"6272","100","2",8,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"6273","400","1",7,"0","1","0",2,"unreal","unreal","unreal"
"6274","300","3",7,"0","0","1",2,"unreal","unreal","unreal"
"6275","300","1",7,"0","1","0",2,"unreal","unreal","unreal"
"6276","0","5",8,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"6277","0","3",8,"0","0","1",2,"unreal","unreal","unreal"
"6278","0","16",9,"1","1","2",3,"unreal","mix_realVision","mixed"
"6279","200","16",9,"1","1","2",3,"unreal","mix_realVision","mixed"
"6280","0","11",9,"1","2","0",2,"real","real","real"
"6281","0","2",8,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"6282","400","16",7,"1","1","2",3,"unreal","mix_realVision","mixed"
"6283","200","5",8,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"6284","200","0",8,"0","0","0",1,"unreal","unreal","unreal"
"6285","400","9",8,"1","0","0",1,"real","real","real"
"6286","100","3",8,"0","0","1",2,"unreal","unreal","unreal"
"6287","100","14",9,"1","2","1",3,"unreal","mix_realVision","mixed"
"6288","100","11",9,"1","2","0",2,"real","real","real"
"6289","200","9",9,"1","0","0",1,"real","real","real"
"6290","200","3",7,"0","0","1",2,"unreal","unreal","unreal"
"6291","100","0",8,"0","0","0",1,"unreal","unreal","unreal"
"6292","200","7",8,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"6293","200","15",9,"1","0","2",2,"real","real","real"
"6294","0","13",9,"1","1","1",3,"unreal","mix_realVision","mixed"
"6295","0","0",8,"0","0","0",1,"unreal","unreal","unreal"
"6296","0","4",8,"0","1","1",3,"unreal","unreal","unreal"
"6297","300","10",9,"1","1","0",2,"unreal","mix_realVision","mixed"
"6298","100","16",9,"1","1","2",3,"unreal","mix_realVision","mixed"
"6299","200","6",8,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"6300","100","10",9,"1","1","0",2,"unreal","mix_realVision","mixed"
"6301","400","10",8,"1","1","0",2,"unreal","mix_realVision","mixed"
"6302","200","6",8,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"6303","100","13",9,"1","1","1",3,"unreal","mix_realVision","mixed"
"6304","400","12",7,"1","0","1",2,"unreal","mix_realVision","mixed"
"6305","100","3",7,"0","0","1",2,"unreal","unreal","unreal"
"6306","100","16",9,"1","1","2",3,"unreal","mix_realVision","mixed"
"6307","400","3",7,"0","0","1",2,"unreal","unreal","unreal"
"6308","100","4",8,"0","1","1",3,"unreal","unreal","unreal"
"6309","200","7",8,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"6310","200","3",8,"0","0","1",2,"unreal","unreal","unreal"
"6311","100","5",8,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"6312","300","2",8,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"6313","200","17",9,"1","2","2",3,"real","real","real"
"6314","300","4",8,"0","1","1",3,"unreal","unreal","unreal"
"6315","100","15",9,"1","0","2",2,"real","real","real"
"6316","200","1",8,"0","1","0",2,"unreal","unreal","unreal"
"6317","400","4",7,"0","1","1",3,"unreal","unreal","unreal"
"6318","100","2",8,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"6319","0","4",8,"0","1","1",3,"unreal","unreal","unreal"
"6320","0","17",9,"1","2","2",3,"real","real","real"
"6321","0","11",9,"1","2","0",2,"real","real","real"
"6322","400","13",9,"1","1","1",3,"unreal","mix_realVision","mixed"
"6323","300","15",8,"1","0","2",2,"real","real","real"
"6324","0","15",8,"1","0","2",2,"real","real","real"
"6325","0","6",7,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"6326","400","15",7,"1","0","2",2,"real","real","real"
"6327","200","11",8,"1","2","0",2,"real","real","real"
"6328","200","4",8,"0","1","1",3,"unreal","unreal","unreal"
"6329","400","11",7,"1","2","0",2,"real","real","real"
"6330","200","5",8,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"6331","400","0",7,"0","0","0",1,"unreal","unreal","unreal"
"6332","100","12",8,"1","0","1",2,"unreal","mix_realVision","mixed"
"6333","100","7",8,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"6334","200","16",9,"1","1","2",3,"unreal","mix_realVision","mixed"
"6335","300","7",8,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"6336","0","12",8,"1","0","1",2,"unreal","mix_realVision","mixed"
"6337","200","9",8,"1","0","0",1,"real","real","real"
"6338","300","5",7,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"6339","400","2",6,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"6340","0","2",8,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"6341","200","12",8,"1","0","1",2,"unreal","mix_realVision","mixed"
"6342","100","1",8,"0","1","0",2,"unreal","unreal","unreal"
"6343","400","9",7,"1","0","0",1,"real","real","real"
"6344","300","12",8,"1","0","1",2,"unreal","mix_realVision","mixed"
"6345","300","11",8,"1","2","0",2,"real","real","real"
"6346","0","5",7,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"6347","0","16",8,"1","1","2",3,"unreal","mix_realVision","mixed"
"6348","200","10",9,"1","1","0",2,"unreal","mix_realVision","mixed"
"6349","200","13",9,"1","1","1",3,"unreal","mix_realVision","mixed"
"6350","200","0",9,"0","0","0",1,"unreal","unreal","unreal"
"6351","300","1",8,"0","1","0",2,"unreal","unreal","unreal"
"6352","300","16",9,"1","1","2",3,"unreal","mix_realVision","mixed"
"6353","300","0",8,"0","0","0",1,"unreal","unreal","unreal"
"6354","100","14",8,"1","2","1",3,"unreal","mix_realVision","mixed"
"6355","200","2",7,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"6356","100","0",8,"0","0","0",1,"unreal","unreal","unreal"
"6357","0","0",8,"0","0","0",1,"unreal","unreal","unreal"
"6358","400","17",8,"1","2","2",3,"real","real","real"
"6359","0","10",9,"1","1","0",2,"unreal","mix_realVision","mixed"
"6360","300","9",8,"1","0","0",1,"real","real","real"
"6361","300","17",9,"1","2","2",3,"real","real","real"
"6362","300","14",8,"1","2","1",3,"unreal","mix_realVision","mixed"
"6363","100","9",8,"1","0","0",1,"real","real","real"
"6364","0","1",7,"0","1","0",2,"unreal","unreal","unreal"
"6365","100","11",8,"1","2","0",2,"real","real","real"
"6366","400","16",8,"1","1","2",3,"unreal","mix_realVision","mixed"
"6367","300","13",8,"1","1","1",3,"unreal","mix_realVision","mixed"
"6368","300","8",8,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"6369","200","14",9,"1","2","1",3,"unreal","mix_realVision","mixed"
"6370","200","8",8,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"6371","0","9",8,"1","0","0",1,"real","real","real"
"6372","400","5",9,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"6373","400","14",8,"1","2","1",3,"unreal","mix_realVision","mixed"
"6374","200","15",9,"1","0","2",2,"real","real","real"
"6375","400","7",7,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"6376","0","8",8,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"6377","400","1",7,"0","1","0",2,"unreal","unreal","unreal"
"6378","400","8",7,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"6379","0","13",8,"1","1","1",3,"unreal","mix_realVision","mixed"
"6380","300","3",8,"0","0","1",2,"unreal","unreal","unreal"
"6381","100","17",9,"1","2","2",3,"real","real","real"
"6382","100","10",8,"1","1","0",2,"unreal","mix_realVision","mixed"
"6383","400","6",8,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"6384","300","10",8,"1","1","0",2,"unreal","mix_realVision","mixed"
"6385","0","14",9,"1","2","1",3,"unreal","mix_realVision","mixed"
"6386","300","6",7,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"6387","0","7",7,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"6388","0","3",8,"0","0","1",2,"unreal","unreal","unreal"
"6389","100","6",8,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"6390","100","8",8,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"6391","0","9",8,"1","0","0",1,"real","real","real"
"6392","0","1",8,"0","1","0",2,"unreal","unreal","unreal"
"6393","100","5",7,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"6394","200","0",7,"0","0","0",1,"unreal","unreal","unreal"
"6395","0","13",8,"1","1","1",3,"unreal","mix_realVision","mixed"
"6396","300","16",8,"1","1","2",3,"unreal","mix_realVision","mixed"
"6397","400","1",7,"0","1","0",2,"unreal","unreal","unreal"
"6398","0","6",8,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"6399","400","12",8,"1","0","1",2,"unreal","mix_realVision","mixed"
"6400","400","9",7,"1","0","0",1,"real","real","real"
"6401","0","12",8,"1","0","1",2,"unreal","mix_realVision","mixed"
"6402","0","0",8,"0","0","0",1,"unreal","unreal","unreal"
"6403","400","0",7,"0","0","0",1,"unreal","unreal","unreal"
"6404","400","17",8,"1","2","2",3,"real","real","real"
"6405","0","2",8,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"6406","300","17",8,"1","2","2",3,"real","real","real"
"6407","100","3",8,"0","0","1",2,"unreal","unreal","unreal"
"6408","0","7",9,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"6409","0","8",8,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"6410","400","8",8,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"6411","200","10",8,"1","1","0",2,"unreal","mix_realVision","mixed"
"6412","400","11",8,"1","2","0",2,"real","real","real"
"6413","0","3",7,"0","0","1",2,"unreal","unreal","unreal"
"6414","200","7",7,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"6415","100","7",7,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"6416","400","16",7,"1","1","2",3,"unreal","mix_realVision","mixed"
"6417","300","5",7,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"6418","100","9",8,"1","0","0",1,"real","real","real"
"6419","300","0",7,"0","0","0",1,"unreal","unreal","unreal"
"6420","200","9",8,"1","0","0",1,"real","real","real"
"6421","300","6",6,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"6422","200","12",7,"1","0","1",2,"unreal","mix_realVision","mixed"
"6423","200","2",7,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"6424","400","2",6,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"6425","300","15",7,"1","0","2",2,"real","real","real"
"6426","100","4",7,"0","1","1",3,"unreal","unreal","unreal"
"6427","200","15",7,"1","0","2",2,"real","real","real"
"6428","300","7",7,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"6429","400","7",7,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"6430","400","4",7,"0","1","1",3,"unreal","unreal","unreal"
"6431","300","2",8,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"6432","100","12",8,"1","0","1",2,"unreal","mix_realVision","mixed"
"6433","300","12",7,"1","0","1",2,"unreal","mix_realVision","mixed"
"6434","200","4",7,"0","1","1",3,"unreal","unreal","unreal"
"6435","300","3",7,"0","0","1",2,"unreal","unreal","unreal"
"6436","100","6",7,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"6437","0","17",8,"1","2","2",3,"real","real","real"
"6438","400","15",6,"1","0","2",2,"real","real","real"
"6439","100","10",7,"1","1","0",2,"unreal","mix_realVision","mixed"
"6440","300","1",7,"0","1","0",2,"unreal","unreal","unreal"
"6441","400","10",8,"1","1","0",2,"unreal","mix_realVision","mixed"
"6442","300","4",7,"0","1","1",3,"unreal","unreal","unreal"
"6443","300","14",8,"1","2","1",3,"unreal","mix_realVision","mixed"
"6444","100","1",7,"0","1","0",2,"unreal","unreal","unreal"
"6445","400","3",7,"0","0","1",2,"unreal","unreal","unreal"
"6446","300","13",8,"1","1","1",3,"unreal","mix_realVision","mixed"
"6447","100","13",8,"1","1","1",3,"unreal","mix_realVision","mixed"
"6448","400","6",7,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"6449","100","15",8,"1","0","2",2,"real","real","real"
"6450","200","3",7,"0","0","1",2,"unreal","unreal","unreal"
"6451","0","16",8,"1","1","2",3,"unreal","mix_realVision","mixed"
"6452","100","14",8,"1","2","1",3,"unreal","mix_realVision","mixed"
"6453","200","5",7,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"6454","0","14",8,"1","2","1",3,"unreal","mix_realVision","mixed"
"6455","0","10",8,"1","1","0",2,"unreal","mix_realVision","mixed"
"6456","200","14",8,"1","2","1",3,"unreal","mix_realVision","mixed"
"6457","300","11",7,"1","2","0",2,"real","real","real"
"6458","100","17",8,"1","2","2",3,"real","real","real"
"6459","0","4",8,"0","1","1",3,"unreal","unreal","unreal"
"6460","200","16",7,"1","1","2",3,"unreal","mix_realVision","mixed"
"6461","100","16",8,"1","1","2",3,"unreal","mix_realVision","mixed"
"6462","400","14",7,"1","2","1",3,"unreal","mix_realVision","mixed"
"6463","200","11",8,"1","2","0",2,"real","real","real"
"6464","200","6",8,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"6465","300","10",8,"1","1","0",2,"unreal","mix_realVision","mixed"
"6466","400","5",7,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"6467","100","11",7,"1","2","0",2,"real","real","real"
"6468","200","1",8,"0","1","0",2,"unreal","unreal","unreal"
"6469","300","8",8,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"6470","300","9",8,"1","0","0",1,"real","real","real"
"6471","100","0",8,"0","0","0",1,"unreal","unreal","unreal"
"6472","200","17",9,"1","2","2",3,"real","real","real"
"6473","200","8",8,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"6474","0","15",9,"1","0","2",2,"real","real","real"
"6475","100","2",8,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"6476","400","13",8,"1","1","1",3,"unreal","mix_realVision","mixed"
"6477","100","8",8,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"6478","0","5",8,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"6479","0","11",9,"1","2","0",2,"real","real","real"
"6480","200","13",8,"1","1","1",3,"unreal","mix_realVision","mixed"
"6481","400","5",7,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"6482","300","10",7,"1","1","0",2,"unreal","mix_realVision","mixed"
"6483","300","13",7,"1","1","1",3,"unreal","mix_realVision","mixed"
"6484","200","12",5,"1","0","1",2,"unreal","mix_realVision","mixed"
"6485","400","11",7,"1","2","0",2,"real","real","real"
"6486","300","4",8,"0","1","1",3,"unreal","unreal","unreal"
"6487","200","15",7,"1","0","2",2,"real","real","real"
"6488","100","6",9,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"6489","200","1",8,"0","1","0",2,"unreal","unreal","unreal"
"6490","400","15",5,"1","0","2",2,"real","real","real"
"6491","400","6",4,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"6492","300","16",5,"1","1","2",3,"unreal","mix_realVision","mixed"
"6493","400","9",4,"1","0","0",1,"real","real","real"
"6494","300","12",4,"1","0","1",2,"unreal","mix_realVision","mixed"
"6495","100","14",8,"1","2","1",3,"unreal","mix_realVision","mixed"
"6496","300","8",8,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"6497","100","4",9,"0","1","1",3,"unreal","unreal","unreal"
"6498","0","14",9,"1","2","1",3,"unreal","mix_realVision","mixed"
"6499","0","17",9,"1","2","2",3,"real","real","real"
"6500","100","7",9,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"6501","100","12",9,"1","0","1",2,"unreal","mix_realVision","mixed"
"6502","300","3",3,"0","0","1",2,"unreal","unreal","unreal"
"6503","0","0",9,"0","0","0",1,"unreal","unreal","unreal"
"6504","400","17",3,"1","2","2",3,"real","real","real"
"6505","200","9",3,"1","0","0",1,"real","real","real"
"6506","200","7",4,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"6507","400","10",2,"1","1","0",2,"unreal","mix_realVision","mixed"
"6508","300","2",3,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"6509","200","6",5,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"6510","200","10",4,"1","1","0",2,"unreal","mix_realVision","mixed"
"6511","0","10",9,"1","1","0",2,"unreal","mix_realVision","mixed"
"6512","400","8",7,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"6513","300","15",5,"1","0","2",2,"real","real","real"
"6514","0","4",9,"0","1","1",3,"unreal","unreal","unreal"
"6515","400","1",5,"0","1","0",2,"unreal","unreal","unreal"
"6516","0","3",9,"0","0","1",2,"unreal","unreal","unreal"
"6517","300","11",5,"1","2","0",2,"real","real","real"
"6518","200","5",7,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"6519","100","5",9,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"6520","300","9",2,"1","0","0",1,"real","real","real"
"6521","100","3",8,"0","0","1",2,"unreal","unreal","unreal"
"6522","400","16",4,"1","1","2",3,"unreal","mix_realVision","mixed"
"6523","100","9",7,"1","0","0",1,"real","real","real"
"6524","100","15",7,"1","0","2",2,"real","real","real"
"6525","0","1",9,"0","1","0",2,"unreal","unreal","unreal"
"6526","300","17",6,"1","2","2",3,"real","real","real"
"6527","0","8",9,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"6528","200","16",7,"1","1","2",3,"unreal","mix_realVision","mixed"
"6529","0","15",9,"1","0","2",2,"real","real","real"
"6530","400","13",3,"1","1","1",3,"unreal","mix_realVision","mixed"
"6531","400","3",3,"0","0","1",2,"unreal","unreal","unreal"
"6532","0","2",9,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"6533","0","6",9,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"6534","0","7",9,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"6535","400","12",3,"1","0","1",2,"unreal","mix_realVision","mixed"
"6536","300","1",3,"0","1","0",2,"unreal","unreal","unreal"
"6537","300","0",2,"0","0","0",1,"unreal","unreal","unreal"
"6538","300","7",4,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"6539","300","6",4,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"6540","0","12",7,"1","0","1",2,"unreal","mix_realVision","mixed"
"6541","200","3",5,"0","0","1",2,"unreal","unreal","unreal"
"6542","200","14",7,"1","2","1",3,"unreal","mix_realVision","mixed"
"6543","300","5",5,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"6544","400","0",1,"0","0","0",1,"unreal","unreal","unreal"
"6545","100","11",6,"1","2","0",2,"real","real","real"
"6546","0","5",9,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"6547","200","0",3,"0","0","0",1,"unreal","unreal","unreal"
"6548","200","11",5,"1","2","0",2,"real","real","real"
"6549","100","1",9,"0","1","0",2,"unreal","unreal","unreal"
"6550","100","0",5,"0","0","0",1,"unreal","unreal","unreal"
"6551","0","16",9,"1","1","2",3,"unreal","mix_realVision","mixed"
"6552","200","4",8,"0","1","1",3,"unreal","unreal","unreal"
"6553","300","14",7,"1","2","1",3,"unreal","mix_realVision","mixed"
"6554","200","8",6,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"6555","200","17",7,"1","2","2",3,"real","real","real"
"6556","100","10",9,"1","1","0",2,"unreal","mix_realVision","mixed"
"6557","200","2",7,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"6558","400","2",5,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"6559","100","8",7,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"6560","100","16",8,"1","1","2",3,"unreal","mix_realVision","mixed"
"6561","100","17",9,"1","2","2",3,"real","real","real"
