trialNum,visualBlock,feedbackBlock,offset,response,responseTime
1,1,7,600,1,4516.43
2,1,7,200,2,2022.71
3,1,7,500,1,2224.09
4,1,7,500,1,2162.73
5,1,7,400,1,8675.44
6,1,7,600,1,1284.13
7,1,7,0,2,798.247
8,1,7,400,1,1109.06
9,1,7,100,2,1344.07
10,1,7,300,1,1110.52
11,1,7,600,1,1613.35
12,1,7,300,1,1184.16
13,1,7,0,2,743.082
14,1,7,300,2,2334.17
15,1,7,500,1,1929.83
16,1,7,600,1,1843.9
17,1,7,300,2,1066.64
18,1,7,300,1,1434.7
19,1,7,0,2,1237.19
20,1,7,0,2,1499.06
21,1,7,100,2,1585.98
22,1,7,100,2,669.042
23,1,7,400,1,1426.85
24,1,7,400,1,1177.85
25,1,7,400,2,1181.91
26,1,7,100,2,774.863
27,1,7,200,1,1259.02
28,1,7,100,2,405.43
29,1,7,500,1,1008.97
30,1,7,200,2,438.301
31,1,7,0,2,491.957
32,1,7,0,2,689.588
33,1,7,200,1,508.188
34,1,7,500,2,402.586
35,1,7,200,2,939.256
36,1,7,600,1,1260.05
37,1,7,500,2,694.067
38,1,7,200,1,1729.54
39,1,7,400,1,1919.41
40,1,7,600,1,804.101
41,1,7,300,2,1895.07
42,1,7,100,2,1247.42
43,1,2,0,2,1972.83
44,1,2,600,1,1344.99
45,1,2,500,2,2023.95
46,1,2,100,2,4358.49
47,1,2,600,1,660.13
48,1,2,0,2,3063.66
49,1,2,600,1,1211.23
50,1,2,0,2,947.567
51,1,2,200,2,1194.25
52,1,2,0,2,650.04
53,1,2,200,1,394.296
54,1,2,0,2,1216.93
55,1,2,100,1,1244.35
56,1,2,100,2,1127.76
57,1,2,100,1,1876.94
58,1,2,300,1,1126.85
59,1,2,600,1,1993.25
60,1,2,500,2,707.638
61,1,2,300,2,391.802
62,1,2,100,2,625.946
63,1,2,0,2,434.204
64,1,2,400,2,727.691
65,1,2,400,2,1158.96
66,1,2,300,1,408.374
67,1,2,200,1,759.354
68,1,2,500,1,642.959
69,1,2,400,1,741.943
70,1,2,300,1,641.618
71,1,2,500,1,276.405
72,1,2,200,2,674.596
73,1,2,600,2,710.236
74,1,2,200,2,357.264
75,1,2,600,1,160.341
76,1,2,400,2,390.402
77,1,2,100,2,309.09
78,1,2,400,2,510.354
79,1,2,200,2,692.278
80,1,2,500,1,226.607
81,1,2,400,2,324.666
82,1,2,500,1,260.977
83,1,2,300,1,674.488
84,1,2,300,1,293.135
85,1,3,0,2,1306.62
86,1,3,0,2,3746.0
87,1,3,300,1,1109.53
88,1,3,200,2,1697.84
89,1,3,500,2,997.023
90,1,3,400,2,1435.4
91,1,3,400,1,1447.5
92,1,3,0,2,1495.27
93,1,3,600,1,1045.24
94,1,3,600,2,750.321
95,1,3,600,1,1728.71
96,1,3,200,2,644.64
97,1,3,300,2,957.593
98,1,3,600,1,3155.15
99,1,3,500,2,2015.5
100,1,3,300,2,1572.57
101,1,3,100,2,1239.97
102,1,3,200,2,670.862
103,1,3,200,2,996.165
104,1,3,100,2,630.289
105,1,3,400,2,799.832
106,1,3,500,2,894.678
107,1,3,500,1,1377.58
108,1,3,400,1,1034.77
109,1,3,100,1,2542.45
110,1,3,500,2,2146.9
111,1,3,100,2,1045.84
112,1,3,200,1,877.169
113,1,3,500,2,1405.67
114,1,3,0,2,638.539
115,1,3,400,1,625.637
116,1,3,600,2,868.802
117,1,3,200,2,1265.78
118,1,3,400,1,905.76
119,1,3,600,2,866.671
120,1,3,0,2,1200.55
121,1,3,0,2,932.047
122,1,3,100,2,733.314
123,1,3,100,2,536.186
124,1,3,300,1,390.308
125,1,3,300,2,576.763
126,1,3,300,2,987.841
127,1,4,0,2,2639.67
128,1,4,400,1,2744.43
129,1,4,400,1,842.537
130,1,4,300,2,1158.87
131,1,4,100,2,942.654
132,1,4,600,1,2293.97
133,1,4,100,2,639.508
134,1,4,500,1,1777.21
135,1,4,400,1,308.431
136,1,4,0,1,432.066
137,1,4,0,1,467.523
138,1,4,100,2,411.643
139,1,4,300,1,660.525
140,1,4,400,1,476.376
141,1,4,200,2,876.582
142,1,4,300,1,593.469
143,1,4,500,2,1042.71
144,1,4,500,2,708.555
145,1,4,300,2,1507.89
146,1,4,200,2,892.913
147,1,4,600,1,293.352
148,1,4,600,2,690.464
149,1,4,100,1,626.055
150,1,4,100,1,492.459
151,1,4,400,1,1910.99
152,1,4,600,1,675.275
153,1,4,200,2,807.784
154,1,4,600,1,326.326
155,1,4,500,2,391.098
156,1,4,200,2,457.608
157,1,4,500,2,276.773
158,1,4,500,1,374.706
159,1,4,0,2,1016.71
160,1,4,400,2,644.368
161,1,4,200,1,891.893
162,1,4,300,2,593.218
163,1,4,0,2,965.993
164,1,4,600,1,1110.85
165,1,4,300,1,657.288
166,1,4,100,2,609.152
167,1,4,200,1,460.768
168,1,4,0,2,1015.97
169,1,8,500,1,1333.59
170,1,8,400,1,539.129
171,1,8,200,1,702.967
172,1,8,400,2,1293.56
173,1,8,100,1,537.42
174,1,8,600,1,501.51
175,1,8,400,1,386.974
176,1,8,500,2,266.988
177,1,8,0,2,829.509
178,1,8,0,2,438.318
179,1,8,200,1,372.819
180,1,8,600,1,443.925
181,1,8,600,2,626.293
182,1,8,200,1,1009.0
183,1,8,600,2,433.647
184,1,8,100,2,364.709
185,1,8,0,2,428.88
186,1,8,100,2,386.291
187,1,8,500,1,988.534
188,1,8,400,1,1591.23
189,1,8,0,2,721.132
190,1,8,300,2,1058.84
191,1,8,500,2,1180.32
192,1,8,600,1,833.989
193,1,8,200,2,1330.02
194,1,8,100,1,723.862
195,1,8,100,2,1193.03
