trialNum,visualBlock,feedbackBlock,offset,response,responseTime
1,1,8,600,1,2049.54
2,1,8,0,2,798.67
3,1,8,400,1,458.229
4,1,8,300,1,685.865
5,1,8,200,1,1340.53
6,1,8,0,2,1963.63
7,1,8,200,2,996.982
8,1,8,500,1,624.133
9,1,8,200,2,775.653
10,1,8,400,2,1228.74
11,1,8,600,1,317.494
12,1,8,100,2,460.063
13,1,8,100,2,678.083
14,1,8,500,2,594.531
15,1,8,200,1,636.285
16,1,8,200,1,1414.99
17,1,8,0,2,624.115
18,1,8,400,1,418.421
19,1,8,200,1,762.218
20,1,8,100,2,755.192
21,1,8,300,1,461.023
22,1,8,300,1,794.64
23,1,8,600,1,285.686
24,1,8,600,1,288.107
25,1,8,400,1,445.298
26,1,8,300,2,521.789
27,1,8,500,1,308.661
28,1,8,500,1,320.124
29,1,8,400,1,355.087
30,1,8,400,1,649.33
31,1,8,100,2,446.593
32,1,8,0,2,443.673
33,1,8,0,2,143.364
34,1,8,0,2,156.91
35,1,8,600,1,276.373
36,1,8,100,2,457.227
37,1,8,500,1,200.662
38,1,8,100,2,669.615
39,1,8,300,1,249.749
40,1,8,600,1,218.623
41,1,8,300,1,96.7839
42,1,8,500,1,209.065
43,1,6,200,2,1666.92
44,1,6,400,1,243.032
45,1,6,100,2,492.526
46,1,6,500,1,160.307
47,1,6,400,1,58.4295
48,1,6,400,1,143.031
49,1,6,0,2,398.368
50,1,6,100,2,778.57
51,1,6,200,1,127.17
52,1,6,0,2,267.226
53,1,6,400,1,161.346
54,1,6,200,1,358.404
55,1,6,500,1,43.7921
56,1,6,300,1,74.5834
57,1,6,600,1,26.5906
58,1,6,400,1,24.5255
59,1,6,600,1,26.0446
60,1,6,0,2,247.957
61,1,6,300,1,128.0
62,1,6,100,2,576.47
63,1,6,300,1,160.357
64,1,6,100,2,1443.11
65,1,6,0,2,200.594
66,1,6,500,1,78.4405
67,1,6,300,2,875.006
68,1,6,400,1,25.9242
69,1,6,300,2,1341.7
70,1,6,500,1,393.366
71,1,6,200,1,708.823
72,1,6,600,1,427.804
73,1,6,600,1,6.95227
74,1,6,500,1,274.15
75,1,6,600,1,75.2762
76,1,6,500,1,90.6525
77,1,6,200,1,591.635
78,1,6,200,1,626.542
79,1,6,300,1,227.261
