trialNum,visualBlock,feedbackBlock,offset,response,responseTime
1,1,6,200,2,4933.2
2,1,6,600,1,794.373
3,1,6,500,1,1260.01
4,1,6,0,2,599.206
5,1,6,0,2,518.21
6,1,6,100,2,544.107
7,1,6,400,1,461.484
8,1,6,100,2,1675.05
9,1,6,200,1,2310.31
10,1,6,400,1,428.203
11,1,6,0,2,482.606
12,1,6,300,1,310.502
13,1,6,300,1,1011.05
14,1,6,400,1,426.361
15,1,6,400,1,343.113
16,1,6,0,2,448.615
17,1,6,600,1,327.983
18,1,6,400,1,208.847
19,1,6,500,1,344.048
20,1,6,0,2,315.656
21,1,6,300,1,328.588
22,1,6,100,2,2925.75
23,1,6,600,1,294.078
24,1,6,500,1,306.634
25,1,6,0,2,431.03
26,1,6,600,1,277.211
27,1,6,100,2,707.373
28,1,6,200,1,7076.58
29,1,6,600,1,326.051
30,1,6,200,1,1107.5
31,1,6,300,1,326.173
32,1,6,500,1,292.5
33,1,6,500,1,458.423
34,1,6,100,2,390.819
35,1,6,500,1,294.41
36,1,6,300,1,324.683
37,1,6,600,1,292.479
38,1,6,100,1,340.13
39,1,6,200,1,877.213
40,1,6,300,1,293.119
41,1,6,200,1,1209.65
42,1,6,400,1,393.555
43,1,2,400,1,833.002
44,1,2,200,1,475.177
45,1,2,500,1,276.434
46,1,2,400,1,375.107
47,1,2,600,1,308.212
48,1,2,0,2,313.455
49,1,2,0,2,450.763
50,1,2,100,2,494.504
51,1,2,600,1,276.826
52,1,2,300,1,491.129
53,1,2,0,2,498.889
54,1,2,200,1,2210.96
55,1,2,0,2,332.755
56,1,2,200,1,244.559
57,1,2,100,2,459.853
58,1,2,100,2,443.321
59,1,2,600,1,277.323
60,1,2,600,1,240.339
61,1,2,500,1,207.78
62,1,2,500,1,275.043
63,1,2,0,2,331.091
64,1,2,0,2,184.725
65,1,2,300,1,227.398
66,1,2,100,2,459.809
67,1,2,400,1,259.982
68,1,2,100,2,392.171
69,1,2,100,2,460.441
70,1,2,300,1,244.056
71,1,2,200,2,792.54
72,1,2,400,1,193.015
73,1,2,600,1,242.513
74,1,2,200,1,2140.34
75,1,2,500,1,276.255
76,1,2,400,1,241.478
77,1,2,500,1,1024.95
78,1,2,400,1,258.232
79,1,2,300,1,308.063
80,1,2,200,1,1693.08
81,1,2,300,1,292.672
82,1,2,300,1,343.331
83,1,2,600,1,608.888
84,1,2,500,1,724.168
85,1,4,0,2,2606.35
86,1,4,500,1,394.72
87,1,4,300,1,374.5
88,1,4,100,2,408.588
89,1,4,300,1,260.993
90,1,4,400,1,225.669
91,1,4,600,1,259.103
92,1,4,500,1,306.202
93,1,4,500,1,407.718
94,1,4,200,1,624.415
95,1,4,200,1,526.484
96,1,4,600,1,393.04
97,1,4,400,1,424.201
98,1,4,500,1,341.857
99,1,4,200,1,1658.18
100,1,4,600,1,492.943
101,1,4,400,1,507.65
102,1,4,300,1,791.727
103,1,4,100,2,426.045
104,1,4,300,2,4360.37
105,1,4,400,1,408.89
106,1,4,0,2,398.757
107,1,4,100,2,460.926
