trialNum,visualBlock,feedbackBlock,offset,response,responseTime
1,1,5,0,2,2856.31
2,1,5,200,1,5879.16
3,1,5,400,1,2738.17
4,1,5,100,2,1459.11
5,1,5,500,1,746.461
6,1,5,200,1,1575.97
7,1,5,600,1,584.324
8,1,5,100,2,3096.03
9,1,5,600,1,528.956
10,1,5,0,2,1468.36
11,1,5,400,1,695.944
12,1,5,300,1,668.124
13,1,5,0,2,705.244
14,1,5,0,2,2483.67
15,1,5,500,1,863.079
16,1,5,100,2,1190.86
17,1,5,600,1,493.627
18,1,5,200,1,1673.96
19,1,5,500,1,289.968
20,1,5,300,1,1378.32
21,1,5,200,2,2694.79
22,1,5,200,1,1018.79
23,1,5,500,1,1162.48
24,1,5,0,2,759.849
25,1,5,300,1,481.479
26,1,5,400,1,1107.54
27,1,5,100,2,811.781
28,1,5,500,1,267.584
29,1,5,600,1,632.614
30,1,5,400,1,694.001
31,1,5,200,2,1778.9
32,1,5,100,2,886.482
33,1,5,600,1,243.382
34,1,5,400,1,912.383
35,1,5,300,1,1277.57
36,1,5,100,2,537.625
37,1,5,300,1,461.897
38,1,5,300,1,608.01
39,1,5,400,1,1044.43
40,1,5,500,1,1806.01
41,1,5,600,1,178.136
42,1,5,0,2,389.807
43,1,6,300,1,1432.65
44,1,6,500,1,209.041
45,1,6,600,1,475.391
46,1,6,300,1,507.235
47,1,6,0,2,655.187
48,1,6,300,1,344.65
49,1,6,200,1,392.209
50,1,6,0,2,400.177
51,1,6,300,1,410.604
52,1,6,200,1,526.449
53,1,6,500,1,126.275
54,1,6,100,2,424.964
55,1,6,500,1,94.1891
56,1,6,100,2,1024.08
57,1,6,600,1,144.116
58,1,6,600,1,723.317
59,1,6,300,1,174.112
60,1,6,0,2,449.056
61,1,6,100,2,1278.71
62,1,6,100,2,660.908
63,1,6,500,1,143.883
64,1,6,200,2,2340.82
65,1,6,400,1,142.983
66,1,6,600,1,325.692
67,1,6,200,1,3256.99
68,1,6,0,2,366.87
69,1,6,400,1,177.493
70,1,6,100,2,425.586
71,1,6,0,2,634.067
72,1,6,600,1,61.1305
73,1,6,500,1,1490.57
74,1,6,0,2,398.478
75,1,6,400,1,944.243
76,1,6,300,1,192.37
77,1,6,500,1,175.667
78,1,6,400,1,74.5178
79,1,6,200,2,3925.27
80,1,6,100,2,676.614
81,1,6,400,1,1027.8
82,1,6,400,1,1325.04
83,1,6,200,2,1608.26
84,1,6,600,1,76.9045
85,1,8,0,2,889.532
86,1,8,600,1,297.874
87,1,8,400,1,776.773
88,1,8,100,2,809.51
89,1,8,600,1,65.8494
90,1,8,300,1,224.94
91,1,8,500,1,110.907
92,1,8,300,1,363.609
93,1,8,0,2,330.158
94,1,8,200,1,351.021
95,1,8,200,1,291.598
