trialNum,visualBlock,feedbackBlock,offset,response,responseTime
1,1,4,0,2,3489.55
2,1,4,0,2,2652.71
3,1,4,500,1,2561.88
4,1,4,200,1,1693.36
5,1,4,600,1,1544.58
6,1,4,600,1,2292.23
7,1,4,600,1,1892.96
8,1,4,500,1,2192.45
9,1,4,400,1,1609.45
10,1,4,600,1,1410.08
11,1,4,0,2,3932.1
12,1,4,0,2,3551.69
13,1,4,300,1,2810.97
14,1,4,500,1,1294.14
15,1,4,100,1,4641.81
16,1,4,400,1,1111.18
17,1,4,300,1,1524.86
18,1,4,200,1,1109.11
19,1,4,400,1,928.125
20,1,4,200,1,1714.79
21,1,4,200,1,2704.48
22,1,4,300,1,943.766
23,1,4,300,1,1575.74
24,1,4,600,1,791.99
25,1,4,400,1,2540.92
26,1,4,500,1,2058.62
27,1,4,600,1,1224.37
28,1,4,500,1,1778.96
29,1,4,0,2,3659.09
30,1,4,300,1,628.194
31,1,4,100,2,1242.44
32,1,4,500,1,560.804
33,1,4,300,1,1191.63
34,1,4,0,2,816.321
35,1,4,100,2,1277.43
36,1,4,400,1,510.309
37,1,4,100,2,875.228
38,1,4,200,1,727.022
39,1,4,100,2,1876.92
40,1,4,400,1,626.808
41,1,4,200,1,575.695
42,1,4,100,2,794.64
43,1,3,0,2,1656.89
44,1,3,400,1,1202.79
45,1,3,100,2,2888.64
46,1,3,200,1,1099.2
47,1,3,0,2,920.803
48,1,3,200,1,881.185
49,1,3,600,1,877.969
50,1,3,600,1,694.542
51,1,3,200,1,1044.75
52,1,3,400,1,770.297
53,1,3,400,1,1218.75
54,1,3,100,2,1655.12
55,1,3,0,2,887.016
56,1,3,300,1,649.175
57,1,3,100,2,697.456
58,1,3,500,1,633.119
59,1,3,500,1,868.926
60,1,3,400,1,895.858
61,1,3,200,1,4193.11
62,1,3,400,1,688.008
63,1,3,0,2,677.584
64,1,3,0,2,1254.3
65,1,3,300,1,838.353
66,1,3,200,1,909.115
67,1,3,100,2,828.708
68,1,3,600,1,2463.73
69,1,3,400,1,786.032
70,1,3,500,1,755.619
71,1,3,300,1,1233.18
72,1,3,600,1,703.514
73,1,3,0,2,851.109
74,1,3,300,1,618.086
75,1,3,300,1,1020.2
76,1,3,500,1,697.159
77,1,3,600,1,691.443
78,1,3,300,1,576.827
79,1,3,500,1,839.651
80,1,3,100,1,1693.05
81,1,3,600,1,1666.63
82,1,3,100,2,1058.91
83,1,3,200,1,712.714
84,1,3,500,1,1144.79
85,1,1,200,1,2882.78
86,1,1,600,1,1093.72
87,1,1,0,2,713.542
88,1,1,300,1,2594.46
89,1,1,100,1,1359.64
90,1,1,300,1,793.524
91,1,1,100,1,1975.82
92,1,1,400,1,577.506
93,1,1,300,1,508.421
94,1,1,100,1,6742.49
95,1,1,0,2,816.296
96,1,1,600,1,561.276
97,1,1,200,1,656.565
98,1,1,500,1,510.315
99,1,1,400,1,457.747
100,1,1,0,2,598.874
101,1,1,200,1,593.933
102,1,1,400,1,443.575
103,1,1,200,1,577.061
104,1,1,400,1,843.407
105,1,1,100,2,2075.28
106,1,1,500,1,593.97
107,1,1,600,1,1474.61
108,1,1,500,1,3356.38
109,1,1,200,1,674.381
110,1,1,300,1,2326.22
111,1,1,200,1,459.641
112,1,1,400,1,426.883
113,1,1,100,1,658.452
114,1,1,500,1,427.434
115,1,1,300,1,407.776
116,1,1,600,1,676.021
117,1,1,0,2,613.462
118,1,1,0,2,1067.95
119,1,1,400,1,510.764
120,1,1,500,1,425.574
121,1,1,100,2,5024.04
122,1,1,600,1,595.598
123,1,1,300,1,856.814
124,1,1,600,1,3042.18
125,1,1,0,2,547.39
126,1,1,500,1,277.058
127,1,7,0,2,2473.45
128,1,7,100,2,1776.61
129,1,7,300,1,5144.13
130,1,7,400,1,1133.34
131,1,7,400,1,747.595
132,1,7,100,2,2590.18
133,1,7,0,2,706.321
134,1,7,300,1,637.713
135,1,7,600,1,476.783
136,1,7,600,1,506.756
137,1,7,0,2,474.512
138,1,7,400,1,1061.08
139,1,7,100,2,709.891
140,1,7,600,1,622.825
141,1,7,200,1,734.981
142,1,7,500,1,600.948
143,1,7,100,2,615.833
144,1,7,0,2,675.295
145,1,7,600,1,510.231
146,1,7,200,1,807.397
147,1,7,100,2,691.507
148,1,7,0,2,573.963
149,1,7,500,1,513.292
150,1,7,500,1,485.33
151,1,7,500,1,614.633
152,1,7,200,1,832.276
153,1,7,400,1,600.77
154,1,7,300,1,585.92
155,1,7,400,1,622.828
156,1,7,200,1,670.203
157,1,7,100,2,634.406
158,1,7,300,1,575.727
159,1,7,600,1,515.424
160,1,7,0,2,595.933
161,1,7,300,1,727.504
162,1,7,500,1,625.787
163,1,7,200,1,579.529
164,1,7,600,1,578.05
165,1,7,300,1,615.946
166,1,7,500,1,594.531
167,1,7,400,1,689.601
168,1,7,200,1,625.229
169,1,2,0,2,1889.98
170,1,2,100,2,2311.1
171,1,2,300,1,2993.47
172,1,2,400,1,408.902
173,1,2,500,1,308.648
174,1,2,100,2,5206.81
175,1,2,400,1,410.831
176,1,2,400,1,342.295
177,1,2,600,1,508.141
178,1,2,0,2,514.014
179,1,2,600,1,343.845
180,1,2,500,1,291.959
181,1,2,200,1,557.254
182,1,2,200,1,876.83
183,1,2,0,2,432.701
184,1,2,500,1,361.601
185,1,2,400,1,240.698
186,1,2,600,1,358.731
187,1,2,600,1,390.012
188,1,2,400,1,690.711
189,1,2,600,1,375.029
190,1,2,300,1,324.315
191,1,2,100,2,1408.68
192,1,2,300,1,643.732
193,1,2,300,2,3158.84
194,1,2,100,2,1208.81
195,1,2,100,2,1127.2
196,1,2,100,2,893.592
197,1,2,500,1,330.235
198,1,2,0,2,378.212
199,1,2,300,1,294.484
200,1,2,400,1,393.566
201,1,2,500,1,291.86
202,1,2,0,2,564.147
203,1,2,200,1,1828.08
204,1,2,300,1,393.102
205,1,2,200,1,1609.45
206,1,2,0,2,366.16
207,1,2,200,1,1010.97
208,1,2,200,1,375.933
209,1,2,600,1,326.59
210,1,2,500,1,1056.9
211,1,6,0,2,1289.56
212,1,6,0,2,934.895
213,1,6,100,2,1393.67
214,1,6,0,2,667.555
215,1,6,100,2,1010.58
216,1,6,500,1,393.933
217,1,6,600,1,457.32
218,1,6,600,1,506.675
219,1,6,600,1,591.039
