trialNum,visualBlock,feedbackBlock,offset,response,responseTime
1,1,7,500,1,1716.17
2,1,7,300,1,1362.33
3,1,7,100,1,1525.7
4,1,7,500,1,1062.39
5,1,7,200,1,1583.08
6,1,7,300,1,1557.38
7,1,7,0,2,1636.54
8,1,7,100,1,1194.14
9,1,7,200,1,1104.43
10,1,7,0,2,1132.35
11,1,7,600,1,976.049
12,1,7,400,1,1146.92
13,1,7,500,1,1119.46
14,1,7,400,1,1007.71
15,1,7,100,1,1338.98
16,1,7,0,2,2416.85
17,1,7,300,1,1854.88
18,1,7,400,1,3582.89
19,1,7,300,1,1179.07
20,1,7,200,1,1661.87
21,1,7,600,1,1192.06
22,1,7,100,1,1411.7
23,1,7,400,1,1284.31
24,1,7,100,2,3886.89
25,1,7,200,1,608.793
26,1,7,400,1,542.024
27,1,7,500,1,665.637
28,1,7,300,1,836.283
29,1,7,200,1,1036.69
30,1,7,200,1,1122.31
31,1,7,600,1,1206.53
32,1,7,0,2,1138.78
33,1,7,400,1,891.642
34,1,7,500,1,991.273
35,1,7,600,1,1490.85
36,1,7,100,2,2286.61
37,1,7,500,1,759.271
38,1,7,600,1,867.474
39,1,7,0,2,881.392
40,1,7,600,1,799.337
41,1,7,0,2,1193.49
42,1,7,300,1,773.399
43,1,1,0,2,1906.74
44,1,1,0,2,850.894
45,1,1,600,1,411.408
46,1,1,500,1,390.445
47,1,1,500,1,1074.93
48,1,1,200,1,1007.9
49,1,1,300,1,426.798
50,1,1,100,1,642.327
51,1,1,200,1,1060.94
52,1,1,200,1,626.486
53,1,1,600,1,376.565
54,1,1,600,1,390.221
55,1,1,600,1,507.709
56,1,1,500,1,307.616
57,1,1,100,1,1591.19
58,1,1,600,1,493.822
59,1,1,300,1,357.854
60,1,1,400,1,309.041
61,1,1,300,1,727.512
62,1,1,500,1,442.601
63,1,1,0,2,764.842
64,1,1,600,1,443.953
65,1,1,300,1,557.685
66,1,1,500,1,458.617
67,1,1,200,1,1108.49
68,1,1,100,1,909.495
69,1,1,200,1,627.578
70,1,1,300,1,425.958
71,1,1,100,1,559.281
72,1,1,200,1,1160.15
73,1,1,100,2,4493.21
74,1,1,400,1,326.881
75,1,1,400,1,308.949
76,1,1,400,1,374.718
77,1,1,0,2,632.115
78,1,1,0,2,584.81
79,1,1,300,1,327.307
80,1,1,500,1,976.358
81,1,1,100,1,541.097
82,1,1,400,1,994.307
83,1,1,400,1,358.22
84,1,1,0,2,365.516
85,1,6,600,1,2032.97
86,1,6,300,1,907.558
87,1,6,100,1,2309.31
88,1,6,600,1,460.191
89,1,6,400,1,457.41
90,1,6,500,1,441.639
91,1,6,300,1,391.462
92,1,6,600,1,342.186
93,1,6,0,2,597.814
94,1,6,100,1,511.346
95,1,6,100,1,710.498
96,1,6,300,1,394.157
97,1,6,200,1,358.91
98,1,6,300,1,293.501
99,1,6,500,1,625.372
100,1,6,600,1,1441.22
101,1,6,100,1,808.022
102,1,6,300,1,460.862
103,1,6,100,1,1825.63
104,1,6,0,2,383.469
105,1,6,200,1,411.58
106,1,6,500,1,360.253
107,1,6,200,1,341.137
108,1,6,600,1,346.414
109,1,6,400,1,437.713
110,1,6,500,1,342.401
111,1,6,400,1,307.855
112,1,6,600,1,342.474
113,1,6,0,2,363.706
114,1,6,500,1,328.158
115,1,6,100,2,2557.69
116,1,6,400,1,260.677
117,1,6,0,2,381.356
118,1,6,400,1,1394.82
119,1,6,0,2,448.362
120,1,6,400,1,278.257
121,1,6,300,1,675.907
122,1,6,0,2,449.725
123,1,6,200,1,1294.31
124,1,6,200,1,343.14
125,1,6,500,1,375.894
126,1,6,200,1,307.726
127,1,3,0,2,2556.25
128,1,3,200,1,381.205
129,1,3,300,1,437.712
130,1,3,100,1,1005.06
131,1,3,400,1,413.211
132,1,3,0,2,553.359
133,1,3,500,1,628.188
134,1,3,200,1,689.06
135,1,3,400,1,490.603
136,1,3,600,1,447.447
137,1,3,200,1,579.49
138,1,3,0,2,487.385
139,1,3,300,1,359.6
140,1,3,400,1,386.59
141,1,3,600,1,460.748
142,1,3,100,1,861.793
