trialNum,condition,location,offset,vision,vibration,audio,response,responseTime
1,4,0,400,0,1,1,6,4683.07
2,5,0,200,0,2,1,6,5456.81
3,13,0,300,1,1,1,5,3245.67
4,8,0,400,0,2,2,3,1524.42
5,9,0,400,1,0,0,2,4080.44
6,14,0,100,1,2,1,4,1680.58
7,4,0,200,0,1,1,3,2880.18
8,17,0,300,1,2,2,3,2779.72
9,8,0,300,0,2,2,4,1557.24
10,0,0,0,0,0,0,7,4571.67
11,1,0,300,0,1,0,5,1821.72
12,13,0,200,1,1,1,5,1676.92
13,11,0,200,1,2,0,4,3210.09
14,6,0,300,0,0,2,5,4271.99
15,7,0,300,0,1,2,6,1303.49
16,12,0,400,1,0,1,4,3475.97
17,1,0,100,0,1,0,5,1403.13
18,15,0,0,1,0,2,9,996.521
19,17,0,0,1,2,2,8,1395.03
20,8,0,100,0,2,2,7,1189.07
21,6,0,400,0,0,2,2,2288.75
22,11,0,300,1,2,0,1,1725.3
23,0,0,200,0,0,0,2,1720.78
24,12,0,100,1,0,1,3,1443.53
25,5,0,400,0,2,1,1,1238.17
26,17,0,200,1,2,2,2,1326.6
27,13,0,400,1,1,1,2,1677.03
28,2,0,400,0,2,0,1,1220.12
29,12,0,200,1,0,1,3,2326.62
30,6,0,0,0,0,2,9,937.915
31,4,0,0,0,1,1,7,1887.59
32,6,0,200,0,0,2,4,2055.37
33,8,0,0,0,2,2,9,937.299
34,10,0,200,1,1,0,4,2228.45
35,2,0,100,0,2,0,7,1173.5
36,7,0,0,0,1,2,9,1070.43
37,2,0,200,0,2,0,7,2055.11
38,0,0,100,0,0,0,5,3404.24
39,5,0,100,0,2,1,4,1838.01
40,9,0,100,1,0,0,5,1627.71
41,16,0,200,1,1,2,4,6194.81
42,3,0,200,0,0,1,3,2471.64
43,9,0,300,1,0,0,1,1210.63
44,1,0,200,0,1,0,4,1370.47
45,2,0,0,0,2,0,8,2804.35
46,6,0,100,0,0,2,7,3487.99
47,4,0,300,0,1,1,6,1971.32
48,13,0,100,1,1,1,5,1274.97
49,3,0,100,0,0,1,6,2248.74
50,16,0,0,1,1,2,8,1076.95
51,17,0,100,1,2,2,7,1145.66
52,15,0,400,1,0,2,2,1413.87
53,10,0,0,1,1,0,8,910.195
54,11,0,100,1,2,0,8,2979.0
55,16,0,400,1,1,2,2,1893.9
56,8,0,200,0,2,2,2,1570.16
57,9,0,200,1,0,0,2,1660.6
58,3,0,400,0,0,1,2,2004.45
59,17,0,400,1,2,2,3,1409.72
60,0,0,300,0,0,0,1,1554.71
61,14,0,0,1,2,1,7,893.144
62,0,0,400,0,0,0,1,1305.24
63,14,0,300,1,2,1,2,1125.68
64,10,0,100,1,1,0,7,1793.31
65,10,0,300,1,1,0,2,1727.94
66,9,0,0,1,0,0,8,2226.9
67,15,0,100,1,0,2,7,1078.2
68,7,0,200,0,1,2,5,1889.34
69,4,0,100,0,1,1,5,1118.59
70,16,0,100,1,1,2,6,1294.31
71,15,0,300,1,0,2,3,1211.78
72,3,0,300,0,0,1,2,1354.53
73,13,0,0,1,1,1,7,1108.4
74,5,0,300,0,2,1,3,1789.02
75,5,0,0,0,2,1,8,820.294
76,15,0,200,1,0,2,5,2611.61
77,1,0,400,0,1,0,2,1207.38
78,7,0,400,0,1,2,3,4436.6
79,11,0,400,1,2,0,2,1376.14
80,2,0,300,0,2,0,2,1520.78
81,14,0,400,1,2,1,1,1376.64
82,1,0,0,0,1,0,7,787.395
83,10,0,400,1,1,0,6,1461.08
84,12,0,300,1,0,1,4,1227.39
85,16,0,300,1,1,2,5,1976.79
86,11,0,0,1,2,0,8,843.816
87,3,0,0,0,0,1,8,838.732
88,14,0,200,1,2,1,4,1694.76
