trialNum,condition,location,offset,vision,vibration,audio,response,responseTime
1,12,0,300,1,0,1,2,3555.8
2,16,0,300,1,1,2,2,1630.54
3,2,0,100,0,2,0,3,1474.12
4,16,0,400,1,1,2,3,2330.83
5,13,0,100,1,1,1,3,2580.11
6,4,0,400,0,1,1,1,1707.65
7,6,0,100,0,0,2,5,1756.17
8,2,0,400,0,2,0,4,2324.3
9,1,0,100,0,1,0,5,1422.74
10,2,0,200,0,2,0,4,1224.35
11,9,0,300,1,0,0,2,1376.77
12,11,0,200,1,2,0,3,1127.3
13,6,0,0,0,0,2,8,871.316
14,16,0,200,1,1,2,4,1344.78
15,7,0,0,0,1,2,9,902.827
16,1,0,300,0,1,0,3,2987.86
17,0,0,100,0,0,0,3,1536.59
18,14,0,400,1,2,1,3,1329.38
19,5,0,200,0,2,1,3,1420.16
20,17,0,300,1,2,2,2,1544.03
21,4,0,100,0,1,1,5,1403.84
22,13,0,200,1,1,1,5,2360.76
23,1,0,0,0,1,0,7,1054.65
24,5,0,100,0,2,1,7,1171.29
25,11,0,300,1,2,0,3,1110.99
26,7,0,400,0,1,2,4,1504.72
27,8,0,200,0,2,2,5,2269.68
28,10,0,0,1,1,0,6,1376.86
29,11,0,0,1,2,0,7,1044.82
30,10,0,300,1,1,0,3,1277.86
31,12,0,0,1,0,1,7,1476.87
32,13,0,300,1,1,1,4,1244.57
33,15,0,100,1,0,2,6,1143.91
34,14,0,100,1,2,1,7,1227.85
35,0,0,300,0,0,0,2,1808.26
36,14,0,200,1,2,1,4,1692.93
37,16,0,0,1,1,2,8,761.093
38,6,0,400,0,0,2,3,1621.94
39,3,0,300,0,0,1,3,1336.06
40,8,0,100,0,2,2,8,1602.71
41,15,0,200,1,0,2,3,1861.03
42,9,0,100,1,0,0,4,1660.67
43,8,0,400,0,2,2,3,1706.57
44,5,0,300,0,2,1,4,1503.0
45,5,0,0,0,2,1,7,1020.09
46,11,0,100,1,2,0,7,1694.59
47,14,0,300,1,2,1,5,1361.43
48,10,0,400,1,1,0,6,1676.73
49,12,0,400,1,0,1,4,1443.73
50,5,0,400,0,2,1,3,1536.27
51,1,0,200,0,1,0,6,1288.95
52,9,0,200,1,0,0,3,2160.25
53,12,0,100,1,0,1,5,2308.74
54,7,0,100,0,1,2,7,1087.57
55,17,0,400,1,2,2,3,1561.11
56,7,0,200,0,1,2,7,1637.38
57,6,0,200,0,0,2,4,2203.42
58,4,0,200,0,1,1,6,3753.55
59,0,0,400,0,0,0,4,3272.63
60,14,0,0,1,2,1,8,1542.24
61,15,0,400,1,0,2,3,2260.85
62,11,0,400,1,2,0,4,2876.74
63,15,0,0,1,0,2,8,1160.18
64,12,0,200,1,0,1,7,2228.08
65,9,0,0,1,0,0,7,2311.06
66,8,0,300,0,2,2,6,2805.21
67,1,0,400,0,1,0,7,2387.49
68,8,0,0,0,2,2,9,1436.47
69,10,0,200,1,1,0,7,2394.47
70,13,0,400,1,1,1,6,1844.65
71,4,0,300,0,1,1,7,1486.77
72,2,0,300,0,2,0,5,2186.53
73,3,0,200,0,0,1,6,2270.56
74,13,0,0,1,1,1,7,3159.64
75,16,0,100,1,1,2,7,1796.14
76,17,0,0,1,2,2,8,1745.28
77,9,0,400,1,0,0,4,2995.42
78,10,0,100,1,1,0,5,1926.41
79,0,0,200,0,0,0,5,3004.66
80,0,0,0,0,0,0,7,1970.44
81,17,0,100,1,2,2,7,1794.69
82,3,0,400,0,0,1,5,3571.57
83,15,0,300,1,0,2,4,1641.49
84,3,0,0,0,0,1,7,1490.46
85,7,0,300,0,1,2,7,1587.23
86,17,0,200,1,2,2,7,1409.67
87,4,0,0,0,1,1,7,1787.43
88,6,0,300,0,0,2,5,2221.09
89,2,0,0,0,2,0,7,1670.13
90,3,0,100,0,0,1,5,1803.75
91,6,0,0,0,0,2,7,1333.08
92,2,0,100,0,2,0,6,1940.21
93,4,0,300,0,1,1,5,1670.69
94,16,0,0,1,1,2,8,1209.9
95,12,0,300,1,0,1,6,1778.48
96,2,0,0,0,2,0,6,935.92
97,7,0,100,0,1,2,7,1054.39
98,16,0,300,1,1,2,5,1844.16
99,2,0,300,0,2,0,4,2120.23
100,7,0,0,0,1,2,7,1889.5
101,7,0,300,0,1,2,8,2471.23
102,1,0,300,0,1,0,7,2170.42
103,12,0,0,1,0,1,7,3293.03
104,8,0,300,0,2,2,5,1855.65
105,11,0,400,1,2,0,6,3343.38
106,6,0,400,0,0,2,5,3302.98
107,1,0,100,0,1,0,8,1986.29
108,2,0,200,0,2,0,7,1288.7
109,14,0,200,1,2,1,7,2026.67
110,10,0,400,1,1,0,6,2460.24
111,0,0,300,0,0,0,5,2735.85
112,12,0,400,1,0,1,5,2459.75
113,3,0,300,0,0,1,5,1436.52
114,14,0,0,1,2,1,8,2125.96
115,4,0,200,0,1,1,7,2172.08
116,3,0,100,0,0,1,7,1388.66
117,11,0,300,1,2,0,6,1960.19
118,4,0,400,0,1,1,7,1353.9
119,6,0,200,0,0,2,7,2253.03
120,8,0,0,0,2,2,8,1036.91
121,10,0,0,1,1,0,8,1227.47
122,2,0,400,0,2,0,5,1672.14
123,15,0,100,1,0,2,6,1375.94
124,16,0,200,1,1,2,7,5744.73
125,11,0,200,1,2,0,6,2093.43
126,9,0,200,1,0,0,6,3576.56
127,13,0,200,1,1,1,7,4160.46
128,1,0,400,0,1,0,6,1904.02
129,10,0,100,1,1,0,7,3425.89
130,13,0,300,1,1,1,6,1774.16
131,9,0,300,1,0,0,5,2776.69
132,12,0,200,1,0,1,5,1844.39
133,0,0,200,0,0,0,7,1721.24
134,3,0,0,0,0,1,7,1120.02
135,10,0,300,1,1,0,6,1227.56
136,17,0,200,1,2,2,7,2576.25
137,15,0,200,1,0,2,6,1876.98
138,0,0,400,0,0,0,5,2120.15
139,5,0,300,0,2,1,8,2402.56
140,13,0,400,1,1,1,4,2676.84
141,9,0,400,1,0,0,5,3140.25
142,9,0,0,1,0,0,5,5392.25
143,0,0,100,0,0,0,7,2438.14
144,5,0,200,0,2,1,6,2120.17
145,17,0,400,1,2,2,4,3243.69
146,3,0,400,0,0,1,3,1669.64
147,14,0,400,1,2,1,4,2841.41
148,13,0,0,1,1,1,8,1128.52
149,7,0,200,0,1,2,7,1871.71
150,5,0,400,0,2,1,5,1536.91
151,4,0,100,0,1,1,7,2652.16
152,15,0,400,1,0,2,4,1477.63
153,15,0,300,1,0,2,5,3158.63
154,0,0,0,0,0,0,7,1286.95
155,7,0,400,0,1,2,4,2520.67
156,4,0,0,0,1,1,8,1155.04
157,10,0,200,1,1,0,6,927.635
158,1,0,200,0,1,0,7,1870.45
159,14,0,300,1,2,1,7,2910.15
160,8,0,400,0,2,2,6,3020.98
161,13,0,100,1,1,1,7,2875.48
162,5,0,100,0,2,1,7,2271.09
163,11,0,100,1,2,0,7,1577.44
164,5,0,0,0,2,1,7,1023.14
165,11,0,0,1,2,0,8,2344.8
166,1,0,0,0,1,0,8,1155.57
167,9,0,100,1,0,0,7,2810.93
168,14,0,100,1,2,1,6,2527.33
169,6,0,100,0,0,2,6,2755.02
170,8,0,100,0,2,2,7,1335.35
171,12,0,100,1,0,1,6,1193.67
172,3,0,200,0,0,1,6,2421.13
173,17,0,100,1,2,2,6,3863.17
174,16,0,400,1,1,2,4,1244.67
175,8,0,200,0,2,2,4,1836.83
176,17,0,300,1,2,2,4,2660.01
177,17,0,0,1,2,2,8,760.128
178,16,0,100,1,1,2,7,2643.6
179,6,0,300,0,0,2,4,1671.0
180,15,0,0,1,0,2,7,1209.28
181,14,0,400,1,2,1,6,4705.71
182,3,0,0,0,0,1,7,902.623
183,0,0,300,0,0,0,4,1170.62
184,2,0,0,0,2,0,8,2019.55
185,16,0,100,1,1,2,7,1594.05
186,15,0,300,1,0,2,5,2177.84
187,0,0,0,0,0,0,7,4219.6
188,2,0,100,0,2,0,8,1604.22
189,12,0,0,1,0,1,7,1562.3
190,4,0,0,0,1,1,7,1188.44
191,7,0,100,0,1,2,8,1488.28
192,4,0,200,0,1,1,6,1370.45
193,8,0,0,0,2,2,8,1620.61
194,7,0,300,0,1,2,6,1704.41
195,5,0,0,0,2,1,8,1102.52
196,0,0,100,0,0,0,7,3120.4
197,4,0,100,0,1,1,7,1004.13
198,7,0,400,0,1,2,5,1224.62
199,9,0,400,1,0,0,4,909.031
200,1,0,400,0,1,0,3,3219.12
201,8,0,400,0,2,2,3,1219.81
