trialNum,condition,location,offset,vision,vibration,audio,response,responseTime
1,12,0,0,1,0,1,9,8488.98
2,9,0,100,1,0,0,7,8697.2
3,9,0,400,1,0,0,1,13530.2
4,16,0,100,1,1,2,8,3762.78
5,7,0,0,0,1,2,9,2257.1
6,12,0,200,1,0,1,6,12245.3
7,7,0,100,0,1,2,9,1874.17
8,2,0,100,0,2,0,6,8590.12
9,13,0,200,1,1,1,8,10263.3
10,5,0,100,0,2,1,4,15456.0
11,5,0,200,0,2,1,3,3538.02
12,6,0,0,0,0,2,8,2953.05
13,17,0,100,1,2,2,9,2809.17
14,0,0,400,0,0,0,1,1705.31
15,11,0,0,1,2,0,9,2543.05
16,9,0,300,1,0,0,1,1345.41
17,1,0,200,0,1,0,1,7737.12
18,6,0,300,0,0,2,1,2520.97
19,1,0,100,0,1,0,8,18786.6
20,5,0,300,0,2,1,7,4536.86
21,3,0,300,0,0,1,4,6503.48
22,11,0,300,1,2,0,8,11026.0
23,17,0,0,1,2,2,8,25742.4
24,15,0,100,1,0,2,2,5111.38
25,17,0,200,1,2,2,9,8609.37
26,4,0,100,0,1,1,5,12037.1
27,5,0,400,0,2,1,3,6372.77
28,6,0,100,0,0,2,8,8435.77
29,10,0,200,1,1,0,1,8726.63
30,10,0,300,1,1,0,6,19559.7
31,9,0,0,1,0,0,8,7093.05
32,7,0,400,0,1,2,1,3355.1
33,13,0,400,1,1,1,8,10924.7
34,8,0,300,0,2,2,7,11185.9
35,0,0,300,0,0,0,1,1254.94
36,13,0,100,1,1,1,9,3025.19
37,4,0,200,0,1,1,7,12754.4
38,6,0,400,0,0,2,1,1703.64
39,3,0,100,0,0,1,6,6169.54
40,7,0,200,0,1,2,8,7170.27
41,2,0,200,0,2,0,7,9386.23
42,6,0,200,0,0,2,4,8069.79
43,12,0,400,1,0,1,7,21926.5
44,3,0,400,0,0,1,1,3502.69
45,10,0,400,1,1,0,8,9608.04
46,15,0,400,1,0,2,2,3176.94
47,12,0,100,1,0,1,9,1726.87
48,14,0,400,1,2,1,8,5277.55
49,4,0,300,0,1,1,7,8803.34
50,3,0,0,0,0,1,9,4770.13
51,4,0,400,0,1,1,4,2838.97
52,17,0,300,1,2,2,7,4526.47
53,12,0,300,1,0,1,3,3843.41
54,0,0,100,0,0,0,4,6537.3
55,1,0,400,0,1,0,1,6087.32
56,8,0,0,0,2,2,9,1152.93
57,2,0,400,0,2,0,6,6404.42
58,10,0,100,1,1,0,8,4325.78
59,11,0,400,1,2,0,9,3495.75
60,0,0,0,0,0,0,9,2603.56
61,5,0,0,0,2,1,9,2287.86
62,15,0,300,1,0,2,3,15559.4
63,0,0,200,0,0,0,1,1370.58
64,1,0,300,0,1,0,3,9703.42
65,11,0,100,1,2,0,9,7675.51
66,2,0,300,0,2,0,7,22420.1
67,2,0,0,0,2,0,9,3153.37
68,11,0,200,1,2,0,9,4180.76
69,14,0,300,1,2,1,8,5860.15
70,13,0,0,1,1,1,9,1043.53
71,16,0,300,1,1,2,2,3960.22
72,1,0,0,0,1,0,8,4069.18
73,8,0,400,0,2,2,1,1821.32
74,16,0,0,1,1,2,9,3191.51
75,10,0,0,1,1,0,8,3128.48
76,15,0,200,1,0,2,1,2046.06
77,14,0,100,1,2,1,9,1827.27
78,16,0,200,1,1,2,8,5544.15
79,15,0,0,1,0,2,9,12993.0
80,9,0,200,1,0,0,1,1978.17
81,8,0,100,0,2,2,9,2070.04
82,8,0,200,0,2,2,7,2287.65
83,14,0,200,1,2,1,9,3575.97
