trialNum,condition,location,offset,vision,vibration,audio,response,responseTime
1,7,0,200,0,1,2,6,849.832
2,14,0,100,1,2,1,4,3213.52
3,1,0,200,0,1,0,4,1525.0
4,10,0,0,1,1,0,5,2130.28
5,11,0,200,1,2,0,3,3814.0
6,4,0,400,0,1,1,1,756.538
7,17,0,300,1,2,2,3,4194.66
8,1,0,100,0,1,0,4,2805.98
9,11,0,0,1,2,0,5,3746.01
10,9,0,300,1,0,0,1,548.426
11,16,0,0,1,1,2,7,14176.5
12,2,0,200,0,2,0,4,1289.31
13,9,0,400,1,0,0,1,726.426
14,10,0,400,1,1,0,2,1609.31
15,13,0,400,1,1,1,3,710.375
16,6,0,200,0,0,2,4,1202.37
17,5,0,0,0,2,1,6,1017.24
18,6,0,100,0,0,2,6,1622.26
19,4,0,0,0,1,1,7,802.865
20,8,0,0,0,2,2,9,471.738
21,0,0,100,0,0,0,6,3338.77
22,10,0,200,1,1,0,3,660.755
23,13,0,300,1,1,1,2,1610.98
24,15,0,300,1,0,2,3,1493.76
25,17,0,100,1,2,2,7,1593.55
26,14,0,400,1,2,1,2,1261.43
27,14,0,0,1,2,1,7,578.626
28,0,0,0,0,0,0,7,1005.43
29,6,0,300,0,0,2,3,621.186
30,4,0,300,0,1,1,3,1453.31
31,6,0,400,0,0,2,2,2835.71
32,15,0,0,1,0,2,9,2959.36
33,1,0,400,0,1,0,3,1438.69
34,9,0,200,1,0,0,2,1109.58
35,11,0,400,1,2,0,1,962.076
36,7,0,400,0,1,2,2,1786.54
37,2,0,400,0,2,0,1,986.028
38,8,0,100,0,2,2,2,835.211
39,0,0,400,0,0,0,1,2037.58
40,16,0,400,1,1,2,2,2225.75
41,11,0,300,1,2,0,3,909.669
42,9,0,100,1,0,0,5,5377.14
43,16,0,100,1,1,2,6,612.028
44,0,0,200,0,0,0,2,2655.26
45,5,0,400,0,2,1,1,2220.53
46,8,0,200,0,2,2,4,2368.93
47,17,0,200,1,2,2,4,2893.33
48,14,0,200,1,2,1,3,1360.52
49,10,0,100,1,1,0,6,6910.36
50,10,0,300,1,1,0,3,777.979
51,15,0,200,1,0,2,3,660.195
52,4,0,200,0,1,1,2,657.482
53,1,0,300,0,1,0,2,687.048
54,3,0,300,0,0,1,1,520.391
55,13,0,200,1,1,1,3,1226.33
56,12,0,100,1,0,1,4,777.507
57,12,0,300,1,0,1,2,661.624
58,9,0,0,1,0,0,8,4093.46
59,4,0,100,0,1,1,4,488.567
60,13,0,100,1,1,1,4,1878.89
61,3,0,200,0,0,1,2,888.704
62,0,0,300,0,0,0,1,520.166
63,14,0,300,1,2,1,5,3642.19
64,3,0,100,0,0,1,4,587.753
65,11,0,100,1,2,0,8,1126.91
66,1,0,0,0,1,0,8,538.549
67,3,0,0,0,0,1,8,2038.2
68,5,0,300,0,2,1,2,604.725
69,13,0,0,1,1,1,8,3746.2
70,2,0,0,0,2,0,9,372.75
71,7,0,0,0,1,2,9,770.707
