trialNum,condition,location,offset,vision,vibration,audio,response,responseTime
1,10,0,100,1,1,0,9,1489.28
2,17,0,300,1,2,2,8,1831.67
3,12,0,300,1,0,1,8,2163.67
4,1,0,200,0,1,0,9,3123.32
5,2,0,400,0,2,0,7,1623.95
6,13,0,300,1,1,1,8,1562.98
7,8,0,200,0,2,2,9,1107.02
8,13,0,100,1,1,1,8,1663.18
9,11,0,100,1,2,0,8,6630.97
10,9,0,100,1,0,0,8,3130.08
11,6,0,0,0,0,2,9,1204.54
12,5,0,200,0,2,1,8,2353.51
13,14,0,300,1,2,1,9,4093.32
14,1,0,400,0,1,0,8,3437.85
15,8,0,100,0,2,2,9,1669.3
16,5,0,100,0,2,1,8,5171.42
17,5,0,300,0,2,1,8,4404.02
18,3,0,200,0,0,1,9,6487.86
19,4,0,400,0,1,1,7,1103.63
20,17,0,0,1,2,2,9,926.891
21,4,0,200,0,1,1,8,988.776
22,15,0,300,1,0,2,9,1510.25
23,4,0,300,0,1,1,8,3920.61
24,14,0,200,1,2,1,8,3025.69
25,4,0,0,0,1,1,9,2154.95
26,6,0,200,0,0,2,9,2155.32
27,3,0,400,0,0,1,8,1119.22
28,1,0,0,0,1,0,9,2086.68
29,0,0,300,0,0,0,7,1354.82
30,6,0,400,0,0,2,8,1053.25
31,10,0,400,1,1,0,9,1476.02
32,6,0,300,0,0,2,8,987.103
33,17,0,100,1,2,2,9,1094.15
34,16,0,0,1,1,2,9,678.61
35,12,0,200,1,0,1,9,728.544
36,8,0,0,0,2,2,9,803.911
37,9,0,300,1,0,0,7,4076.82
38,2,0,300,0,2,0,8,1220.79
39,11,0,300,1,2,0,8,1143.57
40,16,0,100,1,1,2,9,1177.03
41,0,0,200,0,0,0,7,855.041
42,10,0,200,1,1,0,8,2177.0
43,10,0,0,1,1,0,8,2863.45
44,0,0,400,0,0,0,6,1106.06
45,10,0,300,1,1,0,8,1309.55
46,17,0,200,1,2,2,9,627.118
47,9,0,200,1,0,0,7,1560.85
48,13,0,0,1,1,1,8,1477.33
49,9,0,0,1,0,0,8,3095.25
50,15,0,400,1,0,2,8,1395.43
51,15,0,0,1,0,2,9,1194.43
52,15,0,200,1,0,2,9,1944.89
53,7,0,100,0,1,2,9,1604.52
54,14,0,0,1,2,1,9,2376.49
55,17,0,400,1,2,2,9,1861.93
56,7,0,200,0,1,2,9,1220.56
57,9,0,400,1,0,0,6,2326.97
58,15,0,100,1,0,2,9,3626.35
59,3,0,300,0,0,1,7,888.321
60,11,0,400,1,2,0,8,4361.76
61,12,0,400,1,0,1,8,925.498
62,3,0,0,0,0,1,8,1219.23
63,11,0,0,1,2,0,9,844.144
64,2,0,100,0,2,0,9,505.263
65,1,0,300,0,1,0,8,1838.25
66,0,0,100,0,0,0,8,1386.25
67,13,0,400,1,1,1,9,794.423
68,7,0,300,0,1,2,7,1439.61
69,11,0,200,1,2,0,9,2276.83
70,3,0,100,0,0,1,8,754.984
71,4,0,100,0,1,1,8,1054.72
72,16,0,300,1,1,2,9,1927.55
73,5,0,0,0,2,1,8,1637.18
74,7,0,0,0,1,2,9,1638.12
75,12,0,0,1,0,1,9,2460.84
76,8,0,400,0,2,2,9,1705.68
77,16,0,400,1,1,2,7,1975.77
78,0,0,0,0,0,0,9,1170.15
79,16,0,200,1,1,2,8,1761.38
80,2,0,0,0,2,0,9,971.424
81,1,0,100,0,1,0,8,1954.53
82,2,0,200,0,2,0,9,871.509
83,5,0,400,0,2,1,7,1087.64
84,6,0,100,0,0,2,9,918.505
85,13,0,200,1,1,1,9,860.939
86,14,0,400,1,2,1,8,1293.45
87,12,0,100,1,0,1,8,3143.33
88,7,0,400,0,1,2,9,2704.06
89,8,0,300,0,2,2,8,819.558
90,14,0,100,1,2,1,8,1310.1
91,8,0,200,0,2,2,8,1582.27
92,7,0,0,0,1,2,8,436.446
93,4,0,200,0,1,1,8,974.336
94,14,0,400,1,2,1,9,1043.91
95,7,0,100,0,1,2,8,867.929
96,2,0,400,0,2,0,8,787.914
97,6,0,300,0,0,2,8,852.173
98,0,0,400,0,0,0,7,1103.15
99,8,0,400,0,2,2,8,2319.67
100,17,0,200,1,2,2,9,1092.22
101,8,0,100,0,2,2,8,841.341
102,15,0,100,1,0,2,9,1427.51
103,15,0,300,1,0,2,9,678.087
104,8,0,0,0,2,2,9,554.194
105,9,0,300,1,0,0,8,2178.5
106,6,0,100,0,0,2,9,1524.22
107,10,0,400,1,1,0,8,5443.49
108,12,0,100,1,0,1,9,1160.16
109,9,0,100,1,0,0,8,847.139
110,4,0,100,0,1,1,8,471.201
111,5,0,400,0,2,1,8,687.818
112,11,0,300,1,2,0,8,992.338
113,12,0,400,1,0,1,9,1710.2
114,7,0,400,0,1,2,8,1736.56
115,13,0,100,1,1,1,9,558.92
116,6,0,400,0,0,2,9,4754.08
117,0,0,300,0,0,0,9,7708.76
118,6,0,0,0,0,2,8,4335.77
119,11,0,200,1,2,0,9,3959.95
120,14,0,200,1,2,1,9,995.053
121,4,0,300,0,1,1,9,5608.75
122,4,0,400,0,1,1,8,903.25
123,17,0,0,1,2,2,9,1843.02
124,16,0,300,1,1,2,8,878.344
125,13,0,300,1,1,1,7,712.986
126,7,0,300,0,1,2,6,2254.66
127,10,0,0,1,1,0,8,1975.58
128,12,0,300,1,0,1,8,1762.1
129,1,0,0,0,1,0,8,870.632
130,17,0,400,1,2,2,8,2744.8
131,2,0,200,0,2,0,8,1902.79
132,9,0,0,1,0,0,9,1593.77
133,13,0,200,1,1,1,9,2763.34
134,1,0,200,0,1,0,7,954.287
135,12,0,200,1,0,1,8,977.278
136,13,0,400,1,1,1,8,877.538
137,14,0,300,1,2,1,8,1176.42
138,5,0,100,0,2,1,8,1221.02
139,2,0,300,0,2,0,7,1354.51
140,8,0,300,0,2,2,7,1636.64
141,10,0,200,1,1,0,8,2727.81
142,17,0,100,1,2,2,9,627.484
