trialNum,condition,location,offset,vision,vibration,audio,response,responseTime
1,17,0.5,400,1,2,2,3,1539.02
2,4,0.0,300,0,1,1,2,724.148
3,4,0.5,100,0,1,1,7,288.966
4,17,0.0,100,1,2,2,5,2179.74
5,4,1.0,300,0,1,1,4,591.83
6,17,0.0,300,1,2,2,3,529.722
7,17,0.5,200,1,2,2,4,1713.96
8,17,0.0,400,1,2,2,3,764.08
9,17,0.5,300,1,2,2,2,979.885
10,17,0.5,0,1,2,2,7,274.822
11,4,0.0,200,0,1,1,1,638.478
12,4,0.5,0,0,1,1,8,198.876
13,4,0.0,400,0,1,1,3,1321.87
14,4,0.5,400,0,1,1,1,386.507
15,4,0.5,200,0,1,1,2,338.193
16,4,0.0,100,0,1,1,3,387.927
17,17,0.0,200,1,2,2,5,2927.0
18,17,1.0,200,1,2,2,2,1096.36
19,4,1.0,0,0,1,1,8,243.718
20,17,1.0,0,1,2,2,9,135.344
21,4,1.0,100,0,1,1,3,1006.26
22,17,1.0,100,1,2,2,6,2393.05
23,17,0.5,100,1,2,2,8,778.399
24,4,1.0,200,0,1,1,2,405.157
25,17,1.0,400,1,2,2,2,1010.05
26,17,0.0,0,1,2,2,9,210.389
27,17,1.0,300,1,2,2,2,212.661
28,4,1.0,400,0,1,1,1,220.279
29,4,0.5,300,0,1,1,2,1586.09
30,4,0.0,0,0,1,1,8,753.496
31,4,0.5,400,0,1,1,2,2287.64
32,4,0.0,200,0,1,1,3,836.54
33,4,0.0,100,0,1,1,6,1220.88
34,4,1.0,100,0,1,1,5,2157.21
35,4,0.5,0,0,1,1,8,636.051
36,17,0.5,300,1,2,2,3,1061.07
37,17,1.0,200,1,2,2,2,810.808
38,17,0.0,100,1,2,2,7,943.039
39,4,1.0,300,0,1,1,2,370.485
40,17,0.0,200,1,2,2,3,1408.16
41,4,0.0,300,0,1,1,2,487.697
42,4,1.0,200,0,1,1,2,287.666
43,17,0.0,300,1,2,2,4,1879.07
44,4,1.0,0,0,1,1,8,911.087
45,17,0.0,0,1,2,2,9,195.489
46,17,0.5,200,1,2,2,5,1394.88
47,17,1.0,300,1,2,2,3,811.019
48,17,1.0,0,1,2,2,9,986.399
49,4,1.0,400,0,1,1,2,171.96
50,4,0.5,200,0,1,1,2,369.604
51,17,0.5,0,1,2,2,9,188.699
52,4,0.0,400,0,1,1,3,2156.15
53,17,0.5,100,1,2,2,4,692.917
54,17,1.0,100,1,2,2,5,744.69
55,17,1.0,400,1,2,2,5,828.368
56,17,0.0,400,1,2,2,4,1459.82
57,4,0.0,0,0,1,1,3,70.257
58,4,0.5,300,0,1,1,2,2021.24
59,4,0.5,100,0,1,1,2,553.764
60,17,0.5,400,1,2,2,3,1261.33
61,4,1.0,0,0,1,1,5,1106.33
62,4,0.0,0,0,1,1,4,2021.77
63,4,0.5,300,0,1,1,3,421.992
64,4,1.0,200,0,1,1,2,36.8771
65,4,0.0,300,0,1,1,2,687.356
66,4,1.0,100,0,1,1,2,436.994
67,17,0.0,100,1,2,2,5,1460.89
68,4,0.0,100,0,1,1,3,623.309
69,17,0.5,200,1,2,2,4,460.067
70,17,1.0,100,1,2,2,5,844.305
71,17,0.0,300,1,2,2,5,545.208
72,17,1.0,200,1,2,2,4,826.34
73,17,0.0,400,1,2,2,4,1444.13
74,4,0.0,200,0,1,1,2,420.318
75,4,0.5,0,0,1,1,8,865.939
76,17,0.0,0,1,2,2,8,429.225
77,17,0.0,200,1,2,2,5,512.28
78,4,0.5,100,0,1,1,3,588.16
79,17,0.5,400,1,2,2,4,461.894
80,17,1.0,0,1,2,2,8,1516.78
81,4,0.5,400,0,1,1,1,439.621
82,4,1.0,400,0,1,1,1,203.064
83,4,1.0,300,0,1,1,2,182.19
84,17,1.0,300,1,2,2,4,211.328
85,17,0.5,300,1,2,2,4,410.459
86,17,0.5,0,1,2,2,9,205.341
87,4,0.0,400,0,1,1,2,572.337
88,4,0.5,200,0,1,1,1,286.687
89,17,1.0,400,1,2,2,3,460.858
90,17,0.5,100,1,2,2,5,276.78
91,17,0.0,100,1,2,2,9,345.168
92,17,1.0,100,1,2,2,4,195.033
93,4,1.0,200,0,1,1,2,137.998
94,4,0.0,200,0,1,1,2,320.663
95,17,0.5,100,1,2,2,8,1077.29
96,17,1.0,400,1,2,2,3,427.905
97,17,1.0,0,1,2,2,9,814.786
98,4,0.5,300,0,1,1,5,4355.47
99,4,0.0,400,0,1,1,3,1985.96
100,17,0.0,200,1,2,2,4,443.483
101,4,1.0,100,0,1,1,3,274.315
102,17,0.5,400,1,2,2,4,3310.74
103,17,1.0,300,1,2,2,4,1010.04
104,17,0.0,400,1,2,2,4,743.213
105,4,1.0,0,0,1,1,8,2477.04
106,4,0.5,400,0,1,1,3,655.181
107,17,1.0,200,1,2,2,3,342.912
108,4,0.0,0,0,1,1,7,1454.51
109,17,0.5,0,1,2,2,9,43.0612
110,4,0.0,300,0,1,1,4,472.16
111,4,1.0,400,0,1,1,2,536.178
112,4,0.0,100,0,1,1,4,586.42
113,17,0.0,300,1,2,2,4,1677.26
114,17,0.5,200,1,2,2,3,1476.94
115,4,1.0,300,0,1,1,2,137.525
116,4,0.5,200,0,1,1,2,568.009
117,17,0.5,300,1,2,2,4,297.054
118,4,0.5,0,0,1,1,8,182.252
119,4,0.5,100,0,1,1,8,221.095
120,17,0.0,0,1,2,2,9,927.38
