trialNum,condition,location,offset,vision,vibration,audio,response,responseTime
1,17,0.5,0,1,2,2,8,600.498
2,17,1.0,200,1,2,2,7,1198.11
3,4,0.5,100,0,1,1,8,1140.57
4,4,1.0,100,0,1,1,8,2340.74
5,4,0.0,400,0,1,1,4,1089.86
6,4,0.0,100,0,1,1,6,3071.76
7,17,0.5,300,1,2,2,8,1313.43
8,17,0.0,0,1,2,2,8,1162.49
9,4,0.5,300,0,1,1,8,958.49
10,17,0.5,400,1,2,2,5,2663.37
11,4,0.0,200,0,1,1,8,1736.87
12,17,0.5,200,1,2,2,6,2210.56
13,4,0.0,0,0,1,1,4,3654.65
14,17,0.0,300,1,2,2,7,4661.01
15,4,1.0,400,0,1,1,3,987.823
16,4,1.0,200,0,1,1,5,3069.59
17,17,1.0,400,1,2,2,3,1077.16
18,4,0.0,300,0,1,1,4,1403.9
19,17,1.0,300,1,2,2,8,1577.38
20,17,0.0,400,1,2,2,8,527.516
21,4,1.0,300,0,1,1,5,1203.28
22,17,0.0,200,1,2,2,7,1010.07
23,4,0.5,0,0,1,1,4,1161.86
24,4,0.5,400,0,1,1,2,270.211
25,17,1.0,100,1,2,2,8,492.964
26,4,0.5,200,0,1,1,5,172.173
27,17,1.0,0,1,2,2,8,1904.55
28,4,1.0,0,0,1,1,5,145.817
29,17,0.5,100,1,2,2,9,444.144
30,17,0.0,100,1,2,2,9,295.219
31,4,0.0,0,0,1,1,5,688.872
32,17,0.5,200,1,2,2,8,711.671
33,4,0.0,200,0,1,1,7,1488.13
34,4,0.0,100,0,1,1,8,869.666
35,17,0.5,400,1,2,2,9,811.326
36,17,1.0,300,1,2,2,9,343.182
37,4,0.5,300,0,1,1,6,387.548
38,4,0.0,400,0,1,1,7,1537.18
39,17,0.0,100,1,2,2,9,276.48
40,4,1.0,400,0,1,1,1,221.926
41,4,1.0,200,0,1,1,3,186.449
42,17,1.0,0,1,2,2,4,1468.1
43,4,0.5,100,0,1,1,4,1338.48
44,4,0.5,400,0,1,1,4,1757.88
45,17,0.5,0,1,2,2,8,770.829
46,17,0.0,200,1,2,2,5,4528.39
47,17,0.0,400,1,2,2,8,2461.78
48,17,0.5,300,1,2,2,2,1525.96
49,4,1.0,100,0,1,1,8,602.657
50,4,0.0,300,0,1,1,8,438.441
51,4,0.5,200,0,1,1,6,287.041
52,4,1.0,0,0,1,1,8,346.417
53,4,1.0,300,0,1,1,9,1922.21
54,17,1.0,200,1,2,2,8,3459.57
55,4,0.5,0,0,1,1,9,666.781
56,17,0.0,0,1,2,2,8,428.314
57,17,1.0,400,1,2,2,8,428.901
58,17,0.5,100,1,2,2,9,1159.07
59,17,1.0,100,1,2,2,9,1994.99
60,17,0.0,300,1,2,2,9,928.416
61,4,0.5,400,0,1,1,4,799.687
62,4,0.5,200,0,1,1,4,153.009
63,4,0.5,100,0,1,1,5,120.467
64,4,1.0,0,0,1,1,7,461.426
65,17,0.0,0,1,2,2,8,661.251
66,4,1.0,100,0,1,1,9,405.531
67,17,1.0,100,1,2,2,8,443.992
68,17,0.5,300,1,2,2,9,745.127
69,17,0.5,400,1,2,2,3,1560.97
70,4,0.5,0,0,1,1,8,348.795
71,17,0.5,100,1,2,2,9,162.055
72,17,0.0,300,1,2,2,9,360.582
73,4,1.0,200,0,1,1,8,470.948
74,17,0.0,100,1,2,2,9,394.23
75,17,1.0,200,1,2,2,9,911.435
76,17,1.0,400,1,2,2,8,660.782
77,4,0.0,200,0,1,1,8,403.474
78,4,0.0,0,0,1,1,9,1091.31
79,17,0.5,200,1,2,2,8,361.807
80,17,0.0,200,1,2,2,9,560.398
81,4,0.5,300,0,1,1,8,221.271
82,4,1.0,400,0,1,1,8,370.332
83,4,0.0,100,0,1,1,8,819.994
84,4,0.0,400,0,1,1,7,588.132
85,17,1.0,300,1,2,2,8,343.447
86,17,0.5,0,1,2,2,9,41.9019
87,4,0.0,300,0,1,1,8,2438.63
88,17,0.0,400,1,2,2,8,1610.26
89,17,1.0,0,1,2,2,7,966.496
90,4,1.0,300,0,1,1,3,189.531
91,4,0.5,300,0,1,1,5,470.444
92,17,0.0,100,1,2,2,9,210.005
93,4,0.0,100,0,1,1,7,539.212
94,4,0.0,0,0,1,1,7,506.711
95,4,0.5,100,0,1,1,6,105.056
96,17,0.5,300,1,2,2,9,627.5
97,4,1.0,200,0,1,1,1,554.128
98,17,1.0,100,1,2,2,9,243.543
99,4,1.0,400,0,1,1,1,305.343
100,4,1.0,0,0,1,1,4,843.013
101,4,0.0,400,0,1,1,8,604.656
102,17,1.0,0,1,2,2,9,1565.86
103,4,1.0,100,0,1,1,7,672.255
104,4,0.5,0,0,1,1,8,666.279
105,17,0.5,100,1,2,2,9,127.623
106,17,1.0,200,1,2,2,9,111.387
107,4,0.5,200,0,1,1,7,568.322
108,17,0.0,200,1,2,2,6,1993.8
109,17,0.0,0,1,2,2,8,776.303
110,4,0.0,300,0,1,1,8,2989.16
111,17,1.0,400,1,2,2,8,1076.99
112,4,1.0,300,0,1,1,8,753.284
113,17,0.0,300,1,2,2,8,560.043
114,17,0.5,400,1,2,2,4,644.055
115,17,0.5,200,1,2,2,8,676.666
116,4,0.0,200,0,1,1,8,738.052
117,4,0.5,400,0,1,1,6,870.86
118,17,1.0,300,1,2,2,8,325.606
119,17,0.0,400,1,2,2,8,1412.67
120,17,0.5,0,1,2,2,9,38.6881
