trialNum,condition,location,offset,vision,vibration,audio,response,responseTime
1,4,0.5,0,0,1,1,8,411.523
2,4,0.5,400,0,1,1,6,874.616
3,17,0.5,400,1,2,2,7,979.057
4,17,0.0,400,1,2,2,3,429.505
5,17,0.5,100,1,2,2,4,147.065
6,4,1.0,400,0,1,1,2,491.335
7,17,0.5,200,1,2,2,5,762.745
8,4,0.5,300,0,1,1,4,907.425
9,4,0.5,200,0,1,1,3,440.367
10,4,1.0,300,0,1,1,3,56.838
11,17,1.0,400,1,2,2,4,1743.73
12,17,0.5,0,1,2,2,9,255.026
13,17,1.0,200,1,2,2,7,160.974
14,17,1.0,0,1,2,2,9,301.515
15,4,1.0,100,0,1,1,7,538.609
16,4,1.0,200,0,1,1,6,437.781
17,17,0.0,200,1,2,2,5,827.065
18,4,0.0,100,0,1,1,7,456.278
19,4,0.0,300,0,1,1,4,771.408
20,4,0.0,200,0,1,1,5,420.122
21,17,0.5,300,1,2,2,7,610.415
22,17,1.0,100,1,2,2,8,944.254
23,17,0.0,0,1,2,2,9,144.207
24,4,0.0,400,0,1,1,6,671.578
25,4,0.5,100,0,1,1,4,303.678
26,17,0.0,300,1,2,2,4,861.679
27,17,0.0,100,1,2,2,8,447.312
28,17,1.0,300,1,2,2,7,177.575
29,4,0.0,0,0,1,1,7,336.728
30,4,1.0,0,0,1,1,7,228.024
31,4,1.0,400,0,1,1,2,305.286
32,4,0.0,400,0,1,1,5,1718.76
33,17,1.0,200,1,2,2,2,92.6429
34,17,1.0,0,1,2,2,8,383.04
35,4,0.5,200,0,1,1,6,839.893
36,17,0.0,200,1,2,2,3,560.263
37,4,0.5,100,0,1,1,2,455.24
38,17,0.0,300,1,2,2,4,961.159
39,4,0.5,0,0,1,1,9,450.205
40,17,0.5,200,1,2,2,8,226.826
41,4,0.5,300,0,1,1,7,754.681
42,17,1.0,100,1,2,2,6,259.621
43,17,0.5,400,1,2,2,8,344.807
44,4,0.0,300,0,1,1,5,803.396
45,4,1.0,100,0,1,1,7,36.9425
46,4,1.0,200,0,1,1,6,1038.07
47,4,0.0,100,0,1,1,8,171.104
48,4,1.0,0,0,1,1,8,45.0844
49,17,0.5,300,1,2,2,8,727.912
50,17,0.0,100,1,2,2,9,343.833
51,4,0.5,400,0,1,1,3,321.626
52,4,0.0,0,0,1,1,6,622.131
53,17,1.0,300,1,2,2,3,194.62
54,4,0.0,200,0,1,1,4,1421.15
55,17,0.5,100,1,2,2,7,1293.85
56,17,0.5,0,1,2,2,8,822.338
57,17,0.0,400,1,2,2,3,895.125
58,4,1.0,300,0,1,1,1,236.169
59,17,1.0,400,1,2,2,2,710.084
60,17,0.0,0,1,2,2,9,427.73
61,17,1.0,200,1,2,2,6,489.416
62,4,0.5,400,0,1,1,5,1121.53
63,4,0.0,300,0,1,1,4,970.087
64,17,0.5,0,1,2,2,9,319.928
65,4,1.0,400,0,1,1,3,249.995
66,17,0.5,200,1,2,2,4,1209.67
67,17,0.0,400,1,2,2,2,578.01
68,17,0.5,100,1,2,2,7,711.206
69,4,0.0,200,0,1,1,5,355.774
70,4,0.0,100,0,1,1,6,287.46
71,17,0.0,200,1,2,2,5,611.04
72,17,1.0,100,1,2,2,6,1661.74
73,17,1.0,400,1,2,2,6,1061.23
74,17,0.0,0,1,2,2,6,310.214
75,17,0.0,300,1,2,2,9,2644.6
76,17,0.0,100,1,2,2,8,500.262
77,4,1.0,200,0,1,1,7,1240.44
78,17,0.5,400,1,2,2,6,743.848
79,4,0.5,300,0,1,1,6,1687.11
80,4,1.0,0,0,1,1,8,376.432
81,4,0.0,0,0,1,1,6,622.151
82,4,0.5,100,0,1,1,5,1189.1
83,4,0.5,200,0,1,1,6,605.41
84,17,1.0,0,1,2,2,9,284.174
85,4,1.0,300,0,1,1,2,22.7786
86,4,1.0,100,0,1,1,2,35.8142
87,4,0.0,400,0,1,1,2,586.239
88,17,1.0,300,1,2,2,4,1276.15
89,4,0.5,0,0,1,1,6,931.715
90,17,0.5,300,1,2,2,2,195.005
91,17,0.5,400,1,2,2,2,225.77
92,17,0.0,400,1,2,2,2,476.761
93,4,0.5,400,0,1,1,1,403.736
94,4,0.0,200,0,1,1,3,670.153
95,4,0.5,200,0,1,1,2,137.787
96,4,1.0,300,0,1,1,2,187.543
97,17,0.0,200,1,2,2,6,1093.49
98,17,1.0,300,1,2,2,5,2577.0
99,4,0.0,100,0,1,1,8,454.291
100,17,0.5,300,1,2,2,5,1078.05
101,4,0.5,100,0,1,1,8,387.712
102,17,1.0,0,1,2,2,9,4.68982
103,4,1.0,100,0,1,1,6,255.698
104,4,0.0,0,0,1,1,7,387.258
105,4,0.0,400,0,1,1,4,404.766
106,4,0.0,300,0,1,1,4,1270.04
107,4,0.5,0,0,1,1,8,364.585
108,17,1.0,100,1,2,2,7,327.428
109,4,0.5,300,0,1,1,6,621.846
110,4,1.0,0,0,1,1,4,778.784
111,17,0.0,0,1,2,2,9,541.655
112,17,0.5,200,1,2,2,7,1561.72
113,4,1.0,400,0,1,1,2,187.726
114,17,0.0,300,1,2,2,6,676.057
115,17,1.0,200,1,2,2,3,509.862
116,4,1.0,200,0,1,1,3,188.39
117,17,0.5,100,1,2,2,8,710.014
118,17,1.0,400,1,2,2,4,245.907
119,17,0.0,100,1,2,2,9,626.731
120,17,0.5,0,1,2,2,9,306.48
