trialNum,block,offset,response
1,2,-14,2
2,2,300,2
3,2,-42,2
4,2,100,2
5,2,400,1
6,2,-70,1
7,2,-14,2
8,2,0,2
9,2,200,1
10,2,-42,1
11,2,-56,1
12,2,-42,1
13,2,200,1
14,2,600,1
15,2,0,2
16,2,-70,1
17,2,400,1
18,2,500,1
19,2,-56,1
20,2,400,1
21,2,-84,1
22,2,600,2
23,2,100,2
24,2,0,1
25,2,100,2
26,2,200,2
27,2,-84,1
28,2,100,2
29,2,-70,1
30,2,-70,1
31,2,-14,2
32,2,-84,1
33,2,-70,1
34,2,-42,1
35,2,200,2
36,2,500,1
37,2,-70,1
38,2,300,1
39,2,300,2
40,2,-14,2
41,2,-70,1
42,2,100,2
43,2,100,2
44,2,-70,1
45,2,-28,1
46,2,600,1
47,2,-56,1
48,2,-28,1
49,2,0,2
50,2,100,2
51,2,-84,1
52,2,500,1
53,2,200,2
54,2,-28,2
55,2,400,1
56,2,-28,1
57,2,400,1
58,2,300,2
59,2,-84,1
60,2,200,2
61,2,100,2
62,2,-14,2
63,2,600,1
64,2,-84,1
65,2,-70,1
66,2,400,1
67,2,-28,1
68,2,0,1
69,2,-28,1
70,2,200,1
71,2,100,2
72,2,-56,1
73,2,200,2
74,2,-56,1
75,2,0,2
76,2,-42,1
77,2,-14,2
78,2,500,1
79,2,-56,1
80,2,0,2
81,2,-84,1
82,2,0,2
83,2,600,1
84,2,-42,1
85,2,600,1
86,2,600,1
87,2,500,1
88,2,400,1
89,2,300,2
90,2,-42,1
91,2,-70,1
92,2,-28,1
93,2,-14,2
94,2,200,2
95,2,-42,1
96,2,-42,1
97,2,-14,2
98,2,500,1
99,2,-56,1
100,2,-70,1
101,2,-56,1
102,2,500,1
103,2,-84,1
104,2,-84,1
105,2,600,1
106,2,0,2
107,2,500,1
108,2,-56,1
109,2,-28,1
110,2,0,2
111,2,300,2
112,2,-28,1
113,2,0,2
114,2,-56,1
115,2,-56,1
116,2,-42,1
117,2,400,1
118,2,-70,1
119,2,-84,1
120,2,400,1
121,2,200,2
122,2,600,1
123,2,-42,1
124,2,500,1
125,2,300,2
126,2,-28,2
127,2,-84,1
128,2,-84,1
129,2,400,1
130,2,-14,2
131,2,-14,2
132,2,200,2
133,2,200,2
134,2,100,2
135,2,-42,1
136,2,300,1
137,2,-56,1
138,2,500,1
139,2,600,1
140,2,-28,1
141,2,600,1
142,2,600,1
143,2,-14,2
144,2,300,2
145,2,300,2
146,2,300,2
147,2,100,2
148,2,500,1
149,2,100,2
150,2,0,2
151,2,400,2
152,2,-28,1
153,2,300,2
154,2,-14,1
155,2,400,1
156,2,500,1
157,1,-56,2
158,1,-70,1
159,1,500,1
160,1,400,1
161,1,-56,1
162,1,-42,1
163,1,-84,1
164,1,600,1
165,1,100,1
166,1,0,2
167,1,-28,2
168,1,200,1
169,1,-84,1
170,1,0,2
171,1,0,2
172,1,100,2
173,1,200,1
174,1,600,1
175,1,-42,1
176,1,0,2
177,1,200,1
178,1,-70,1
179,1,-56,1
180,1,300,1
181,1,500,1
182,1,-42,1
183,1,200,1
184,1,-56,1
185,1,-42,1
186,1,-84,1
187,1,400,1
188,1,-28,1
189,1,100,2
190,1,-28,1
191,1,-42,1
192,1,0,2
193,1,400,1
194,1,100,2
195,1,-70,1
196,1,-70,1
197,1,-28,1
198,1,-14,1
199,1,600,1
200,1,400,1
201,1,-70,1
202,1,-70,1
203,1,400,1
204,1,-84,1
205,1,200,1
206,1,-42,1
207,1,300,1
208,1,300,1
209,1,600,1
210,1,600,1
211,1,500,1
212,1,-70,1
213,1,-42,1
214,1,-84,1
215,1,0,2
216,1,-84,1
217,1,500,2
218,1,400,1
219,1,-14,2
220,1,-56,1
221,1,500,1
222,1,300,1
223,1,-56,1
224,1,200,2
225,1,200,1
226,1,600,1
227,1,500,1
228,1,-14,1
229,1,300,1
230,1,200,1
231,1,-28,2
232,1,-56,1
233,1,300,1
234,1,-28,2
235,1,-14,2
236,1,600,1
237,1,-28,2
238,1,200,1
239,1,0,2
240,1,-56,1
241,1,0,2
242,1,100,2
243,1,500,1
244,1,-42,1
245,1,-84,1
246,1,-14,1
247,1,-14,2
248,1,500,1
249,1,100,2
250,1,-28,1
251,1,-84,1
252,1,600,1
253,1,300,1
254,1,-14,2
255,1,400,1
256,1,-42,1
257,1,-28,1
258,1,500,1
259,1,-14,1
260,1,-56,1
261,1,300,2
262,1,-14,2
263,1,-56,1
264,1,400,1
265,1,-28,1
266,1,100,2
267,1,-14,1
268,1,-56,1
269,1,400,1
270,1,100,2
271,1,0,2
272,1,500,1
273,1,-70,1
274,1,400,1
275,1,400,1
276,1,-84,1
277,1,-84,1
278,1,-42,1
279,1,300,1
280,1,-14,2
281,1,300,1
282,1,600,1
283,1,0,2
284,1,100,2
285,1,100,2
286,1,-14,1
287,1,200,1
288,1,200,2
289,1,-84,1
290,1,0,2
291,1,600,1
292,1,300,1
293,1,500,1
294,1,0,2
295,1,-70,1
296,1,-42,1
297,1,600,1
298,1,-70,1
299,1,-70,1
300,1,100,2
301,1,-56,1
302,1,-70,1
303,1,600,1
304,1,-28,1
305,1,400,1
306,1,-84,1
307,1,-28,1
308,1,-42,1
309,1,500,1
310,1,300,1
311,1,100,2
312,1,200,1
