trialNum,block,offset,response
1,2,-56,1
2,2,-42,2
3,2,300,1
4,2,-56,1
5,2,400,1
6,2,-42,2
7,2,600,1
8,2,500,1
9,2,300,1
10,2,300,1
11,2,200,1
12,2,400,1
13,2,-56,1
14,2,-28,2
15,2,-84,1
16,2,200,1
17,2,-14,2
18,2,-56,1
19,2,-14,2
20,2,-84,1
21,2,200,1
22,2,500,1
23,2,100,1
24,2,500,1
25,2,100,2
26,2,-70,1
27,2,-42,1
28,2,500,1
29,2,-56,1
30,2,-42,1
31,2,-56,1
32,2,0,2
33,2,500,1
34,2,-84,1
35,2,-14,2
36,2,600,1
37,2,-84,1
38,2,-70,1
39,2,-70,1
40,2,0,2
41,2,500,1
42,2,0,2
43,2,500,1
44,2,-70,1
45,2,500,1
46,2,-84,1
47,2,200,1
48,2,-42,1
49,2,-70,1
50,2,-70,1
51,2,-84,1
52,2,500,1
53,2,300,1
54,2,-70,1
55,2,-14,2
56,2,0,2
57,2,-28,2
58,2,0,2
59,2,100,1
60,2,100,1
61,2,100,1
62,2,400,1
63,2,600,1
64,2,600,1
65,2,400,1
66,2,-70,1
67,2,200,1
68,2,-70,1
69,2,300,1
70,2,-28,1
71,2,300,1
72,2,600,1
73,2,-42,1
74,2,600,1
75,2,100,1
76,2,-14,1
77,2,400,1
78,2,-14,2
79,2,-14,2
80,2,-70,1
81,2,600,1
82,2,-84,1
83,2,-84,1
84,2,200,1
85,2,-42,1
86,2,600,1
87,2,200,1
88,2,600,1
89,2,-70,1
90,2,200,1
91,2,0,2
92,2,100,2
93,2,-14,2
94,2,600,1
95,2,-84,1
96,2,0,1
97,2,-28,2
98,2,400,1
99,2,300,1
100,2,-56,1
101,2,-28,1
102,2,300,1
103,2,500,1
104,2,-84,1
105,2,100,1
106,2,200,1
107,2,200,1
108,2,-28,1
109,2,400,1
110,2,-28,1
111,2,300,1
112,2,-14,2
113,2,200,1
114,2,100,2
115,2,500,1
116,2,-28,1
117,2,300,1
118,2,0,2
119,2,300,1
120,2,-42,1
121,2,-56,1
122,2,300,1
123,2,100,2
124,2,-14,2
125,2,400,1
126,2,-28,2
127,2,0,2
128,2,-28,2
129,2,-56,1
130,2,400,1
131,2,200,1
132,2,600,1
133,2,-42,1
134,2,-84,1
135,2,-84,1
136,2,-28,1
137,2,100,2
138,2,-56,1
139,2,-56,1
140,2,-70,1
141,2,-28,2
142,2,400,1
143,2,-56,1
144,2,-42,1
145,2,-14,2
146,2,0,2
147,2,400,1
148,2,400,1
149,2,-42,1
150,2,100,2
151,2,500,1
152,2,600,1
153,2,-42,1
154,2,-14,2
155,2,0,2
156,2,0,2
157,1,-84,1
158,1,-70,1
159,1,-70,1
160,1,400,1
161,1,600,1
162,1,100,1
163,1,-84,1
164,1,-28,1
165,1,300,1
166,1,-42,1
167,1,-84,1
168,1,100,1
169,1,0,2
170,1,-56,1
171,1,-84,1
172,1,100,2
173,1,500,1
174,1,300,1
175,1,400,1
176,1,200,1
177,1,-56,1
178,1,300,1
179,1,500,1
180,1,-14,2
181,1,-70,1
182,1,-14,2
183,1,-14,2
184,1,-14,2
185,1,500,1
186,1,-42,1
187,1,500,1
188,1,100,1
189,1,-70,1
190,1,-84,1
191,1,200,1
192,1,300,1
193,1,500,1
194,1,-28,2
195,1,-42,2
196,1,600,1
197,1,-56,1
198,1,-28,2
199,1,400,1
200,1,600,1
201,1,0,2
202,1,600,1
203,1,300,1
204,1,-14,2
205,1,-28,1
206,1,0,2
207,1,400,1
208,1,100,2
209,1,-42,1
210,1,200,1
211,1,400,1
212,1,500,1
213,1,600,1
214,1,500,1
215,1,-28,2
216,1,-28,2
217,1,0,2
218,1,200,1
219,1,300,1
220,1,400,1
221,1,-56,1
222,1,-56,1
223,1,-56,1
224,1,0,2
225,1,-14,2
226,1,500,1
227,1,-14,2
228,1,600,1
229,1,400,1
230,1,100,1
231,1,-56,1
232,1,0,2
233,1,600,1
234,1,0,2
235,1,-14,2
236,1,-84,1
237,1,200,1
238,1,-14,2
239,1,100,1
240,1,400,1
241,1,300,1
242,1,0,2
243,1,200,1
244,1,500,1
245,1,500,1
246,1,400,1
247,1,-70,1
248,1,-70,1
249,1,500,1
250,1,500,1
251,1,-42,1
252,1,-42,1
253,1,-14,2
254,1,-70,1
255,1,-14,2
256,1,-28,2
257,1,-56,1
258,1,600,1
259,1,-70,1
260,1,100,1
261,1,-28,1
262,1,300,1
263,1,-42,1
264,1,-56,1
265,1,0,2
266,1,100,1
267,1,200,1
268,1,-42,1
269,1,0,2
270,1,-70,1
271,1,-84,1
272,1,-28,1
273,1,-42,2
274,1,-84,1
275,1,200,1
276,1,300,1
277,1,-56,1
278,1,-28,1
279,1,-70,1
280,1,300,1
281,1,100,1
282,1,100,1
283,1,0,2
284,1,300,1
285,1,-28,1
286,1,600,1
287,1,-14,2
288,1,-84,1
289,1,300,1
290,1,200,1
291,1,400,1
292,1,0,2
293,1,100,2
294,1,200,1
295,1,-70,1
296,1,-56,1
297,1,-84,1
298,1,-56,1
299,1,400,1
300,1,-70,1
301,1,-28,1
302,1,600,1
303,1,-42,1
304,1,600,1
305,1,200,1
306,1,400,1
307,1,200,1
308,1,-84,1
309,1,-84,1
310,1,-42,1
311,1,600,1
312,1,-42,1
