trialNum,block,offset,response
1,1,600,2
2,1,500,2
3,1,0,2
4,1,-70,1
5,1,100,2
6,1,400,1
7,1,100,2
8,1,100,2
9,1,-56,2
10,1,-56,2
11,1,-28,2
12,1,500,1
13,1,-56,1
14,1,-14,2
15,1,300,1
16,1,-28,1
17,1,-14,2
18,1,400,1
19,1,-28,2
20,1,400,1
21,1,400,1
22,1,400,1
23,1,-42,2
24,1,-84,1
25,1,-56,2
26,1,300,1
27,1,-56,2
28,1,-56,2
29,1,-42,2
30,1,200,1
31,1,-42,2
32,1,200,2
33,1,0,2
34,1,-14,2
35,1,100,2
36,1,-14,2
37,1,-42,2
38,1,-84,2
39,1,500,1
40,1,300,1
41,1,0,2
42,1,100,2
43,1,500,1
44,1,200,1
45,1,-84,1
46,1,200,2
47,1,200,2
48,1,400,2
49,1,-28,1
50,1,500,2
51,1,200,1
52,1,-28,1
53,1,-42,1
54,1,0,2
55,1,100,2
56,1,-42,1
57,1,500,1
58,1,-14,2
59,1,500,1
60,1,-28,2
61,1,600,2
62,1,-14,2
63,1,-70,1
64,1,-56,1
65,1,-28,2
66,1,-14,2
67,1,0,2
68,1,200,1
69,1,0,2
70,1,-84,1
71,1,100,2
72,1,200,2
73,1,-14,2
74,1,400,2
75,1,-56,1
76,1,-42,1
77,1,-28,1
78,1,600,1
79,1,-42,1
80,1,0,2
81,1,300,1
82,1,-70,1
83,1,100,2
84,1,0,2
85,1,200,1
86,1,600,1
87,1,-84,1
88,1,-84,1
89,1,600,1
90,1,-84,1
91,1,300,1
92,1,-70,1
93,1,200,1
94,1,-42,1
95,1,400,1
96,1,200,1
97,1,-14,1
98,1,300,1
99,1,400,1
100,1,-56,1
101,1,600,1
102,1,-70,1
103,1,-56,1
104,1,-70,1
105,1,400,1
106,1,100,2
107,1,-70,1
108,1,600,1
109,1,-70,1
110,1,300,1
111,1,-84,1
112,1,-42,1
113,1,-84,1
114,1,500,2
115,1,-84,1
116,1,500,2
117,1,-56,1
118,1,100,2
119,1,500,1
120,1,300,1
121,1,-56,1
122,1,100,2
123,1,0,2
124,1,0,2
125,1,600,1
126,1,-70,1
127,1,-70,1
128,1,300,2
129,1,-28,1
130,1,600,1
131,1,-28,1
132,1,400,1
133,1,600,1
134,1,-14,2
135,1,-70,1
136,1,400,1
137,1,600,1
138,1,0,2
139,1,500,2
140,1,-14,2
141,1,-28,2
142,1,-84,1
143,1,-42,1
144,1,-70,1
145,1,300,2
146,1,300,2
147,1,-84,1
148,1,300,2
149,1,-28,2
150,1,200,2
151,1,-14,2
152,1,600,1
153,1,0,2
154,1,-42,1
155,1,500,2
156,1,100,2
157,2,-84,1
158,2,-14,2
159,2,-56,1
160,2,-42,1
161,2,-70,2
162,2,-84,1
163,2,-70,1
164,2,-14,2
165,2,600,1
166,2,500,1
167,2,-14,2
168,2,300,2
169,2,-70,1
170,2,-56,1
171,2,600,1
172,2,-28,2
173,2,200,1
174,2,400,1
175,2,200,1
176,2,-28,1
177,2,600,1
178,2,-42,1
179,2,100,2
180,2,100,2
181,2,600,1
182,2,-84,1
183,2,400,1
184,2,300,1
185,2,300,1
186,2,-42,1
187,2,100,2
188,2,500,2
189,2,0,2
190,2,-70,1
191,2,-28,1
192,2,-28,1
193,2,-28,1
194,2,-84,1
195,2,100,2
196,2,400,2
197,2,100,2
198,2,-28,1
199,2,-42,1
200,2,200,2
201,2,-28,2
202,2,0,2
203,2,600,1
204,2,300,2
205,2,-70,1
206,2,0,2
207,2,-14,2
208,2,200,2
209,2,300,2
210,2,0,2
211,2,-84,1
212,2,-70,1
213,2,200,2
214,2,500,1
215,2,-42,1
216,2,-42,1
217,2,-56,1
218,2,200,2
219,2,300,2
220,2,-14,2
221,2,400,1
222,2,0,2
223,2,600,2
224,2,-56,1
225,2,0,2
226,2,100,2
227,2,500,2
228,2,-84,1
229,2,500,2
230,2,0,2
231,2,400,1
232,2,-14,2
233,2,600,2
234,2,-84,1
235,2,-14,2
236,2,0,2
237,2,0,2
238,2,500,1
239,2,-14,2
240,2,-56,1
241,2,-14,2
242,2,-28,1
243,2,300,1
244,2,200,2
245,2,-56,1
246,2,-14,2
247,2,0,2
248,2,500,2
249,2,600,1
250,2,200,2
251,2,400,2
252,2,100,2
253,2,-84,1
254,2,400,2
255,2,600,2
256,2,-28,1
257,2,-84,1
258,2,-70,1
259,2,100,2
260,2,-42,1
261,2,0,2
262,2,-70,1
263,2,-84,1
264,2,400,1
265,2,-28,2
266,2,100,2
267,2,-42,1
268,2,-56,1
269,2,-70,1
270,2,400,2
271,2,500,2
272,2,300,2
273,2,400,1
274,2,300,2
275,2,500,2
276,2,600,2
277,2,100,2
278,2,-14,1
279,2,600,1
280,2,-70,1
281,2,-42,1
282,2,-70,1
283,2,-56,1
284,2,200,2
285,2,-70,1
286,2,-56,1
287,2,500,2
288,2,400,1
289,2,-84,1
290,2,-14,2
291,2,500,2
292,2,200,2
293,2,100,2
294,2,-84,1
295,2,300,2
296,2,-42,1
297,2,0,2
298,2,600,1
299,2,300,2
300,2,-56,1
301,2,-28,1
302,2,200,2
303,2,400,2
304,2,-42,1
305,2,300,2
