trialNum,block,offset,response
1,1,600,1
2,1,200,2
3,1,-70,1
4,1,0,2
5,1,100,2
6,1,500,1
7,1,-42,1
8,1,-14,2
9,1,-56,1
10,1,-28,2
11,1,-84,1
12,1,-14,2
13,1,300,1
14,1,300,1
15,1,100,1
16,1,-28,2
17,1,-56,1
18,1,-56,1
19,1,200,2
20,1,0,2
21,1,100,2
22,1,-42,1
23,1,-84,1
24,1,200,2
25,1,-56,1
26,1,100,2
27,1,100,2
28,1,-28,1
29,1,200,2
30,1,-28,1
31,1,-70,1
32,1,-70,1
33,1,300,2
34,1,-84,1
35,1,-14,1
36,1,200,2
37,1,500,1
38,1,-70,1
39,1,-42,1
40,1,600,1
41,1,-84,1
42,1,0,2
43,1,500,2
44,1,-42,1
45,1,-56,1
46,1,-84,1
47,1,300,1
48,1,-70,1
49,1,-42,1
50,1,0,1
51,1,300,2
52,1,400,1
53,1,500,1
54,1,0,2
55,1,-56,1
56,1,600,1
57,1,-42,1
58,1,100,2
59,1,100,2
60,1,100,2
61,1,300,1
62,1,500,1
63,1,100,2
64,1,300,1
65,1,200,1
66,1,400,1
67,1,-70,1
68,1,-42,1
69,1,-42,1
70,1,-28,1
71,1,500,1
72,1,200,2
73,1,600,1
74,1,600,1
75,1,300,1
76,1,-14,2
77,1,500,1
78,1,-84,1
79,1,-42,1
80,1,-28,1
81,1,-84,1
82,1,-84,1
83,1,300,1
84,1,500,1
85,1,500,1
86,1,600,1
87,1,-56,1
88,1,-56,1
89,1,-70,1
90,1,-42,1
91,1,-84,1
92,1,-14,1
93,1,400,1
94,1,-14,2
95,1,-84,1
96,1,200,2
97,1,0,2
98,1,600,1
99,1,200,2
100,1,-70,1
101,1,600,1
102,1,400,1
103,1,600,1
104,1,-56,1
105,1,200,1
106,1,-70,1
107,1,-14,1
108,1,100,2
109,1,-56,1
110,1,-56,1
111,1,-28,1
112,1,300,1
113,1,500,1
114,1,0,1
115,1,100,2
116,1,400,1
117,1,-84,1
118,1,0,2
119,1,0,2
120,1,-28,2
121,1,-28,1
122,1,500,1
123,1,400,1
124,1,-14,2
125,1,400,1
126,1,200,1
127,1,500,1
128,1,400,1
129,1,-28,1
130,1,400,1
131,1,400,1
132,1,300,2
133,1,300,2
134,1,100,2
135,1,400,1
136,1,-56,1
137,1,-14,1
138,1,-14,1
139,1,-84,1
140,1,-14,1
141,1,600,1
142,1,600,1
143,1,-28,1
144,1,400,2
145,1,600,1
146,1,0,1
147,1,200,1
148,1,-28,1
149,1,0,2
150,1,-42,1
151,1,-70,1
152,1,-70,1
153,1,-70,1
154,1,-42,1
155,1,-14,1
156,1,0,1
157,2,600,1
158,2,-14,2
159,2,600,1
160,2,0,2
161,2,500,1
162,2,500,1
163,2,200,2
164,2,-70,1
165,2,-28,2
166,2,300,2
167,2,500,1
168,2,-14,2
169,2,-70,1
170,2,-84,2
171,2,400,1
172,2,500,1
173,2,-28,2
174,2,-42,1
175,2,0,2
176,2,-70,2
177,2,-14,2
178,2,600,1
179,2,-42,2
180,2,400,1
181,2,0,2
182,2,300,1
183,2,-42,2
184,2,300,1
185,2,400,1
186,2,-56,2
187,2,-14,2
188,2,-14,2
189,2,200,2
190,2,-28,2
191,2,-14,2
192,2,200,2
193,2,300,1
194,2,300,1
195,2,100,2
196,2,100,2
197,2,500,1
198,2,200,2
199,2,200,2
200,2,400,1
201,2,0,2
202,2,400,1
203,2,-56,2
204,2,200,2
205,2,100,2
206,2,100,2
207,2,-56,2
208,2,400,1
209,2,-56,2
210,2,200,2
211,2,-28,2
212,2,-56,2
213,2,-84,1
214,2,-70,1
215,2,100,2
216,2,-42,2
217,2,-70,1
218,2,500,1
219,2,-84,1
220,2,-56,1
221,2,400,1
222,2,600,1
223,2,-14,2
224,2,100,2
225,2,-56,1
226,2,-28,1
227,2,300,2
228,2,-70,1
229,2,-14,2
230,2,200,2
231,2,-84,1
232,2,300,2
233,2,-84,1
234,2,200,2
235,2,200,1
236,2,500,1
237,2,-42,1
238,2,-70,1
239,2,-42,1
240,2,-28,1
241,2,400,2
242,2,500,1
243,2,500,1
244,2,0,2
245,2,100,2
246,2,400,1
247,2,-28,2
248,2,-28,1
249,2,-70,1
250,2,600,1
251,2,-42,1
252,2,100,2
253,2,0,2
254,2,-84,1
255,2,400,1
256,2,-42,2
257,2,0,2
258,2,-28,1
259,2,-56,1
260,2,-28,1
261,2,-70,1
262,2,-42,1
263,2,-28,2
264,2,-84,1
265,2,300,1
266,2,0,2
267,2,-14,2
268,2,600,1
269,2,600,1
270,2,300,1
271,2,-14,2
272,2,200,2
273,2,-70,1
274,2,0,2
275,2,200,2
276,2,600,1
277,2,100,2
278,2,600,1
279,2,100,2
280,2,0,2
281,2,-84,1
282,2,-14,1
283,2,400,1
284,2,-56,1
285,2,300,2
286,2,600,1
287,2,-56,1
288,2,-42,1
289,2,-42,1
290,2,0,2
291,2,-84,1
292,2,100,2
293,2,500,1
294,2,600,1
295,2,600,1
296,2,-28,1
297,2,-14,2
298,2,500,1
299,2,-84,1
300,2,-56,1
301,2,400,2
302,2,300,1
303,2,-42,2
304,2,100,2
305,2,-84,1
306,2,-84,1
307,2,500,1
308,2,0,2
309,2,-56,1
310,2,-70,1
311,2,-70,1
312,2,300,2
