trialNum,block,offset,response
1,2,-56,1
2,2,300,1
3,2,400,1
4,2,0,2
5,2,300,1
6,2,300,1
7,2,-42,2
8,2,0,2
9,2,-42,2
10,2,300,1
11,2,-56,1
12,2,300,1
13,2,100,2
14,2,500,1
15,2,600,2
16,2,500,1
17,2,200,2
18,2,400,1
19,2,-84,1
20,2,0,2
21,2,600,1
22,2,-84,2
23,2,-28,2
24,2,400,1
25,2,400,1
26,2,-84,1
27,2,-28,2
28,2,400,1
29,2,-70,1
30,2,0,2
31,2,-56,1
32,2,600,1
33,2,100,2
34,2,-84,1
35,2,-56,1
36,2,-70,1
37,2,200,2
38,2,200,1
39,2,100,2
40,2,500,1
41,2,600,1
42,2,200,1
43,2,-84,1
44,2,-28,1
45,2,200,1
46,2,-28,1
47,2,600,1
48,2,-28,1
49,2,-70,1
50,2,200,2
51,2,-42,1
52,2,100,2
53,2,-84,1
54,2,-42,1
55,2,500,1
56,2,-56,1
57,2,-28,1
58,2,-14,1
59,2,100,2
60,2,-70,1
61,2,600,1
62,2,-84,1
63,2,-42,1
64,2,100,2
65,2,100,2
66,2,300,1
67,2,-14,1
68,2,100,2
69,2,-42,1
70,2,-56,1
71,2,400,1
72,2,400,1
73,2,-14,2
74,2,-56,1
75,2,400,1
76,2,400,1
77,2,0,2
78,2,300,1
79,2,-42,1
80,2,600,1
81,2,-28,1
82,2,-14,1
83,2,-14,2
84,2,-42,2
85,2,-84,1
86,2,-70,1
87,2,600,1
88,2,-56,1
89,2,600,1
90,2,-84,1
91,2,600,1
92,2,500,1
93,2,-28,2
94,2,400,1
95,2,600,1
96,2,-70,1
97,2,500,2
98,2,-14,2
99,2,-42,1
100,2,-70,1
101,2,200,2
102,2,300,1
103,2,-14,2
104,2,-42,1
105,2,-14,2
106,2,0,2
107,2,-42,1
108,2,-28,2
109,2,200,2
110,2,-70,1
111,2,300,1
112,2,0,2
113,2,-14,2
114,2,500,1
115,2,-14,1
116,2,-70,1
117,2,-28,1
118,2,400,1
119,2,0,2
120,2,100,2
121,2,500,1
122,2,500,1
123,2,-28,1
124,2,-42,1
125,2,0,2
126,2,-56,1
127,2,0,2
128,2,300,1
129,2,100,2
130,2,300,1
131,2,-84,1
132,2,200,1
133,2,600,1
134,2,400,1
135,2,200,2
136,2,300,1
137,2,-70,1
138,2,-84,1
139,2,-56,1
140,2,-70,1
141,2,-84,1
142,2,-28,2
143,2,0,2
144,2,500,1
145,2,500,2
146,2,-14,2
147,2,0,2
148,2,500,1
149,2,-70,1
150,2,-56,1
151,2,-14,2
152,2,-56,1
153,2,200,1
154,2,200,1
155,2,100,2
156,2,100,2
157,1,300,1
158,1,-14,2
159,1,100,2
160,1,-70,1
161,1,-70,1
162,1,500,1
163,1,-42,1
164,1,-14,2
165,1,200,1
166,1,400,1
167,1,300,1
168,1,-56,1
169,1,100,2
170,1,500,1
171,1,300,1
172,1,-42,1
173,1,500,1
174,1,-42,1
175,1,-14,2
176,1,500,1
177,1,400,1
178,1,200,1
179,1,-28,2
180,1,-42,1
181,1,300,1
182,1,400,1
183,1,300,1
184,1,-42,1
185,1,-14,2
186,1,0,2
187,1,400,1
188,1,-28,2
189,1,200,1
190,1,-56,1
191,1,600,1
192,1,500,1
193,1,-28,1
194,1,600,1
195,1,-28,1
196,1,-84,1
197,1,-14,2
198,1,600,1
199,1,0,2
200,1,200,1
201,1,0,2
202,1,200,1
203,1,-14,2
204,1,-14,2
205,1,300,1
206,1,600,1
207,1,600,1
208,1,-84,1
209,1,300,1
210,1,500,1
211,1,400,1
212,1,400,1
213,1,-84,1
214,1,100,2
215,1,-28,1
216,1,0,2
217,1,200,1
218,1,-84,1
219,1,600,1
220,1,-42,1
221,1,-70,1
222,1,-70,1
223,1,500,1
224,1,-42,1
225,1,-84,1
226,1,-84,1
227,1,600,1
228,1,200,2
229,1,-28,2
230,1,600,1
231,1,0,2
232,1,-84,1
233,1,100,2
234,1,-70,1
235,1,-84,1
236,1,200,2
237,1,300,1
238,1,500,1
239,1,100,2
240,1,-14,2
241,1,-70,1
242,1,500,1
243,1,-56,1
244,1,0,2
245,1,-14,1
246,1,-14,2
247,1,500,1
248,1,100,2
249,1,-56,1
250,1,0,2
251,1,-56,1
252,1,-42,1
253,1,-28,1
254,1,-70,1
255,1,-42,1
256,1,600,1
257,1,-84,1
258,1,-28,1
259,1,0,2
260,1,200,1
261,1,-56,1
262,1,100,2
263,1,-28,1
264,1,0,2
265,1,-28,1
266,1,0,2
267,1,400,1
268,1,-14,2
269,1,-56,1
270,1,-42,1
271,1,-84,1
272,1,-56,1
273,1,-28,1
274,1,-70,1
275,1,500,1
276,1,-70,1
277,1,100,2
278,1,200,1
279,1,100,2
280,1,-70,1
281,1,500,1
282,1,100,2
283,1,-28,1
284,1,400,1
285,1,-56,1
286,1,600,1
287,1,0,2
288,1,200,1
289,1,600,1
290,1,-56,1
291,1,0,2
292,1,-42,1
293,1,400,1
294,1,-84,1
295,1,300,1
296,1,400,1
297,1,400,1
298,1,200,1
299,1,100,1
300,1,300,1
301,1,-70,1
302,1,400,1
303,1,100,2
304,1,-70,1
305,1,-56,1
306,1,-42,1
307,1,-84,1
308,1,-14,2
309,1,-56,1
310,1,600,1
311,1,300,1
312,1,300,1
