trialNum,block,offset,response
1,2,300,1
2,2,500,1
3,2,-28,2
4,2,600,1
5,2,-42,2
6,2,-14,2
7,2,300,2
8,2,400,1
9,2,400,1
10,2,0,2
11,2,600,1
12,2,-28,2
13,2,0,2
14,2,-84,2
15,2,-42,2
16,2,100,2
17,2,-84,2
18,2,600,1
19,2,400,1
20,2,-84,2
21,2,-28,2
22,2,600,1
23,2,0,2
24,2,-56,2
25,2,300,2
26,2,600,1
27,2,-70,2
28,2,400,1
29,2,-28,2
30,2,500,1
31,2,-42,2
32,2,400,1
33,2,-70,2
34,2,200,2
35,2,-70,2
36,2,-56,2
37,2,-28,2
38,2,-84,2
39,2,-28,2
40,2,600,1
41,2,-14,2
42,2,-14,2
43,2,100,2
44,2,-84,2
45,2,300,2
46,2,-56,2
47,2,500,1
48,2,200,2
49,2,200,2
50,2,500,1
51,2,-14,2
52,2,500,1
53,2,600,1
54,2,0,2
55,2,-14,2
56,2,400,2
57,2,-42,2
58,2,0,2
59,2,-28,2
60,2,100,2
61,2,-84,2
62,2,-42,2
63,2,400,1
64,2,0,2
65,2,500,1
66,2,-56,2
67,2,400,2
68,2,100,2
69,2,-14,2
70,2,-70,2
71,2,100,2
72,2,100,2
73,2,-14,2
74,2,500,1
75,2,600,1
76,2,-70,2
77,2,-28,2
78,2,-28,2
79,2,-56,2
80,2,300,1
81,2,0,2
82,2,-42,2
83,2,300,1
84,2,300,1
85,2,-42,2
86,2,400,1
87,2,0,2
88,2,-14,2
89,2,-84,2
90,2,-56,2
91,2,600,1
92,2,-56,2
93,2,300,1
94,2,-56,2
95,2,-70,2
96,2,-70,2
97,2,100,2
98,2,200,2
99,2,300,1
100,2,200,2
101,2,200,2
102,2,-42,2
103,2,500,1
104,2,-56,2
105,2,-42,2
106,2,400,1
107,2,100,1
108,2,-56,2
109,2,-70,2
110,2,-42,2
111,2,-56,2
112,2,200,2
113,2,500,1
114,2,-42,2
115,2,200,2
116,2,-28,2
117,2,-28,2
118,2,200,2
119,2,600,1
120,2,100,2
121,2,-14,2
122,2,300,2
123,2,-84,2
124,2,400,1
125,2,200,2
126,2,100,2
127,2,-84,2
128,2,100,2
129,2,100,2
130,2,500,1
131,2,-14,2
132,2,500,1
133,2,-14,2
134,2,0,2
135,2,-56,2
136,2,0,2
137,2,-70,2
138,2,500,1
139,2,0,2
140,2,-70,2
141,2,400,2
142,2,600,1
143,2,-70,2
144,2,-70,2
145,2,600,1
146,2,-84,2
147,2,200,2
148,2,200,2
149,2,-42,2
150,2,-84,2
151,2,-14,2
152,2,-84,2
153,2,300,2
154,2,300,2
155,2,0,2
156,2,-28,2
157,1,-70,2
158,1,500,1
159,1,0,2
160,1,0,2
161,1,0,2
162,1,-84,2
163,1,-14,2
164,1,-42,2
165,1,500,1
166,1,-70,2
167,1,200,2
168,1,300,2
169,1,0,2
170,1,200,2
171,1,-28,2
172,1,400,1
173,1,0,2
174,1,-28,2
175,1,500,1
176,1,-28,2
177,1,200,2
178,1,600,2
179,1,600,1
180,1,600,1
181,1,-14,2
182,1,-28,2
183,1,-56,2
184,1,200,2
185,1,0,2
186,1,-56,2
187,1,-70,2
188,1,100,2
189,1,-42,2
190,1,400,2
191,1,100,2
192,1,300,2
193,1,-42,2
194,1,600,1
195,1,-42,2
196,1,-14,2
197,1,-14,2
198,1,100,2
199,1,-28,2
200,1,-84,2
201,1,600,2
202,1,-84,2
203,1,-56,2
204,1,-14,2
205,1,-84,1
206,1,300,2
207,1,100,2
208,1,-42,2
209,1,500,1
210,1,400,2
211,1,-84,2
212,1,100,2
213,1,-84,1
214,1,600,2
215,1,-70,2
216,1,100,2
217,1,-56,2
218,1,-14,2
219,1,-42,2
220,1,400,1
221,1,400,2
222,1,-56,2
223,1,0,2
224,1,-56,1
225,1,600,1
226,1,-28,2
227,1,500,1
228,1,-84,1
229,1,400,1
230,1,200,2
231,1,-56,1
232,1,300,2
233,1,400,1
234,1,-84,1
235,1,400,1
236,1,-84,1
237,1,-14,2
238,1,300,1
239,1,200,1
240,1,-84,1
241,1,-14,2
242,1,-70,2
243,1,400,1
244,1,300,1
245,1,300,1
246,1,200,1
247,1,100,1
248,1,500,1
249,1,0,2
250,1,0,2
251,1,100,2
252,1,-28,1
253,1,-42,1
254,1,500,1
255,1,300,1
256,1,-28,1
257,1,200,1
258,1,-28,2
259,1,200,1
260,1,-42,1
261,1,500,1
262,1,100,2
263,1,0,2
264,1,400,1
265,1,200,1
266,1,100,2
267,1,-14,1
268,1,500,1
269,1,-42,1
270,1,0,2
271,1,-56,1
272,1,400,1
273,1,-70,1
274,1,-56,1
275,1,0,2
276,1,-14,2
277,1,200,1
278,1,500,1
279,1,600,1
280,1,600,1
281,1,-56,1
282,1,600,1
283,1,-14,2
284,1,300,1
285,1,500,1
286,1,100,2
287,1,600,1
288,1,-84,1
289,1,-70,1
290,1,-56,1
291,1,-70,1
292,1,-56,1
293,1,600,1
294,1,500,1
295,1,-28,2
296,1,-42,2
297,1,-42,1
298,1,-14,2
299,1,-42,2
300,1,400,1
301,1,300,1
302,1,-70,1
303,1,-28,2
304,1,-28,2
305,1,100,2
306,1,-70,1
307,1,-84,1
308,1,200,1
309,1,-70,1
310,1,-70,1
311,1,300,1
312,1,300,1
