"","block","signals","offset","response"
"973","visual",1,-14,1
"974","visual",1,0,1
"975","visual",1,0,1
"976","visual",1,600,0
"977","visual",1,500,0
"978","visual",1,-84,0
"979","visual",1,100,1
"980","visual",1,100,1
"981","visual",1,-14,0
"982","visual",1,-70,0
"983","visual",1,400,0
"984","visual",1,-56,0
"985","visual",1,-70,0
"986","visual",1,100,1
"987","visual",1,300,0
"988","visual",1,-84,0
"989","visual",1,600,0
"990","visual",1,600,0
"991","visual",1,-56,0
"992","visual",1,-42,0
"993","visual",1,-56,0
"994","visual",1,-56,0
"995","visual",1,600,0
"996","visual",1,-84,0
"997","visual",1,-42,0
"998","visual",1,-28,1
"999","visual",1,-84,0
"1000","visual",1,-28,1
"1001","visual",1,-28,1
"1002","visual",1,200,1
"1003","visual",1,600,0
"1004","visual",1,500,0
"1005","visual",1,-56,0
"1006","visual",1,300,0
"1007","visual",1,400,0
"1008","visual",1,-70,0
"1009","visual",1,-28,1
"1010","visual",1,100,1
"1011","visual",1,-42,0
"1012","visual",1,400,0
"1013","visual",1,-84,0
"1014","visual",1,100,1
"1015","visual",1,400,0
"1016","visual",1,-14,0
"1017","visual",1,0,0
"1018","visual",1,600,0
"1019","visual",1,-84,0
"1020","visual",1,300,0
"1021","visual",1,500,0
"1022","visual",1,300,0
"1023","visual",1,200,1
"1024","visual",1,400,0
"1025","visual",1,600,0
"1026","visual",1,-42,0
"1027","visual",1,-70,1
"1028","visual",1,-14,1
"1029","visual",1,200,1
"1030","visual",1,-42,1
"1031","visual",1,-70,0
"1032","visual",1,400,0
"1033","visual",1,-28,0
"1034","visual",1,0,1
"1035","visual",1,-84,0
"1036","visual",1,300,0
"1037","visual",1,500,0
"1038","visual",1,200,0
"1039","visual",1,600,0
"1040","visual",1,-14,1
"1041","visual",1,500,0
"1042","visual",1,-70,0
"1043","visual",1,100,0
"1044","visual",1,100,1
"1045","visual",1,-28,0
"1046","visual",1,-42,0
"1047","visual",1,-42,1
"1048","visual",1,-14,1
"1049","visual",1,-56,0
"1050","visual",1,200,0
"1051","visual",1,100,1
"1052","visual",1,300,0
"1053","visual",1,-14,1
"1054","visual",1,300,0
"1055","visual",1,-84,0
"1056","visual",1,-28,1
"1057","visual",1,100,0
"1058","visual",1,-42,1
"1059","visual",1,-70,0
"1060","visual",1,-28,1
"1061","visual",1,-28,1
"1062","visual",1,-14,1
"1063","visual",1,-42,0
"1064","visual",1,-84,0
"1065","visual",1,-56,1
"1066","visual",1,0,1
"1067","visual",1,400,0
"1068","visual",1,500,0
"1069","visual",1,0,1
"1070","visual",1,-14,1
"1071","visual",1,-70,0
"1072","visual",1,200,0
"1073","visual",1,100,1
"1074","visual",1,-70,0
"1075","visual",1,300,0
"1076","visual",1,200,0
"1077","visual",1,300,0
"1078","visual",1,200,0
"1079","visual",1,200,0
"1080","visual",1,0,1
"1081","visual",1,-42,1
"1082","visual",1,300,0
"1083","visual",1,-70,1
"1084","visual",1,0,1
"1085","visual",1,-28,0
"1086","kinesthetic",2,200,1
"1087","kinesthetic",2,200,1
"1088","kinesthetic",2,0,0
"1089","kinesthetic",2,400,0
"1090","kinesthetic",2,-84,0
"1091","kinesthetic",2,500,0
"1092","kinesthetic",2,-28,0
"1093","kinesthetic",2,-42,0
"1094","kinesthetic",2,300,0
"1095","kinesthetic",2,200,1
"1096","kinesthetic",2,0,0
"1097","kinesthetic",2,400,0
"1098","kinesthetic",2,-56,0
"1099","kinesthetic",2,300,0
"1100","kinesthetic",2,400,0
"1101","kinesthetic",2,500,0
"1102","kinesthetic",2,-14,0
"1103","kinesthetic",2,-14,1
"1104","kinesthetic",2,-70,0
"1105","kinesthetic",2,-70,0
"1106","kinesthetic",2,100,1
"1107","kinesthetic",2,600,0
"1108","kinesthetic",2,100,1
"1109","kinesthetic",2,-70,0
"1110","kinesthetic",2,-56,0
"1111","kinesthetic",2,-70,0
"1112","kinesthetic",2,-56,0
"1113","kinesthetic",2,400,0
"1114","kinesthetic",2,200,1
"1115","kinesthetic",2,-14,0
"1116","kinesthetic",2,-28,0
"1117","kinesthetic",2,-14,1
"1118","kinesthetic",2,300,0
"1119","kinesthetic",2,600,0
"1120","kinesthetic",2,200,1
"1121","kinesthetic",2,500,0
"1122","kinesthetic",2,300,0
"1123","kinesthetic",2,0,1
"1124","kinesthetic",2,-84,0
"1125","kinesthetic",2,100,1
"1126","kinesthetic",2,-14,1
"1127","kinesthetic",2,-84,0
"1128","kinesthetic",2,0,1
"1129","kinesthetic",2,0,1
"1130","kinesthetic",2,600,0
"1131","kinesthetic",2,-84,0
"1132","kinesthetic",2,600,0
"1133","kinesthetic",2,-42,0
"1134","kinesthetic",2,400,0
"1135","kinesthetic",2,-42,1
"1136","kinesthetic",2,300,0
"1137","kinesthetic",2,600,0
"1138","kinesthetic",2,-70,0
"1139","kinesthetic",2,300,0
"1140","kinesthetic",2,-56,0
"1141","kinesthetic",2,-70,0
"1142","kinesthetic",2,-70,0
"1143","kinesthetic",2,100,1
"1144","kinesthetic",2,-84,0
"1145","kinesthetic",2,400,0
"1146","kinesthetic",2,-42,0
"1147","kinesthetic",2,500,0
"1148","kinesthetic",2,-70,0
"1149","kinesthetic",2,300,0
"1150","kinesthetic",2,-56,0
"1151","kinesthetic",2,600,0
"1152","kinesthetic",2,-42,0
"1153","kinesthetic",2,100,1
"1154","kinesthetic",2,500,0
"1155","kinesthetic",2,500,0
"1156","kinesthetic",2,200,0
"1157","kinesthetic",2,100,1
"1158","kinesthetic",2,300,1
"1159","kinesthetic",2,-70,0
"1160","kinesthetic",2,-56,0
"1161","kinesthetic",2,200,0
"1162","kinesthetic",2,300,0
"1163","kinesthetic",2,400,0
"1164","kinesthetic",2,0,1
"1165","kinesthetic",2,0,1
"1166","kinesthetic",2,-28,0
"1167","kinesthetic",2,-14,1
"1168","kinesthetic",2,-28,1
"1169","kinesthetic",2,500,0
"1170","kinesthetic",2,500,0
"1171","kinesthetic",2,-14,1
"1172","kinesthetic",2,-84,0
"1173","kinesthetic",2,-56,0
"1174","kinesthetic",2,0,1
"1175","kinesthetic",2,200,0
"1176","kinesthetic",2,600,0
"1177","kinesthetic",2,-28,0
"1178","kinesthetic",2,100,1
"1179","kinesthetic",2,600,0
"1180","kinesthetic",2,0,1
"1181","kinesthetic",2,100,1
"1182","kinesthetic",2,-56,0
"1183","kinesthetic",2,-70,0
"1184","kinesthetic",2,400,0
"1185","kinesthetic",2,600,0
"1186","kinesthetic",2,-84,0
"1187","kinesthetic",2,-28,1
"1188","kinesthetic",2,-28,0
"1189","kinesthetic",2,100,1
"1190","kinesthetic",2,-56,0
"1191","kinesthetic",2,200,1
"1192","kinesthetic",2,-42,0
"1193","kinesthetic",2,-42,0
"1194","kinesthetic",2,-56,0
"1195","kinesthetic",2,-42,0
"1196","kinesthetic",2,-28,0
"1197","kinesthetic",2,-42,0
"1198","kinesthetic",2,300,0
"1199","kinesthetic",2,100,1
"1200","kinesthetic",2,500,0
"1201","kinesthetic",2,-28,1
"1202","kinesthetic",2,-84,0
"1203","kinesthetic",2,400,0
"1204","kinesthetic",2,-42,0
"1205","kinesthetic",2,300,0
"1206","kinesthetic",2,-28,0
"1207","kinesthetic",2,0,1
"1208","kinesthetic",2,-42,1
"1209","kinesthetic",2,-14,1
"1210","kinesthetic",2,500,0
"1211","kinesthetic",2,-14,1
"1212","kinesthetic",2,-84,0
"1213","kinesthetic",2,-56,1
"1214","kinesthetic",2,-84,0
"1215","kinesthetic",2,500,0
"1216","kinesthetic",2,600,0
"1217","kinesthetic",2,-14,1
"1218","kinesthetic",2,0,1
"1219","kinesthetic",2,400,0
"1220","kinesthetic",2,0,1
"1221","kinesthetic",2,400,0
"1222","kinesthetic",2,400,0
"1223","kinesthetic",2,-14,1
"1224","kinesthetic",2,600,0
"1225","kinesthetic",2,-70,0
"1226","kinesthetic",2,-84,0
"1227","kinesthetic",2,-70,0
"1228","kinesthetic",2,100,1
"1229","kinesthetic",2,500,0
"1230","kinesthetic",2,300,0
"1231","kinesthetic",2,600,0
"1232","kinesthetic",2,-28,1
"1233","kinesthetic",2,-42,1
"1234","kinesthetic",2,200,0
"1235","kinesthetic",2,100,1
"1236","kinesthetic",2,200,0
"1237","kinesthetic",2,-28,1
"1238","kinesthetic",2,200,0
"1239","kinesthetic",2,-84,0
"1240","kinesthetic",2,-56,0
"1241","kinesthetic",2,-14,1
"1242","kinesthetic",2,200,1
"1243","kinesthetic",2,-84,1
"1244","kinesthetic",2,-28,1
"1245","kinesthetic",2,400,0
"1246","kinesthetic",2,-42,1
"1247","kinesthetic",2,500,0
"1248","kinesthetic",2,-28,1
"1249","kinesthetic",2,600,0
"1250","kinesthetic",2,300,1
"1251","kinesthetic",2,-84,1
"1252","kinesthetic",2,-70,1
"1253","kinesthetic",2,0,1
"1254","kinesthetic",2,0,1
"1255","kinesthetic",2,300,0
"1256","kinesthetic",2,100,0
"1257","kinesthetic",2,200,0
"1258","kinesthetic",2,-56,1
"1259","kinesthetic",2,-84,1
"1260","kinesthetic",2,-28,1
"1261","kinesthetic",2,100,1
"1262","kinesthetic",2,-56,1
"1263","kinesthetic",2,600,0
"1264","kinesthetic",2,0,1
"1265","kinesthetic",2,200,0
"1266","kinesthetic",2,-42,1
"1267","kinesthetic",2,-56,1
"1268","kinesthetic",2,600,0
"1269","kinesthetic",2,400,0
"1270","kinesthetic",2,-56,1
"1271","kinesthetic",2,200,0
"1272","kinesthetic",2,-14,1
"1273","kinesthetic",2,400,0
"1274","kinesthetic",2,-28,1
"1275","kinesthetic",2,-28,1
"1276","kinesthetic",2,-56,1
"1277","kinesthetic",2,600,0
"1278","kinesthetic",2,400,0
"1279","kinesthetic",2,500,0
"1280","kinesthetic",2,-14,1
"1281","kinesthetic",2,100,1
"1282","kinesthetic",2,300,1
"1283","kinesthetic",2,-84,1
"1284","kinesthetic",2,-14,1
"1285","kinesthetic",2,-14,1
"1286","kinesthetic",2,-56,1
"1287","kinesthetic",2,-42,1
"1288","kinesthetic",2,100,1
"1289","kinesthetic",2,-14,1
"1290","kinesthetic",2,300,0
"1291","kinesthetic",2,100,1
"1292","kinesthetic",2,-14,1
"1293","kinesthetic",2,-70,1
"1294","kinesthetic",2,500,0
"1295","kinesthetic",2,400,1
"1296","kinesthetic",2,-84,0
"1297","kinesthetic",2,-28,1
"1298","kinesthetic",2,100,0
"1299","kinesthetic",2,-28,1
"1300","kinesthetic",2,-84,1
"1301","kinesthetic",2,100,1
"1302","kinesthetic",2,600,0
"1303","kinesthetic",2,-84,0
"1304","kinesthetic",2,0,1
"1305","kinesthetic",2,200,1
"1306","kinesthetic",2,-42,0
"1307","kinesthetic",2,0,1
"1308","kinesthetic",2,400,0
"1309","kinesthetic",2,-14,1
"1310","kinesthetic",2,300,1
"1311","kinesthetic",2,200,1
"1312","kinesthetic",2,600,0
"1313","kinesthetic",2,-42,1
"1314","kinesthetic",2,400,0
"1315","kinesthetic",2,0,1
"1316","kinesthetic",2,-28,1
"1317","kinesthetic",2,200,0
"1318","kinesthetic",2,-14,1
"1319","kinesthetic",2,500,1
"1320","kinesthetic",2,-28,1
"1321","kinesthetic",2,400,1
"1322","kinesthetic",2,-42,1
"1323","kinesthetic",2,-70,1
"1324","kinesthetic",2,-70,1
"1325","kinesthetic",2,300,1
"1326","kinesthetic",2,-70,0
"1327","kinesthetic",2,-84,1
"1328","kinesthetic",2,-84,1
"1329","kinesthetic",2,500,0
"1330","kinesthetic",2,100,1
"1331","kinesthetic",2,300,0
"1332","kinesthetic",2,300,0
"1333","kinesthetic",2,-70,1
"1334","kinesthetic",2,-56,1
"1335","kinesthetic",2,500,0
"1336","kinesthetic",2,-42,1
"1337","kinesthetic",2,300,1
"1338","kinesthetic",2,100,1
"1339","kinesthetic",2,-14,1
"1340","kinesthetic",2,300,1
"1341","kinesthetic",2,500,0
"1342","kinesthetic",2,-70,0
"1343","kinesthetic",2,400,0
"1344","kinesthetic",2,0,1
"1345","kinesthetic",2,-28,1
"1346","kinesthetic",2,200,0
"1347","kinesthetic",2,300,0
"1348","kinesthetic",2,-28,1
"1349","kinesthetic",2,400,0
"1350","kinesthetic",2,200,1
"1351","kinesthetic",2,-14,0
"1352","kinesthetic",2,600,0
"1353","kinesthetic",2,600,0
"1354","kinesthetic",2,400,0
"1355","kinesthetic",2,-56,1
"1356","kinesthetic",2,-42,1
"1357","kinesthetic",2,600,0
"1358","kinesthetic",2,-84,1
"1359","kinesthetic",2,-56,1
"1360","kinesthetic",2,0,1
"1361","kinesthetic",2,-42,1
"1362","kinesthetic",2,-70,0
"1363","kinesthetic",2,-70,1
"1364","kinesthetic",2,500,0
"1365","kinesthetic",2,-56,1
"1366","kinesthetic",2,100,0
"1367","kinesthetic",2,200,0
"1368","kinesthetic",2,-70,1
"1369","kinesthetic",2,100,0
"1370","kinesthetic",2,0,1
"1371","kinesthetic",2,-42,1
"1372","kinesthetic",2,600,0
"1373","kinesthetic",2,300,0
"1374","kinesthetic",2,-84,1
"1375","kinesthetic",2,-42,1
"1376","kinesthetic",2,-70,1
"1377","kinesthetic",2,-56,1
"1378","kinesthetic",2,-14,1
"1379","kinesthetic",2,-56,1
"1380","kinesthetic",2,-14,1
"1381","kinesthetic",2,-70,1
"1382","kinesthetic",2,500,0
"1383","kinesthetic",2,0,1
"1384","kinesthetic",2,200,0
"1385","kinesthetic",2,0,1
"1386","kinesthetic",2,600,0
"1387","kinesthetic",2,0,1
"1388","kinesthetic",2,500,0
"1389","kinesthetic",2,100,1
"1390","kinesthetic",2,200,0
"1391","kinesthetic",2,400,0
"1392","kinesthetic",2,-28,1
"1393","kinesthetic",2,500,0
"1394","kinesthetic",2,500,0
"1395","kinesthetic",2,600,1
"1396","kinesthetic",2,-84,1
"1397","kinesthetic",2,-42,1
"1398","visual",1,200,0
"1399","visual",1,200,0
"1400","visual",1,-70,1
"1401","visual",1,-42,1
"1402","visual",1,-70,1
"1403","visual",1,600,0
"1404","visual",1,-70,1
"1405","visual",1,400,0
"1406","visual",1,500,0
"1407","visual",1,400,0
"1408","visual",1,-84,1
"1409","visual",1,-70,1
"1410","visual",1,-42,1
"1411","visual",1,-42,1
"1412","visual",1,-28,1
"1413","visual",1,0,1
"1414","visual",1,-84,0
"1415","visual",1,-14,1
"1416","visual",1,-70,0
"1417","visual",1,-84,0
"1418","visual",1,-56,0
"1419","visual",1,-14,0
"1420","visual",1,600,0
"1421","visual",1,0,1
"1422","visual",1,-14,1
"1423","visual",1,100,0
"1424","visual",1,-84,0
"1425","visual",1,500,0
"1426","visual",1,500,0
"1427","visual",1,300,0
"1428","visual",1,-56,1
"1429","visual",1,-70,1
"1430","visual",1,-70,1
"1431","visual",1,-42,1
"1432","visual",1,-42,1
"1433","visual",1,300,0
"1434","visual",1,100,0
"1435","visual",1,300,0
"1436","visual",1,200,0
"1437","visual",1,400,0
"1438","visual",1,100,0
"1439","visual",1,600,0
"1440","visual",1,100,0
"1441","visual",1,300,0
"1442","visual",1,0,1
"1443","visual",1,-56,0
"1444","visual",1,-56,0
"1445","visual",1,-42,1
"1446","visual",1,-14,1
"1447","visual",1,-84,0
"1448","visual",1,100,0
"1449","visual",1,300,0
"1450","visual",1,400,0
"1451","visual",1,200,0
"1452","visual",1,300,0
"1453","visual",1,-28,1
"1454","visual",1,-42,1
"1455","visual",1,600,0
"1456","visual",1,500,0
"1457","visual",1,-14,1
"1458","visual",1,400,0
"1459","visual",1,300,0
"1460","visual",1,400,0
"1461","visual",1,-56,1
"1462","visual",1,-14,1
"1463","visual",1,-84,0
"1464","visual",1,200,1
"1465","visual",1,-84,0
"1466","visual",1,500,0
"1467","visual",1,-28,1
"1468","visual",1,500,0
"1469","visual",1,200,0
"1470","visual",1,0,0
"1471","visual",1,600,0
"1472","visual",1,0,1
"1473","visual",1,-42,1
"1474","visual",1,-42,1
"1475","visual",1,-14,1
"1476","visual",1,-28,1
"1477","visual",1,500,0
"1478","visual",1,200,0
"1479","visual",1,500,0
"1480","visual",1,600,0
"1481","visual",1,-56,1
"1482","visual",1,100,0
"1483","visual",1,0,1
"1484","visual",1,600,0
"1485","visual",1,-56,0
"1486","visual",1,600,0
"1487","visual",1,600,0
"1488","visual",1,-70,1
"1489","visual",1,300,0
"1490","visual",1,300,0
"1491","visual",1,-70,1
"1492","visual",1,500,0
"1493","visual",1,-84,0
"1494","visual",1,-56,1
"1495","visual",1,-28,1
"1496","visual",1,100,0
"1497","visual",1,-56,0
"1498","visual",1,300,0
"1499","visual",1,-14,1
"1500","visual",1,-14,1
"1501","visual",1,-14,1
"1502","visual",1,100,0
"1503","visual",1,300,0
"1504","visual",1,600,0
"1505","visual",1,-56,1
"1506","visual",1,-14,1
"1507","visual",1,100,0
"1508","visual",1,-56,1
"1509","visual",1,-42,1
"1510","visual",1,-28,1
"1511","visual",1,400,0
"1512","visual",1,-84,1
"1513","visual",1,100,0
"1514","visual",1,100,0
"1515","visual",1,0,1
"1516","visual",1,500,0
"1517","visual",1,-28,1
"1518","visual",1,100,0
"1519","visual",1,0,1
"1520","visual",1,400,0
"1521","visual",1,200,0
"1522","visual",1,400,0
"1523","visual",1,600,0
"1524","visual",1,600,0
"1525","visual",1,200,0
"1526","visual",1,200,0
"1527","visual",1,-28,1
"1528","visual",1,-84,1
"1529","visual",1,0,1
"1530","visual",1,-28,1
"1531","visual",1,-28,1
"1532","visual",1,-70,1
"1533","visual",1,-84,0
"1534","visual",1,200,0
"1535","visual",1,0,1
"1536","visual",1,500,0
"1537","visual",1,500,0
"1538","visual",1,-42,1
"1539","visual",1,0,1
"1540","visual",1,0,1
"1541","visual",1,400,0
"1542","visual",1,-56,1
"1543","visual",1,300,0
"1544","visual",1,-70,1
"1545","visual",1,-14,1
"1546","visual",1,200,0
"1547","visual",1,400,0
"1548","visual",1,400,0
"1549","visual",1,-70,1
"1550","visual",1,-42,1
"1551","visual",1,-84,1
"1552","visual",1,-28,1
"1553","visual",1,-28,1
"1554","visual",1,0,1
"1555","visual",1,200,1
"1556","visual",1,0,1
"1557","visual",1,200,0
"1558","visual",1,600,0
"1559","visual",1,-56,0
"1560","visual",1,-84,0
"1561","visual",1,300,0
"1562","visual",1,-42,0
"1563","visual",1,-84,0
"1564","visual",1,-14,1
"1565","visual",1,500,0
"1566","visual",1,-14,1
"1567","visual",1,100,0
"1568","visual",1,-42,0
"1569","visual",1,-56,1
"1570","visual",1,-56,0
"1571","visual",1,300,0
"1572","visual",1,600,0
"1573","visual",1,0,1
"1574","visual",1,400,0
"1575","visual",1,-42,0
"1576","visual",1,-14,1
"1577","visual",1,300,0
"1578","visual",1,600,0
"1579","visual",1,-28,1
"1580","visual",1,-14,1
"1581","visual",1,400,0
"1582","visual",1,100,0
"1583","visual",1,0,1
"1584","visual",1,600,0
"1585","visual",1,300,0
"1586","visual",1,100,0
"1587","visual",1,300,0
"1588","visual",1,600,1
"1589","visual",1,-84,0
"1590","visual",1,400,0
"1591","visual",1,600,0
"1592","visual",1,200,0
"1593","visual",1,-70,0
"1594","visual",1,600,0
"1595","visual",1,300,0
"1596","visual",1,400,0
"1597","visual",1,600,0
"1598","visual",1,-70,0
"1599","visual",1,-56,0
"1600","visual",1,-28,1
"1601","visual",1,100,0
"1602","visual",1,0,1
"1603","visual",1,-70,0
"1604","visual",1,-70,0
"1605","visual",1,400,0
"1606","visual",1,100,1
"1607","visual",1,-56,0
"1608","visual",1,500,0
"1609","visual",1,100,0
"1610","visual",1,400,0
"1611","visual",1,0,1
"1612","visual",1,-28,1
"1613","visual",1,200,0
"1614","visual",1,-28,1
"1615","visual",1,200,0
"1616","visual",1,400,0
"1617","visual",1,-28,1
"1618","visual",1,-14,1
"1619","visual",1,-84,0
"1620","visual",1,0,1
"1621","visual",1,100,1
"1622","visual",1,-84,0
"1623","visual",1,400,0
"1624","visual",1,300,0
"1625","visual",1,500,0
"1626","visual",1,500,0
"1627","visual",1,-70,0
"1628","visual",1,-14,1
"1629","visual",1,600,0
"1630","visual",1,-70,0
"1631","visual",1,0,1
"1632","visual",1,-56,0
"1633","visual",1,200,0
"1634","visual",1,-28,1
"1635","visual",1,-84,0
"1636","visual",1,-42,1
"1637","visual",1,-42,0
"1638","visual",1,-56,0
"1639","visual",1,-28,1
"1640","visual",1,200,0
"1641","visual",1,300,0
"1642","visual",1,400,0
"1643","visual",1,-56,1
"1644","visual",1,-56,1
"1645","visual",1,600,0
"1646","visual",1,200,0
"1647","visual",1,100,0
"1648","visual",1,-84,0
"1649","visual",1,-70,0
"1650","visual",1,-14,1
"1651","visual",1,-42,1
"1652","visual",1,300,0
"1653","visual",1,400,0
"1654","visual",1,500,0
"1655","visual",1,-14,1
"1656","visual",1,-42,1
"1657","visual",1,-14,1
"1658","visual",1,300,0
"1659","visual",1,-42,1
"1660","visual",1,-28,1
"1661","visual",1,0,1
"1662","visual",1,-14,1
"1663","visual",1,200,0
"1664","visual",1,400,0
"1665","visual",1,-70,0
"1666","visual",1,600,0
"1667","visual",1,-84,0
"1668","visual",1,-42,0
"1669","visual",1,400,0
"1670","visual",1,-84,0
"1671","visual",1,500,0
"1672","visual",1,-84,0
"1673","visual",1,-28,1
"1674","visual",1,200,0
"1675","visual",1,200,0
"1676","visual",1,100,0
"1677","visual",1,0,1
"1678","visual",1,600,0
"1679","visual",1,0,1
"1680","visual",1,-84,0
"1681","visual",1,300,0
"1682","visual",1,-42,1
"1683","visual",1,-28,1
"1684","visual",1,500,0
"1685","visual",1,-28,1
"1686","visual",1,-14,1
"1687","visual",1,100,0
"1688","visual",1,300,0
"1689","visual",1,500,0
"1690","visual",1,100,1
"1691","visual",1,200,0
"1692","visual",1,-42,0
"1693","visual",1,-56,0
"1694","visual",1,-70,0
"1695","visual",1,500,0
"1696","visual",1,100,1
"1697","visual",1,-84,0
"1698","visual",1,-14,1
"1699","visual",1,0,1
"1700","visual",1,-70,0
"1701","visual",1,-70,0
"1702","visual",1,500,0
"1703","visual",1,-42,0
"1704","visual",1,-28,0
"1705","visual",1,-70,0
"1706","visual",1,-56,0
"1707","visual",1,500,0
"1708","visual",1,-56,0
"1709","visual",1,500,0
"1710","kinesthetic",2,100,1
"1711","kinesthetic",2,200,0
"1712","kinesthetic",2,-14,1
"1713","kinesthetic",2,400,0
"1714","kinesthetic",2,600,0
"1715","kinesthetic",2,400,0
"1716","kinesthetic",2,200,0
"1717","kinesthetic",2,-56,0
"1718","kinesthetic",2,-56,0
"1719","kinesthetic",2,300,0
"1720","kinesthetic",2,100,1
"1721","kinesthetic",2,100,1
"1722","kinesthetic",2,-14,1
"1723","kinesthetic",2,0,1
"1724","kinesthetic",2,-84,0
"1725","kinesthetic",2,200,0
"1726","kinesthetic",2,300,0
"1727","kinesthetic",2,-84,0
"1728","kinesthetic",2,-70,0
"1729","kinesthetic",2,-84,0
"1730","kinesthetic",2,500,0
"1731","kinesthetic",2,-14,1
"1732","kinesthetic",2,500,0
"1733","kinesthetic",2,200,0
"1734","kinesthetic",2,-42,0
"1735","kinesthetic",2,600,0
"1736","kinesthetic",2,-14,1
"1737","kinesthetic",2,-14,1
"1738","kinesthetic",2,100,1
"1739","kinesthetic",2,200,1
"1740","kinesthetic",2,0,1
"1741","kinesthetic",2,300,0
"1742","kinesthetic",2,0,1
"1743","kinesthetic",2,-56,0
"1744","kinesthetic",2,-28,1
"1745","kinesthetic",2,-28,0
"1746","kinesthetic",2,-42,0
"1747","kinesthetic",2,-56,0
"1748","kinesthetic",2,-84,0
"1749","kinesthetic",2,-56,0
"1750","kinesthetic",2,600,0
"1751","kinesthetic",2,-42,0
"1752","kinesthetic",2,400,0
"1753","kinesthetic",2,-56,0
"1754","kinesthetic",2,-14,1
"1755","kinesthetic",2,-14,1
"1756","kinesthetic",2,-70,0
"1757","kinesthetic",2,-14,1
"1758","kinesthetic",2,600,0
"1759","kinesthetic",2,-56,0
"1760","kinesthetic",2,500,0
"1761","kinesthetic",2,-70,0
"1762","kinesthetic",2,-42,0
"1763","kinesthetic",2,-42,0
"1764","kinesthetic",2,0,1
"1765","kinesthetic",2,-28,1
"1766","kinesthetic",2,400,0
"1767","kinesthetic",2,300,0
"1768","kinesthetic",2,600,0
"1769","kinesthetic",2,400,0
"1770","kinesthetic",2,600,0
"1771","kinesthetic",2,-28,0
"1772","kinesthetic",2,-84,0
"1773","kinesthetic",2,400,0
"1774","kinesthetic",2,600,0
"1775","kinesthetic",2,0,1
"1776","kinesthetic",2,500,0
"1777","kinesthetic",2,-42,0
"1778","kinesthetic",2,600,0
"1779","kinesthetic",2,100,1
"1780","kinesthetic",2,-70,0
"1781","kinesthetic",2,0,1
"1782","kinesthetic",2,-14,1
"1783","kinesthetic",2,-42,0
"1784","kinesthetic",2,-84,0
"1785","kinesthetic",2,-42,0
"1786","kinesthetic",2,500,0
"1787","kinesthetic",2,500,0
"1788","kinesthetic",2,-28,1
"1789","kinesthetic",2,-56,0
"1790","kinesthetic",2,0,1
"1791","kinesthetic",2,300,0
"1792","kinesthetic",2,-28,1
"1793","kinesthetic",2,100,0
"1794","kinesthetic",2,-42,0
"1795","kinesthetic",2,400,0
"1796","kinesthetic",2,-70,1
"1797","kinesthetic",2,-70,1
"1798","kinesthetic",2,-14,1
"1799","kinesthetic",2,-28,1
"1800","kinesthetic",2,-84,0
"1801","kinesthetic",2,-84,0
"1802","kinesthetic",2,0,1
"1803","kinesthetic",2,-70,0
"1804","kinesthetic",2,400,0
"1805","kinesthetic",2,200,0
"1806","kinesthetic",2,100,0
"1807","kinesthetic",2,500,0
"1808","kinesthetic",2,-28,1
"1809","kinesthetic",2,-28,1
"1810","kinesthetic",2,100,0
"1811","kinesthetic",2,500,0
"1812","kinesthetic",2,-56,0
"1813","kinesthetic",2,400,0
"1814","kinesthetic",2,200,0
"1815","kinesthetic",2,300,0
"1816","kinesthetic",2,300,0
"1817","kinesthetic",2,0,1
"1818","kinesthetic",2,-14,0
"1819","kinesthetic",2,0,1
"1820","kinesthetic",2,600,0
"1821","kinesthetic",2,-42,0
"1822","kinesthetic",2,-56,0
"1823","kinesthetic",2,-42,1
"1824","kinesthetic",2,300,0
"1825","kinesthetic",2,-14,1
"1826","kinesthetic",2,500,0
"1827","kinesthetic",2,200,0
"1828","kinesthetic",2,200,0
"1829","kinesthetic",2,200,0
"1830","kinesthetic",2,200,0
"1831","kinesthetic",2,300,0
"1832","kinesthetic",2,300,0
"1833","kinesthetic",2,-70,0
"1834","kinesthetic",2,500,0
"1835","kinesthetic",2,-84,0
"1836","kinesthetic",2,500,0
"1837","kinesthetic",2,0,1
"1838","kinesthetic",2,100,0
"1839","kinesthetic",2,-70,0
"1840","kinesthetic",2,-56,0
"1841","kinesthetic",2,-42,0
"1842","kinesthetic",2,600,0
"1843","kinesthetic",2,-70,0
"1844","kinesthetic",2,-28,1
"1845","kinesthetic",2,600,0
"1846","kinesthetic",2,-56,0
"1847","kinesthetic",2,200,0
"1848","kinesthetic",2,300,0
"1849","kinesthetic",2,100,1
"1850","kinesthetic",2,600,0
"1851","kinesthetic",2,100,1
"1852","kinesthetic",2,400,0
"1853","kinesthetic",2,-84,0
"1854","kinesthetic",2,-28,1
"1855","kinesthetic",2,300,0
"1856","kinesthetic",2,-70,1
"1857","kinesthetic",2,-84,0
"1858","kinesthetic",2,-70,0
"1859","kinesthetic",2,0,0
"1860","kinesthetic",2,-28,0
"1861","kinesthetic",2,400,0
"1862","kinesthetic",2,500,0
"1863","kinesthetic",2,400,0
"1864","kinesthetic",2,100,0
"1865","kinesthetic",2,-84,0
"1866","kinesthetic",2,-56,1
"1867","kinesthetic",2,-28,1
"1868","kinesthetic",2,-56,0
"1869","kinesthetic",2,-42,0
"1870","kinesthetic",2,300,1
"1871","kinesthetic",2,400,1
